id,nom_comm,code_insee,nom_rue,nom_axe,date_deb,date_fin,e_7h_8h,e_8h_9h,e_9h_10h,e_10h_11h,e_11h_12h,e_12h_13h,e_13h_14h,e_14h_15h,e_15h_16h,e_16h_17h,e_17h_18h,e_18h_19h,e_tot_am,e_tot_pm,e_tot_jour,moy_am,moy_pm,freq_max,h_freq_max,freq_min,h_freq_min,num_poste,num_ope,fid,geo_point_2d
76,Vif,38545,"Place des 11 Otages","Place des 11 Otages",20200702,20200702,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,"09h00 - 10h00",0,"08h00 - 09h00","OPE 215-P07B","OPE 215",95,"45.05512000001938, 5.669175000000002"
77,Grenoble,38185,"Grande Rue","Grande Rue",20200929,20200929,4,4,2,3,9,12,15,22,11,10,15,19,22,104,126,4,15,22,"14h00 - 15h00",2,"09h00 - 10h00","OPE 221-1001","OPE 221",96,"45.191802000019, 5.728427"
78,Grenoble,38185,"Rue de la Poste","Rue de la Poste",20200929,20200929,4,5,5,6,5,4,7,4,6,4,6,7,25,38,63,5,5,7,"13h00 - 14h00",4,"07h00 - 08h00","OPE 221-1002","OPE 221",97,"45.18960200001899, 5.727289999999998"
79,Grenoble,38185,"Rue de Bonne","Rue de Bonne",20200929,20200929,2,4,11,9,9,7,9,9,12,10,14,14,35,75,110,7,11,14,"17h00 - 18h00",2,"07h00 - 08h00","OPE 221-1003","OPE 221",98,"45.18967200001901, 5.726799000000001"
80,Grenoble,38185,"Boulevard Agutte Sembat","Boulevard Agutte Sembat",20200929,20200929,6,4,3,5,3,3,4,4,1,5,4,8,21,29,50,4,4,8,"18h00 - 19h00",1,"15h00 - 16h00","OPE 221-1004","OPE 221",99,"45.188636000019, 5.725862999999999"
81,Grenoble,38185,"Boulevard Gambetta","Boulevard Gambetta",20200929,20200929,4,6,7,10,9,18,31,12,12,16,12,15,36,116,152,7,17,31,"13h00 - 14h00",4,"07h00 - 08h00","OPE 221-1005","OPE 221",100,"45.189659000019006, 5.722282999999999"
82,Grenoble,38185,"Cours Jean Jaurès","Cours Jean Jaurès",20200929,20200929,14,38,42,18,16,38,24,24,26,47,56,67,128,282,410,26,40,67,"18h00 - 19h00",14,"07h00 - 08h00","OPE 221-1006","OPE 221",101,"45.18939300001902, 5.719509999999999"
83,Grenoble,38185,"Avenue Alsace Lorraine","Avenue Alsace Lorraine",20200929,20200929,17,8,6,6,3,10,15,8,6,15,21,14,40,89,129,8,13,21,"17h00 - 18h00",3,"11h00 - 12h00","OPE 221-1007","OPE 221",102,"45.189698000019014, 5.718375"
84,Grenoble,38185,"Quai Perrière","Quai Perrière",20200929,20200929,3,11,4,6,5,5,3,1,5,9,6,9,29,38,67,6,5,11,"08h00 - 09h00",1,"14h00 - 15h00","OPE 221-1008","OPE 221",103,"45.19435700001899, 5.7275659999999995"
85,Grenoble,38185,"Quai Stéphane Jay","Quai Stéphane Jay",20200929,20200929,11,16,12,2,5,11,10,5,11,14,25,17,46,93,139,9,13,25,"17h00 - 18h00",2,"10h00 - 11h00","OPE 221-1009","OPE 221",104,"45.193185000019, 5.726464999999999"
86,Grenoble,38185,"Pont de la Porte de France","Pont de la Porte de France",20200929,20200929,11,24,6,5,3,19,9,5,11,19,32,24,49,119,168,10,17,32,"17h00 - 18h00",3,"11h00 - 12h00","OPE 221-1010","OPE 221",105,"45.192821000019, 5.720084999999999"
87,Grenoble,38185,"Pont Marius Gontard","Pont Marius Gontard",20200929,20200929,1,6,1,2,1,3,4,6,3,5,6,12,11,39,50,2,6,12,"18h00 - 19h00",1,"07h00 - 08h00","OPE 221-1011","OPE 221",106,"45.19313300001899, 5.724042"
88,Grenoble,38185,"Pont Saint-Laurent","Pont Saint-Laurent",20200929,20200929,1,5,1,3,3,5,3,1,5,9,6,7,13,36,49,3,5,9,"16h00 - 17h00",1,"07h00 - 08h00","OPE 221-1012","OPE 221",107,"45.19443000001899, 5.729133"
89,Grenoble,38185,"Pont de la Citadelle","Pont de la Citadelle",20200929,20200929,2,0,0,4,1,1,0,1,0,0,0,6,7,8,15,1,1,6,"18h00 - 19h00",0,"08h00 - 09h00","OPE 221-1013","OPE 221",108,"45.19511000001901, 5.730335999999999"
90,Grenoble,38185,"Cours Berriat","Cours Berriat",20200929,20200929,28,32,36,22,22,37,31,26,35,45,83,60,140,317,457,28,45,83,"17h00 - 18h00",22,"10h00 - 11h00","OPE 221-1014","OPE 221",109,"45.18794800001901, 5.720505000000001"
91,Grenoble,38185,"Carrefour Victor Hugo / Edouard Rey / Molière","Carrefour Victor Hugo / Edouard Rey / Molière",20200929,20200929,6,10,7,6,11,5,18,13,14,11,15,23,40,99,139,8,14,23,"18h00 - 19h00",5,"12h00 - 13h00","OPE 221-1015","OPE 221",110,"45.18964500001899, 5.724743999999999"
92,Grenoble,38185,"Place de l'Etoile","Place de l'Etoile",20200929,20200929,4,17,12,12,6,6,18,5,9,10,18,12,51,78,129,10,11,18,"13h00 - 14h00",4,"07h00 - 08h00","OPE 221-1016","OPE 221",111,"45.18786700001901, 5.728626"
93,Grenoble,38185,"Cours Berriat","Cours Berriat",20200929,20200929,8,18,13,8,10,19,11,8,9,16,13,20,57,96,153,11,14,20,"18h00 - 19h00",8,"07h00 - 08h00","OPE 221-1017","OPE 221",112,"45.188431000018994, 5.712154999999999"
94,Grenoble,38185,"Rue Général Mangin","Rue Général Mangin",20200929,20200929,25,29,12,8,16,23,17,4,20,30,35,48,90,177,267,18,25,48,"18h00 - 19h00",4,"14h00 - 15h00","OPE 221-1018","OPE 221",113,"45.17731800001903, 5.717974999999998"
95,Grenoble,38185,"Avenue Jean Perrot","Avenue Jean Perrot",20200929,20200929,6,17,7,3,6,15,11,8,16,19,26,35,39,130,169,8,19,35,"18h00 - 19h00",3,"10h00 - 11h00","OPE 221-1019","OPE 221",114,"45.17233500001906, 5.739084999999999"
96,Grenoble,38185,"Rue Lesdiguieres","Rue Lesdiguieres",20200929,20200929,9,20,10,5,10,13,18,19,12,14,20,30,54,126,180,11,18,30,"18h00 - 19h00",5,"10h00 - 11h00","OPE 221-1020","OPE 221",115,"45.185582000019004, 5.72316"
97,Grenoble,38185,"Boulevard maréchal Lyautey","Boulevard maréchal Lyautey",20200929,20200929,36,31,16,17,23,32,32,22,32,33,34,52,123,237,360,25,34,52,"18h00 - 19h00",16,"09h00 - 10h00","OPE 221-1021","OPE 221",116,"45.185469000019026, 5.731211999999999"
98,Grenoble,38185,"Boulevard Agutte Sembat","Boulevard Agutte Sembat",20200929,20200929,26,38,28,14,23,26,34,27,47,54,59,60,129,307,436,26,44,60,"18h00 - 19h00",14,"10h00 - 11h00","OPE 221-1022","OPE 221",117,"45.18651200001902, 5.728224"
99,GIERES,38179,"PASSAGE DES TREILLES","PASSAGE DES TREILLES",20210119,20210119,2,0,2,0,0,1,1,0,3,6,1,1,4,13,17,1,2,6,"16h00 - 17h00",0,"08h00 - 09h00","OPE 258-P01","OPE 258",118,"45.18166300001903, 5.781338"
100,GIERES,38179,"RUE DU DR VALOIS","RUE DU DR VALOIS",20210119,20210119,1,1,0,0,0,0,0,0,1,4,2,1,2,8,10,0,1,4,"16h00 - 17h00",0,"09h00 - 10h00","OPE 258-P02","OPE 258",119,"45.18046800001904, 5.784797000000001"
101,GIERES,38179,"AVENUE D'URIAGE","AVENUE D'URIAGE",20210119,20210119,1,0,0,0,1,0,0,0,0,1,0,0,2,1,3,0,0,1,"07h00 - 08h00",0,"08h00 - 09h00","OPE 258-P03","OPE 258",120,"45.18096700001902, 5.788541"
102,GIERES,38179,"GRAND' RUE","GRAND' RUE",20210119,20210119,2,5,0,1,0,1,2,1,5,4,1,0,8,14,22,2,2,5,"08h00 - 09h00",0,"09h00 - 10h00","OPE 258-P04","OPE 258",121,"45.18165900001903, 5.790053"
103,GIERES,38179,"RUE DE LA GARE","RUE DE LA GARE",20210119,20210119,5,3,0,0,0,2,0,2,3,4,5,1,8,17,25,2,2,5,"07h00 - 08h00",0,"09h00 - 10h00","OPE 258-P05","OPE 258",122,"45.18411100001903, 5.787736999999996"
104,GIERES,38179,"RUE DE LA PLAINE","RUE DE LA PLAINE",20210119,20210119,2,2,0,0,1,0,1,0,0,2,5,2,5,10,15,1,1,5,"17h00 - 18h00",0,"09h00 - 10h00","OPE 258-P06","OPE 258",123,"45.18367900001902, 5.788964999999998"
105,GIERES,38179,"RUE DE L'ISÈRE","RUE DE L'ISÈRE",20210119,20210119,1,4,1,0,3,1,1,0,2,7,3,0,9,14,23,2,2,7,"16h00 - 17h00",0,"10h00 - 11h00","OPE 258-P07","OPE 258",124,"45.18382300001902, 5.790875"
106,GIERES,38179,"RUE DES VIAIRES","RUE DES VIAIRES",20210119,20210119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"07h00 - 08h00",0,"07h00 - 08h00","OPE 258-P08","OPE 258",125,"45.18608400001902, 5.791545999999999"
107,GIERES,38179,"ALLÉE DU CHARMANT SOM","ALLÉE DU CHARMANT SOM",20210119,20210119,0,5,0,0,0,0,0,0,0,2,3,0,5,5,10,1,1,5,"08h00 - 09h00",0,"07h00 - 08h00","OPE 258-P09","OPE 258",126,"45.185216000019004, 5.793734999999999"
108,GIERES,38179,"RUE DE LA LIBÉRATION","RUE DE LA LIBÉRATION",20210119,20210119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"07h00 - 08h00",0,"07h00 - 08h00","OPE 258-P10","OPE 258",127,"45.183904000019005, 5.798383999999999"
109,GIERES,38179,"CHEMIN DE LA DIGUE","CHEMIN DE LA DIGUE",20210119,20210119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"07h00 - 08h00",0,"07h00 - 08h00","OPE 258-P11","OPE 258",128,"45.18701000001901, 5.801005999999999"
216,VIF,38545,"avenue de rivalta di torino","avenue de rivalta di torino",20210506,20210506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"08h00 - 09h00",0,"08h00 - 09h00","OPE 268-P02B","OPE 268",129,"45.05484100001938, 5.672686999999998"
217,VIF,38545,"avenue de rivalta di torino","avenue de rivalta di torino",20210506,20210506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"08h00 - 09h00",0,"08h00 - 09h00","OPE 268-P02A","OPE 268",130,"45.05484100001938, 5.672686999999998"
218,VIF,38545,"boulevard faidherbe","boulevard faidherbe",20210506,20210506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"08h00 - 09h00",0,"08h00 - 09h00","OPE 268-P01B","OPE 268",131,"45.05611200001938, 5.667648999999998"
219,VIF,38545,"boulevard faidherbe","boulevard faidherbe",20210506,20210506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"08h00 - 09h00",0,"08h00 - 09h00","OPE 268-P01A","OPE 268",132,"45.05611200001938, 5.667648999999998"
