nom_comm,code_insee,nom_carr,nom_axe,date,type_compt,remarque,id,num_poste,id_metro,num_ope,fid,geo_point_2d
GRENOBLE,38185,"Avenue Rhin et Danube / Rue Alexandre Dumas","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C3",C3,1247,"OPE 371",877,"8.280972097228204, -9.899272090506397"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue Joseph Bouchayer","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C4",C4,1248,"OPE 371",878,"8.280972093961276, -9.899272090247658"
GRENOBLE,38185,"Cours Berriat / Rue Pierre Semard","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C1",C1,1249,"OPE 374",879,"8.280972182899214, -9.899272031080018"
GRENOBLE,38185,"Cours Berriat / Rue Colonel Denfer","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C2",C2,1250,"OPE 374",880,"8.280972183686288, -9.899272020868231"
GRENOBLE,38185,"Cours Berriat / Cours Jean Jaurès","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C3",C3,1251,"OPE 374",881,"8.280972185726235, -9.899271999915182"
GRENOBLE,38185,"Cours Berriat / Rue Nicolas Chorier","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C4",C4,1252,"OPE 374",882,"8.280972168673005, -9.899272002829365"
GRENOBLE,38185,"Avenue de Vizille / Rue Nicolas Chorier","Avenue de Vizille",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C5",C5,1253,"OPE 374",883,"8.28097216717252, -9.899272014594429"
GRENOBLE,38185,"Cours Berriat / Rue Pierre Semard","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C1",C1,1254,"OPE 374",884,"8.280972182899214, -9.899272031080018"
GRENOBLE,38185,"Cours Berriat / Rue Colonel Denfer","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C2",C2,1255,"OPE 374",885,"8.280972183686288, -9.899272020868231"
GRENOBLE,38185,"Cours Berriat / Cours Jean Jaurès","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C3",C3,1256,"OPE 374",886,"8.280972185726235, -9.899271999915182"
GRENOBLE,38185,"Cours Berriat / Rue Nicolas Chorier","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C4",C4,1257,"OPE 374",887,"8.280972168673005, -9.899272002829365"
GRENOBLE,38185,"Avenue de Vizille / Rue Nicolas Chorier","Avenue de Vizille",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C5",C5,1258,"OPE 374",888,"8.28097216717252, -9.899272014594429"
GRENOBLE,38185,"Cours de la Libération / Rue Anatole France","Cours de la Libération",20220519,DIRECTIONNEL,Aucune.,"OPE 378-C1",C1,1259,"OPE 378",889,"8.280972078861124, -9.899272017463451"
GRENOBLE,38185,"Cours de la Libération / Rue Anatole France","Cours de la Libération",20220519,DIRECTIONNEL,Aucune.,"OPE 378-C1",C1,1260,"OPE 378",890,"8.280972078861124, -9.899272017463451"
GRENOBLE,38185,"Rue Marceau / Rue André Maginot","Rue Marceau",20220519,DIRECTIONNEL,Aucune.,"OPE 383-C1",C1,1261,"OPE 383",891,"8.280972168673005, -9.899272002829365"
GRENOBLE,38185,"Rue Marceau / Rue André Maginot","Rue Marceau",20220519,DIRECTIONNEL,Aucune.,"OPE 383-C1",C1,1262,"OPE 383",892,"8.280972168673005, -9.899272002829365"
SAINT-EGRÈVE,38382,"Avenue de l'Île Brune / Rue du Lac","Avenue de l'Île Brune",20220519,DIRECTIONNEL,Aucune.,"OPE 387-C1",C1,1263,"OPE 387",893,"8.280972472555664, -9.899272428739268"
SAINT-EGRÈVE,38382,"Avenue de l'Île Brune / Rue du Lac","Avenue de l'Île Brune",20220519,DIRECTIONNEL,Aucune.,"OPE 387-C1",C1,1264,"OPE 387",894,"8.280972472555664, -9.899272428739268"
CORENC,38126,"Avenue du Grésivaudan / Av. du Cèdre","Avenue du Grésivaudan",20220519,DIRECTIONNEL,Aucune.,"OPE 391-C1",C1,1265,"OPE 391",895,"8.280972374585122, -9.899271747799848"
GRENOBLE,38185,"Boulevard Maréchal Foch / Rue Marceau","Boulevard Maréchal Foch",20220607,DIRECTIONNEL,Aucune.,"OPE 396-C1",C1,1266,"OPE 396",896,"8.28097213772321, -9.899271960465446"
GRENOBLE,38185,"Boulevard Maréchal Foch / Rue Marceau","Boulevard Maréchal Foch",20220607,DIRECTIONNEL,Aucune.,"OPE 396-C1",C1,1267,"OPE 396",897,"8.28097213772321, -9.899271960465446"
DOMÈNE,38150,"RD11K / Route de Savoie",RD11K,20210330,DIRECTIONNEL,Aucune.,"OPE 280-C1",C1,1269,"OPE 280",898,"8.280972482997646, -9.89927105873352"
SASSENAGE,38474,"Rue de l'Argentière / Rue de la Sûre","Rue de l'Argentière",20210401,DIRECTIONNEL,Aucune.,"OPE 283-C1",C1,1270,"OPE 283",899,"8.280972272825014, -9.89927229413094"
SASSENAGE,38474,"Rue de l'Argentière / Rue de la Sûre","Rue de l'Argentière",20210408,DIRECTIONNEL,Aucune.,"OPE 283-C1",C1,1271,"OPE 283",900,"8.280972272825014, -9.89927229413094"
CHAMPAGNIER,38068,"RN85 / RD1085A",RN85,20210408,DIRECTIONNEL,Aucune.,"OPE 284-C1",C1,1272,"OPE 284",901,"8.280971544827436, -9.899271937751909"
CHAMPAGNIER,38068,"RN85 / RD1085A",RN85,20210408,DIRECTIONNEL,Aucune.,"OPE 284-C1",C1,1273,"OPE 284",902,"8.280971544827436, -9.899271937751909"
JARRIE,38200,"Route de Vizille / Route de l'Electro-Chimie","Route de Vizille",20210408,DIRECTIONNEL,Aucune.,"OPE 284-C2",C2,1274,"OPE 284",903,"8.280971460068395, -9.899271790292065"
JARRIE,38200,"Route de Vizille / Route de l'Electro-Chimie","Route de Vizille",20210408,DIRECTIONNEL,Aucune.,"OPE 284-C2",C2,1275,"OPE 284",904,"8.280971460068395, -9.899271790292065"
JARRIE,38200,"Route de Vizille / Arkema","Route de Vizille",20210408,DIRECTIONNEL,Aucune.,"OPE 284-C3",C3,1276,"OPE 284",905,"8.280971444992062, -9.899271725080112"
JARRIE,38200,"Route de Vizille / Arkema","Route de Vizille",20210408,DIRECTIONNEL,Aucune.,"OPE 284-C3",C3,1277,"OPE 284",906,"8.280971444992062, -9.899271725080112"
JARRIE,38200,"Route de Vizille / Avenue de la Gare","Route de Vizille",20210408,DIRECTIONNEL,Aucune.,"OPE 284-C4",C4,1278,"OPE 284",907,"8.280971439427944, -9.899271697146652"
JARRIE,38200,"Route de Vizille / Avenue de la Gare","Route de Vizille",20210408,DIRECTIONNEL,Aucune.,"OPE 284-C4",C4,1279,"OPE 284",908,"8.280971439427944, -9.899271697146652"
CHAMPAGNIER,38068,"RN85 / RD1085A",RN85,20210330,DIRECTIONNEL,Aucune.,"OPE 284-C1",C1,1280,"OPE 284",909,"8.280971544827436, -9.899271937751909"
JARRIE,38200,"Route de Vizille / Route de l'Electro-Chimie","Route de Vizille",20210330,DIRECTIONNEL,Aucune.,"OPE 284-C2",C2,1281,"OPE 284",910,"8.280971460068395, -9.899271790292065"
MEYLAN,38229,"Chemin du Vieux Chêne / Avenue du Taillefer","Chemin du Vieux Chêne",20210506,DIRECTIONNEL,Aucune.,"OPE 291-C1",C1,1282,"OPE 291",911,"8.28097240733889, -9.899271542954407"
MEYLAN,38229,"Avenue du Granier / Avenue du Taillefer","Avenue du Granier",20210506,DIRECTIONNEL,Aucune.,"OPE 291-C2",C2,1283,"OPE 291",912,"8.280972422538236, -9.89927155501598"
MEYLAN,38229,"Avenue du Vercors / Avenue de Verdun","Avenue du Vercors",20210506,DIRECTIONNEL,Aucune.,"OPE 291-C3",C3,1284,"OPE 291",913,"8.28097238974115, -9.899271656513832"
MEYLAN,38229,"Avenue du Granier / Avenue des 4 Chemins","Avenue du Granier",20210506,DIRECTIONNEL,Aucune.,"OPE 291-C4",C4,1285,"OPE 291",914,"8.280972446389098, -9.89927148376551"
GRENOBLE,38185,"Avenue Edmond Esmonin / Avenue des Etats Généraux","Avenue Edmond Esmonin",20210916,DIRECTIONNEL,Aucune.,"OPE 301-C1",C1,1286,"OPE 301",915,"8.2809719812819, -9.89927195769443"
GRENOBLE,38185,"Avenue Paul Verlaine / Avenue Léon Blum","Avenue Paul Verlaine",20210916,DIRECTIONNEL,Aucune.,"OPE 301-C2",C2,1287,"OPE 301",916,"8.280971987981628, -9.899271993302822"
GRENOBLE,38185,"Avenue Victor Hugo / Rue de Bretagne","Avenue Victor Hugo",20210916,DIRECTIONNEL,Aucune.,"OPE 301-C3",C3,1288,"OPE 301",917,"8.280971962010765, -9.899272006028923"
GRENOBLE,38185,"Rue de Bretagne / Rue d'Auvergne","Rue de Bretagne",20210916,DIRECTIONNEL,Aucune.,"OPE 301-C4",C4,1289,"OPE 301",918,"8.280971956533742, -9.899271987988996"
CHAMPAGNIER,38068,"RN85 / RD64",RN85,20210925,DIRECTIONNEL,Aucune.,"OPE 320-C1",C1,1291,"OPE 320",919,"8.28097149752681, -9.899271874225548"
FONTAINE,38169,"Pont du Vercors / Quai du Drac","Pont du Vercors",20210923,DIRECTIONNEL,Aucune.,"OPE 322-C1",C1,1292,"OPE 322",920,"8.280972196306507, -9.899272143285348"
FONTAINE,38169,"Pont Esclangon / Quai du Drac","Pont Esclangon",20210923,DIRECTIONNEL,"La branche 2 ne différencie pas la RD531 de la voie verte au Nord.","OPE 322-C2",C2,1293,"OPE 322",921,"8.28097217629041, -9.899272139416228"
FONTAINE,38169,"Quai du Drac / Av. Aristide Briand","Av. Aristide Briand",20210923,DIRECTIONNEL,Aucune.,"OPE 322-C3",C3,1294,"OPE 322",922,"8.280972171164038, -9.89927213920214"
ECHIROLLES,38151,"Rue de la Liberté / Rue Paul Langevin","Rue de la Liberté",20211118,DIRECTIONNEL,Aucune.,"OPE 333-C1",C1,1295,"OPE 333",923,"8.280971884826826, -9.899271893851756"
SAINT-MARTIN-D'HÈRES,38421,"Avenue Marcel Cachin / Rue du Vercors","Avenue Marcel Cachin",20211118,DIRECTIONNEL,Aucune.,"OPE 334-C1",C1,1296,"OPE 334",924,"8.280972043673625, -9.899271732541006"
SAINT-MARTIN-D'HÈRES,38421,"Avenue Marcel Cachin / Avenue Paul Eluard","Avenue Marcel Cachin",20211118,DIRECTIONNEL,Aucune.,"OPE 334-C2",C2,1297,"OPE 334",925,"8.280972054694264, -9.899271758767405"
SAINT-MARTIN-D'HÈRES,38421,"Avenue Marcel Cachin / Rue Pierre Loti","Avenue Marcel Cachin",20211118,DIRECTIONNEL,Aucune.,"OPE 334-C3",C3,1298,"OPE 334",926,"8.280972060253387, -9.899271771241825"
SAINT-MARTIN-D'HÈRES,38421,"Avenue Marcel Cachin / Rue Léon Jouhaux","Avenue Marcel Cachin",20211118,DIRECTIONNEL,Aucune.,"OPE 334-C4",C4,1299,"OPE 334",927,"8.280972068474982, -9.899271790137377"
GRENOBLE,38185,"Boulevard Maréchal Leclerc / Avenue Saint-Roch","Boulevard Maréchal Leclerc",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C3",C3,1300,"OPE 338",928,"8.280972232604508, -9.899271858559498"
GRENOBLE,38185,"Rue Malakoff / Rue Joseph Chanrion","Rue Malakoff",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C4",C4,1301,"OPE 338",929,"8.280972213623983, -9.899271864277631"
GRENOBLE,38185,"Boulevard Jean Pain / Rue Joseph Chanrion","Boulevard Jean Pain",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C5",C5,1302,"OPE 338",930,"8.280972206686402, -9.899271856800087"
GRENOBLE,38185,"Avenue de Verdun / Rue du 19 Mars 1962","Avenue de Verdun",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C6",C6,1303,"OPE 338",931,"8.280972223158887, -9.89927183063555"
GRENOBLE,38185,"Rue Jules Flandrin / Rue du 19 Mars 1962","Rue Jules Flandrin",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C7",C7,1304,"OPE 338",932,"8.280972218789051, -9.899271798570878"
"LA TRONCHE",38516,"Avenue de Verdun / Avenue du Grand Sablon","Avenue de Verdun",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C1-C2",C1-C2,1305,"OPE 338",933,"8.280972250848345, -9.89927180349349"
"LA TRONCHE",38516,"Avenue des Maquis du Grésivaudan / Quai Yermoloff","Avenue des Maquis du Grésivaudan",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C10",C10,1306,"OPE 338",934,"8.280972309901012, -9.899271845252295"
"LA TRONCHE",38516,"Boulevard de la Chantourne / Pass. Ricou","Boulevard de la Chantourne",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C8",C8,1307,"OPE 338",935,"8.280972290679827, -9.899271768398437"
"LA TRONCHE",38516,"Boulevard de la Chantourne / Avenue du Grand Sablon","Boulevard de la Chantourne",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C9",C9,1308,"OPE 338",936,"8.280972287832242, -9.899271790874266"
GRENOBLE,38185,"Av. du Grand Châtelet / Rue Marius Blanchet","Av. du Grand Châtelet",20210111,DIRECTIONNEL,Aucune.,"OPE 340-C10",C10,1309,"OPE 340",937,"8.280972150257178, -9.899271761222575"
GRENOBLE,38185,"Rue Mallifaud / Rue des deportés du 11 Novembre 1943","Rue Mallifaud",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C1",C1,1310,"OPE 340",938,"8.280972143963504, -9.899271922733874"
GRENOBLE,38185,"Rue André Argourges / Av. Jeanne d'Arc","Rue André Argourges",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C11",C11,1311,"OPE 340",939,"8.280972143830901, -9.899271791585337"
GRENOBLE,38185,"Rue Léon Jouhaux/ Rue André Argourges","Rue Léon Jouhaux",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C12",C12,1312,"OPE 340",940,"8.280972134935615, -9.899271808502462"
GRENOBLE,38185,"Rue de la Sta Ponsard / Av. Jean Perrot","Rue de la Sta Ponsard",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C13",C13,1313,"OPE 340",941,"8.280972117257937, -9.899271849066228"
GRENOBLE,38185,"Av. des Jeaux Olympiques / Av. Jean Perrot","Av. des Jeaux Olympiques",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C14",C14,1314,"OPE 340",942,"8.28097209841356, -9.899271835582999"
GRENOBLE,38185,"Av. des Jeux Olympiques / Rue Léon Jouhaux","Av. des Jeux Olympiques",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C15",C15,1315,"OPE 340",943,"8.280972117626742, -9.89927178937424"
GRENOBLE,38185,"Av. des Jeux Olympiques / Av. Jules Vallés","Av. des Jeux Olympiques",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C16",C16,1316,"OPE 340",944,"8.280972140124831, -9.89927173768767"
GRENOBLE,38185,"Rue Mallifaud / Av. Général Champon","Rue Mallifaud",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C2",C2,1317,"OPE 340",945,"8.280972145476051, -9.89927189692825"
GRENOBLE,38185,"Rue Mallifaud / Av. Jean Perrot","Rue Mallifaud",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C3",C3,1318,"OPE 340",946,"8.280972149484201, -9.899271872772257"
GRENOBLE,38185,"Av. Albert 1er de Belgique / Av. Jean Perrot","Av. Albert 1er de Belgique",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C4",C4,1319,"OPE 340",947,"8.28097215906113, -9.899271878379448"
GRENOBLE,38185,"Bd. Clemenceau / Rue Léon Jouhaux","Bd. Clemenceau",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C5",C5,1320,"OPE 340",948,"8.280972184865384, -9.899271832949923"
GRENOBLE,38185,"Bd. Clemenceau / Av. Jeanne d'Arc","Bd. Clemenceau",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C6",C6,1321,"OPE 340",949,"8.280972197136629, -9.899271819660948"
GRENOBLE,38185,"Rue Leon Jouhaux/ Rue Claude Genin","Rue Leon Jouhaux",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C7",C7,1322,"OPE 340",950,"8.280972156635464, -9.89927182276736"
GRENOBLE,38185,"Av. Jeanne d'Arc/ Rue Claude Genin","Av. Jeanne d'Arc",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C8",C8,1323,"OPE 340",951,"8.28097216825444, -9.899271800259013"
GRENOBLE,38185,"Rue Claude Genin / Av. Jules Vallés","Rue Claude Genin",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C9",C9,1324,"OPE 340",952,"8.28097217680183, -9.899271777462191"
ECHIROLLES,38151,"Avenue d'Honhoue / Rue Léon Fournier","Avenue d'Honhoue",20211214,DIRECTIONNEL,Aucune.,"OPE 343-C1",C1,1325,"OPE 343",953,"8.280971901476436, -9.899272039547071"
ECHIROLLES,38151,"Avenue d'Honhoue / Rue Pierre Semard","Avenue d'Honhoue",20211214,DIRECTIONNEL,Aucune.,"OPE 343-C2",C2,1326,"OPE 343",954,"8.28097189882472, -9.899272025957192"
ECHIROLLES,38151,"Cours Jean Jaurès / Avenue d'Honhoue","Cours Jean Jaurès",20211214,DIRECTIONNEL,Aucune.,"OPE 343-C3",C3,1327,"OPE 343",955,"8.280971902775711, -9.899272047485612"
GRENOBLE,38185,"Av. Jean Perrot / Bd. Des Diables Bleus","Av. Jean Perrot",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C1",C1,1328,"OPE 344",956,"8.280972169061798, -9.899271885960431"
GRENOBLE,38185,"Av. Paul Eluard / Av. Jean Jaurès","Av. Paul Eluard",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C10",C10,1329,"OPE 344",957,"8.280972040747995, -9.899271794874258"
GRENOBLE,38185,"Rue du Vercors / Rue Jean Jaurès","Rue du Vercors",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C11",C11,1330,"OPE 344",958,"8.28097201940654, -9.899271779702898"
GRENOBLE,38185,"Av. Jean Jaurès / Rue Eugène Ravanat","Av. Jean Jaurès",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C12",C12,1331,"OPE 344",959,"8.280971997471935, -9.89927176361711"
GRENOBLE,38185,"Av. des Maquis de l'Oisans / Av. Jean Jaurès","Av. des Maquis de l'Oisans",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C13",C13,1332,"OPE 344",960,"8.280971928145958, -9.899271713789526"
GRENOBLE,38185,"Av. Albert 1er de Belgique / Av. Jean Perrot","Av. Albert 1er de Belgique",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C2",C2,1333,"OPE 344",961,"8.28097215906113, -9.899271878379448"
GRENOBLE,38185,"Rue Mallifaud / Av. Jean Perrot","Rue Mallifaud",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C3",C3,1334,"OPE 344",962,"8.280972149484201, -9.899271872772257"
GRENOBLE,38185,"Rue de la Sta Ponsard / Av. Jean Perrot","Rue de la Sta Ponsard",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C4",C4,1335,"OPE 344",963,"8.280972117257937, -9.899271849066228"
GRENOBLE,38185,"Av. Jean Perrot / Rue Ponsard","Av. Jean Perrot",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C5",C5,1336,"OPE 344",964,"8.280972113304538, -9.89927184676073"
GRENOBLE,38185,"Av. des Jeaux Olympiques / Av. Jean Perrot","Av. des Jeaux Olympiques",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C6",C6,1337,"OPE 344",965,"8.28097209841356, -9.899271835582999"
GRENOBLE,38185,"Rue Georges de Manteyer / Av. Jean Perrot","Rue Georges de Manteyer",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C7",C7,1338,"OPE 344",966,"8.280972087864981, -9.899271828043796"
GRENOBLE,38185,"Rue Cardinal le Camus / Av. Jean Perrot","Rue Cardinal le Camus",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C8",C8,1339,"OPE 344",967,"8.280972057906403, -9.899271806363897"
GRENOBLE,38185,"Rue Galilée / Av. Jean Perrot","Rue Galilée",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C9",C9,1340,"OPE 344",968,"8.280972044964564, -9.899271797535931"
VARCES-ALLIÈRES-ET-RISSET,38524,"Avenue Joliot Curie / Rue de Beauregard","Avenue Joliot Curie",20210118,DIRECTIONNEL,Aucune.,"OPE 349-C1",C1,1341,"OPE 349",969,"8.280971441514819, -9.899272149475708"
VARCES-ALLIÈRES-ET-RISSET,38524,"Avenue Joliot Curie / Rue Charles de Gaulle","Avenue Joliot Curie",20210118,DIRECTIONNEL,Aucune.,"OPE 349-C2",C2,1342,"OPE 349",970,"8.28097141141415, -9.899272146414626"
VARCES-ALLIÈRES-ET-RISSET,38524,"Avenue Joliot Curie / Rue Jean Jaurès","Avenue Joliot Curie",20210118,DIRECTIONNEL,Aucune.,"OPE 349-C3",C3,1343,"OPE 349",971,"8.280971388917404, -9.899272146760174"
CHAMP-SUR-DRAC,38071,"Avenue du Pavillon / Rue de Verdun","Avenue du Pavillon",20220203,DIRECTIONNEL,Aucune.,"OPE 353-C1",C1,1344,"OPE 353",972,"8.28097140320185, -9.899271752451737"
"LE PONT DE CLAIX",38317,"Cours Saint-André / Rue Lavoisier","Cours Saint-André",20220315,DIRECTIONNEL,Aucune.,"OPE 363-C1",C1,1345,"OPE 363",973,"8.280971763461451, -9.899272070746756"
SAINT-EGRÈVE,38382,"Avenue de Karben / Route de Lyon","Avenue de Karben",20220414,DIRECTIONNEL,Aucune.,"OPE 364-C1",C1,1346,"OPE 364",974,"8.28097253479422, -9.89927242493534"
GRENOBLE,38185,"Rue Ampère / Rue Raspail","Rue Ampère",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C1",C1,1347,"OPE 371",975,"8.280972122943313, -9.899272093296792"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue des Champs Elysées","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C2",C2,1348,"OPE 371",976,"8.280972103842476, -9.899272091235806"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue Alexandre Dumas","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C3",C3,1349,"OPE 371",977,"8.280972097228204, -9.899272090506397"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue Joseph Bouchayer","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C4",C4,1350,"OPE 371",978,"8.280972093961276, -9.899272090247658"
GRENOBLE,38185,"Rue Ampère / Rue Raspail","Rue Ampère",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C1",C1,1351,"OPE 371",979,"8.280972122943313, -9.899272093296792"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue des Champs Elysées","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C2",C2,1352,"OPE 371",980,"8.280972103842476, -9.899272091235806"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue Alexandre Dumas","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C3",C3,1353,"OPE 371",981,"8.280972097228204, -9.899272090506397"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue Joseph Bouchayer","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C4",C4,1354,"OPE 371",982,"8.280972093961276, -9.899272090247658"
GRENOBLE,38185,"Cours Berriat / Rue Pierre Semard","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C1",C1,1355,"OPE 374",983,"8.280972182899214, -9.899272031080018"
GRENOBLE,38185,"Cours Berriat / Rue Colonel Denfer","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C2",C2,1356,"OPE 374",984,"8.280972183686288, -9.899272020868231"
GRENOBLE,38185,"Cours Berriat / Cours Jean Jaurès","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C3",C3,1357,"OPE 374",985,"8.280972185726235, -9.899271999915182"
GRENOBLE,38185,"Cours Berriat / Rue Nicolas Chorier","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C4",C4,1358,"OPE 374",986,"8.280972168673005, -9.899272002829365"
GRENOBLE,38185,"Avenue de Vizille / Rue Nicolas Chorier","Avenue de Vizille",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C5",C5,1359,"OPE 374",987,"8.28097216717252, -9.899272014594429"
GRENOBLE,38185,"Cours Berriat / Rue Pierre Semard","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C1",C1,1360,"OPE 374",988,"8.280972182899214, -9.899272031080018"
GRENOBLE,38185,"Cours Berriat / Rue Colonel Denfer","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C2",C2,1361,"OPE 374",989,"8.280972183686288, -9.899272020868231"
GRENOBLE,38185,"Cours Berriat / Cours Jean Jaurès","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C3",C3,1362,"OPE 374",990,"8.280972185726235, -9.899271999915182"
GRENOBLE,38185,"Cours Berriat / Rue Nicolas Chorier","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C4",C4,1363,"OPE 374",991,"8.280972168673005, -9.899272002829365"
GRENOBLE,38185,"Avenue de Vizille / Rue Nicolas Chorier","Avenue de Vizille",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C5",C5,1364,"OPE 374",992,"8.28097216717252, -9.899272014594429"
GRENOBLE,38185,"Cours de la Libération / Rue Anatole France","Cours de la Libération",20220519,DIRECTIONNEL,Aucune.,"OPE 378-C1",C1,1365,"OPE 378",993,"8.280972078861124, -9.899272017463451"
GRENOBLE,38185,"Cours de la Libération / Rue Anatole France","Cours de la Libération",20220519,DIRECTIONNEL,Aucune.,"OPE 378-C1",C1,1366,"OPE 378",994,"8.280972078861124, -9.899272017463451"
GRENOBLE,38185,"Rue Marceau / Rue André Maginot","Rue Marceau",20220519,DIRECTIONNEL,Aucune.,"OPE 383-C1",C1,1367,"OPE 383",995,"8.280972168673005, -9.899272002829365"
GRENOBLE,38185,"Rue Marceau / Rue André Maginot","Rue Marceau",20220519,DIRECTIONNEL,Aucune.,"OPE 383-C1",C1,1368,"OPE 383",996,"8.280972168673005, -9.899272002829365"
SAINT-EGRÈVE,38382,"Avenue de l'Île Brune / Rue du Lac","Avenue de l'Île Brune",20220519,DIRECTIONNEL,Aucune.,"OPE 387-C1",C1,1369,"OPE 387",997,"8.280972472555664, -9.899272428739268"
SAINT-EGRÈVE,38382,"Avenue de l'Île Brune / Rue du Lac","Avenue de l'Île Brune",20220519,DIRECTIONNEL,Aucune.,"OPE 387-C1",C1,1370,"OPE 387",998,"8.280972472555664, -9.899272428739268"
CORENC,38126,"Avenue du Grésivaudan / Av. du Cèdre","Avenue du Grésivaudan",20220519,DIRECTIONNEL,Aucune.,"OPE 391-C1",C1,1371,"OPE 391",999,"8.280972374585122, -9.899271747799848"
GRENOBLE,38185,"Boulevard Maréchal Foch / Rue Marceau","Boulevard Maréchal Foch",20220607,DIRECTIONNEL,Aucune.,"OPE 396-C1",C1,1372,"OPE 396",1000,"8.28097213772321, -9.899271960465446"
GRENOBLE,38185,"Boulevard Maréchal Foch / Rue Marceau","Boulevard Maréchal Foch",20220607,DIRECTIONNEL,Aucune.,"OPE 396-C1",C1,1373,"OPE 396",1001,"8.28097213772321, -9.899271960465446"
