id,nom_comm,code_insee,nom_rue,nom_axe,date_deb,date_fin,v_7h_8h,v_8h_9h,v_9h_10h,v_10h_11h,v_11h_12h,v_12h_13h,v_13h_14h,v_14h_15h,v_15h_16h,v_16h_17h,v_17h_18h,v_18h_19h,v_tot_am,v_tot_pm,v_tot_jour,moy_am,moy_pm,freq_max,h_freq_max,freq_min,h_freq_min,nb_ac_casq,nb_ss_casq,pc_ac_casq,nb_vae,pc_vae,nb_vmetro,pc_vmetro,nb_vclass,pc_vclass,orien_etiq,orien,num_ope,num_poste,ident,fid,geo_point_2d
800,grenoble,38186,"boulevard jean pain","boulevard jean pain",20200528,20200528,57,166,52,35,56,94,70,64,80,114,153,220,366,795,1161,73,114,220,"18h00 - 19h00",35,"10h00 - 11h00",0,0,0,0,0,0,0,0,0,,,"OPE 205",2050,"OPE 205-2050-28/05/2020",386,"45.18569300001901, 5.733257"
801,grenoble,38187,"boulevard jean pain","boulevard jean pain",20200528,20200528,2,1,2,6,12,13,18,6,4,8,25,4,23,78,101,5,11,25,"17h00 - 18h00",1,"08h00 - 09h00",0,0,0,0,0,0,0,0,0,,,"OPE 205",2051,"OPE 205-2051-28/05/2020",387,"45.18589600001903, 5.733130999999999"
802,grenoble,38188,"rue du manège","rue du manège",20200528,20200528,0,9,6,6,8,7,11,5,14,15,9,13,29,74,103,6,11,15,"16h00 - 17h00",0,"07h00 - 08h00",0,0,0,0,0,0,0,0,0,,,"OPE 205",2052,"OPE 205-2052-28/05/2020",388,"45.185648000019015, 5.732138"
803,grenoble,38189,"rue du manège","rue du manège",20200528,20200528,12,36,20,26,26,29,32,16,18,36,27,61,120,219,339,24,31,61,"18h00 - 19h00",12,"07h00 - 08h00",0,0,0,0,0,0,0,0,0,,,"OPE 205",2053,"OPE 205-2053-28/05/2020",389,"45.18570100001901, 5.731909999999998"
804,grenoble,38190,"boulevard maréchal lyautey","boulevard maréchal lyautey",20200528,20200528,84,197,120,131,151,203,175,182,194,199,262,299,683,1514,2197,137,216,299,"18h00 - 19h00",84,"07h00 - 08h00",0,0,0,0,0,0,0,0,0,,,"OPE 205",2054,"OPE 205-2054-28/05/2020",390,"45.185567000019006, 5.730246000000001"
805,grenoble,38191,"boulevard maréchal lyautey","boulevard maréchal lyautey",20200528,20200528,3,4,0,3,8,12,8,18,7,19,15,5,18,84,102,4,12,19,"16h00 - 17h00",0,"09h00 - 10h00",0,0,0,0,0,0,0,0,0,,,"OPE 205",2055,"OPE 205-2055-28/05/2020",391,"45.18574000001901, 5.7303099999999985"
806,grenoble,38192,"rue jean bistési","rue jean bistési",20200528,20200528,2,6,6,4,0,4,1,3,14,9,14,10,18,55,73,4,8,14,"15h00 - 16h00",0,"11h00 - 12h00",0,0,0,0,0,0,0,0,0,,,"OPE 205",2056,"OPE 205-2056-28/05/2020",392,"45.184739000019015, 5.731777"
807,grenoble,38193,"rue jean bistési","rue jean bistési",20200528,20200528,17,44,21,27,35,33,34,36,29,43,50,60,144,285,429,29,41,60,"18h00 - 19h00",17,"07h00 - 08h00",0,0,0,0,0,0,0,0,0,,,"OPE 205",2057,"OPE 205-2057-28/05/2020",393,"45.18476800001901, 5.731566999999998"
808,grenoble,38194,"place paul mistral","place paul mistral",20200528,20200528,11,15,12,8,4,6,10,9,8,14,19,31,50,97,147,10,14,31,"18h00 - 19h00",4,"11h00 - 12h00",0,0,0,0,0,0,0,0,0,,,"OPE 205",2058,"OPE 205-2058-28/05/2020",394,"45.185068000019015, 5.732668999999999"
809,grenoble,38195,"place paul mistral","place paul mistral",20200528,20200528,52,84,69,68,89,114,67,51,72,123,145,120,362,692,1054,72,99,145,"17h00 - 18h00",51,"14h00 - 15h00",0,0,0,0,0,0,0,0,0,,,"OPE 205",2059,"OPE 205-2059-28/05/2020",395,"45.18497600001902, 5.732359999999999"
810,vif,38545,"boulevard faidherbe","boulevard faidherbe",20210506,20210506,0,8,3,0,0,0,0,0,0,0,0,0,11,0,11,2,0,8,"08h00 - 09h00",3,"09h00 - 10h00",0,0,0,0,0,0,0,0,0,,,"OPE 268",P01A,"OPE 268-P01A-06/05/2021",396,"45.05611200001938, 5.667648999999998"
811,vif,38545,"boulevard faidherbe","boulevard faidherbe",20210506,20210506,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2,"09h00 - 10h00",0,"08h00 - 09h00",0,0,0,0,0,0,0,0,0,,,"OPE 268",P01B,"OPE 268-P01B-06/05/2021",397,"45.05611200001938, 5.667648999999998"
812,vif,38545,"avenue de rivalta di torino","avenue de rivalta di torino",20210506,20210506,0,2,2,0,0,0,0,0,0,0,0,0,4,0,4,1,0,2,"08h00 - 09h00",2,"08h00 - 09h00",0,0,0,0,0,0,0,0,0,,,"OPE 268",P02A,"OPE 268-P02A-06/05/2021",398,"45.05484100001938, 5.672686999999998"
813,vif,38545,"avenue de rivalta di torino","avenue de rivalta di torino",20210506,20210506,0,1,3,0,0,0,0,0,0,0,0,0,4,0,4,1,0,3,"09h00 - 10h00",1,"08h00 - 09h00",0,0,0,0,0,0,0,0,0,,,"OPE 268",P02B,"OPE 268-P02B-06/05/2021",399,"45.05484100001938, 5.672686999999998"
814,vif,38545,"avenue de rivalta di torino","avenue de rivalta di torino",20210506,20210506,0,5,2,0,0,0,0,0,0,0,0,0,7,0,7,1,0,5,"08h00 - 09h00",2,"09h00 - 10h00",0,0,0,0,0,0,0,0,0,,,"OPE 268",P03A,"OPE 268-P03A-06/05/2021",400,"45.05355100001938, 5.675389"
815,vif,38545,"avenue de rivalta di torino","avenue de rivalta di torino",20210506,20210506,0,1,3,0,0,0,0,0,0,0,0,0,4,0,4,1,0,3,"09h00 - 10h00",1,"08h00 - 09h00",0,0,0,0,0,0,0,0,0,,,"OPE 268",P03B,"OPE 268-P03B-06/05/2021",401,"45.05355100001938, 5.675389"
816,vif,38545,"rue du portail rouge","rue du portail rouge",20210506,20210506,0,5,0,0,0,0,0,0,0,0,0,0,5,0,5,1,0,5,"08h00 - 09h00",0,"09h00 - 10h00",0,0,0,0,0,0,0,0,0,,,"OPE 268",P04,"OPE 268-P04-06/05/2021",402,"45.05307200001938, 5.673017"
817,vif,38545,"rue du portail rouge","rue du portail rouge",20210506,20210506,0,16,5,0,0,0,0,0,0,0,0,0,21,0,21,4,0,16,"08h00 - 09h00",5,"09h00 - 10h00",0,0,0,0,0,0,0,0,0,,,"OPE 268",P05,"OPE 268-P05-06/05/2021",403,"45.053345000019384, 5.671117999999998"
598,Grenoble,38187,"Boulevard Jean Pain","Boulevard Jean Pain",20200528,20200528,2,1,2,6,12,13,18,6,4,8,25,4,23,78,101,5,11,25,"17h00 - 18h00",1,"08h00 - 09h00",,,,,,,,,,,,205,2051,205-2051-2020-05-28,404,"45.18589625422809, 5.733131160734187"
789,GIERES,38179,"PASSAGE DES TREILLES","PASSAGE DES TREILLES",20210119,20210119,22,34,12,6,9,5,9,15,6,27,32,17,83,111,194,17,16,34,"08h00 - 09h00",5,"12h00 - 13h00",0,0,0,0,0,0,0,0,0,,,"OPE 258",P01,"OPE 258-P01-2021-01-19",405,"45.18166300001903, 5.781338"
790,GIERES,38179,"RUE DU DR VALOIS","RUE DU DR VALOIS",20210119,20210119,17,27,13,5,14,16,23,24,24,31,34,16,76,168,244,15,24,34,"17h00 - 18h00",5,"10h00 - 11h00",0,0,0,0,0,0,0,0,0,,,"OPE 258",P02,"OPE 258-P02-2021-01-19",406,"45.18046800001904, 5.784797000000001"
791,GIERES,38179,"AVENUE D'URIAGE","AVENUE D'URIAGE",20210119,20210119,6,4,6,1,1,1,12,7,5,15,7,10,18,57,75,4,8,15,"16h00 - 17h00",1,"10h00 - 11h00",0,0,0,0,0,0,0,0,0,,,"OPE 258",P03,"OPE 258-P03-2021-01-19",407,"45.18096700001902, 5.788541"
792,GIERES,38179,"GRAND' RUE","GRAND' RUE",20210119,20210119,28,23,7,4,16,11,26,13,13,34,29,7,78,133,211,16,19,34,"16h00 - 17h00",4,"10h00 - 11h00",0,0,0,0,0,0,0,0,0,,,"OPE 258",P04,"OPE 258-P04-2021-01-19",408,"45.18165900001903, 5.790053"
793,GIERES,38179,"RUE DE LA GARE","RUE DE LA GARE",20210119,20210119,7,10,6,4,0,5,6,8,12,9,9,11,27,60,87,5,9,12,"15h00 - 16h00",0,"11h00 - 12h00",0,0,0,0,0,0,0,0,0,,,"OPE 258",P05,"OPE 258-P05-2021-01-19",409,"45.18411100001903, 5.787736999999996"
794,GIERES,38179,"RUE DE LA PLAINE","RUE DE LA PLAINE",20210119,20210119,7,11,2,3,4,6,13,5,0,10,3,4,27,41,68,5,6,13,"13h00 - 14h00",0,"15h00 - 16h00",0,0,0,0,0,0,0,0,0,,,"OPE 258",P06,"OPE 258-P06-2021-01-19",410,"45.18367900001902, 5.788964999999998"
795,GIERES,38179,"RUE DE L'ISÈRE","RUE DE L'ISÈRE",20210119,20210119,5,38,2,3,15,18,22,11,12,30,33,18,63,144,207,13,21,38,"08h00 - 09h00",2,"09h00 - 10h00",0,0,0,0,0,0,0,0,0,,,"OPE 258",P07,"OPE 258-P07-2021-01-19",411,"45.18382300001902, 5.790875"
796,GIERES,38179,"RUE DES VIAIRES","RUE DES VIAIRES",20210119,20210119,3,2,3,0,1,14,6,1,3,6,8,1,9,39,48,2,6,14,"12h00 - 13h00",0,"10h00 - 11h00",0,0,0,0,0,0,0,0,0,,,"OPE 258",P08,"OPE 258-P08-2021-01-19",412,"45.18608400001902, 5.791545999999999"
