mob_arce_id,geo_point_2d,mob_arce_nb,mob_arce_typ,mob_arce_datecre
1072,"45.186335117489,5.72327855072677",5,"nouveau modèle",20110101000000
1073,"45.1938062257511,5.73265486793346",4,"nouveau modèle",20110101000000
1074,"45.1891399175201,5.71599212935267",2,"nouveau modèle",20120101000000
1075,"45.1889786524218,5.7164481173595",3,"nouveau modèle",19900101000000
1076,"45.1942370872299,5.73146910927349",2,"nouveau modèle",19900101000000
1077,"45.1938348032078,5.73205406097573",3,"nouveau modèle",20120101000000
1078,"45.1928671408941,5.73286350715094",2,"nouveau modèle",20120101000000
1079,"45.1917656087071,5.72432152402717",3,"nouveau modèle",19900101000000
1080,"45.1887062115942,5.71986842264996",3,"nouveau modèle",20120101000000
1081,"45.1886815246052,5.72017828725291",6,"nouveau modèle",19900101000000
1082,"45.1886373500822,5.72078175070135",4,"nouveau modèle",19900101000000
1083,"45.1886200321441,5.72098922773554",1,"nouveau modèle",19900101000000
1084,"45.1982878666087,5.74206216320529",3,"nouveau modèle",20120101000000
1085,"45.1891036422137,5.72295846888338",4,"nouveau modèle",20120101000000
1086,"45.1876716024078,5.73410969864774",2,"nouveau modèle",20120101000000
1087,"45.1913798416105,5.72496851887765",4,"nouveau modèle",20120101000000
1088,"45.1750363364281,5.74150883601976",3,"nouveau modèle",20060101000000
1089,"45.1703957877251,5.7338835157683",3,"nouveau modèle",20110101000000
1090,"45.1696051758257,5.73391753491942",2,"nouveau modèle",20110101000000
1091,"45.1822321301451,5.74461024673026",3,"nouveau modèle",20110101000000
1092,"45.1871689726257,5.7451699903155",3,"nouveau modèle",20110101000000
1093,"45.1693319268299,5.73508739207022",2,"nouveau modèle",20110101000000
1094,"45.1715656233542,5.74241497733345",2,"nouveau modèle",20110101000000
1095,"45.1714230718158,5.74248497229869",1,"nouveau modèle",20110101000000
1096,"45.1796803495961,5.74198110333555",2,"nouveau modèle",20120101000000
1097,"45.1717396131225,5.73648833703312",3,"nouveau modèle",20120101000000
1098,"45.1799245525544,5.74866846837465",4,"nouveau modèle",20120101000000
1099,"45.183655448638,5.70573480663181",2,"nouveau modèle",20120101000000
1100,"45.1777335776586,5.71217423466596",3,"nouveau modèle",20120101000000
1101,"45.173323867963,5.7192182042087",4,"nouveau modèle",20120101000000
1102,"45.1718114100384,5.72223349172575",2,"nouveau modèle",20120101000000
883,"45.1867632071935,5.71105565149128",4,"nouveau modèle",20100101000000
884,"45.1909490578384,5.70892883060466",2,"nouveau modèle",20100101000000
885,"45.180480569111,5.71605542380108",2,"nouveau modèle",20100101000000
886,"45.1804498361767,5.71304014798486",3,"nouveau modèle",20100101000000
887,"45.1802217546903,5.70690555039443",2,"nouveau modèle",20100101000000
888,"45.1884889050857,5.70647537240046",4,"nouveau modèle",20100101000000
889,"45.1885768409198,5.71819455103007",5,"nouveau modèle",20100101000000
890,"45.1905773847124,5.71314264021216",15,"nouveau modèle",20100101000000
891,"45.180241280663,5.70567410654716",5,"nouveau modèle",20100101000000
892,"45.1817468396685,5.71014175290129",8,"nouveau modèle",20110101000000
893,"45.1809800568643,5.70989494546239",4,"nouveau modèle",20100101000000
894,"45.1838780871344,5.71428264348887",3,"nouveau modèle",20100101000000
895,"45.1848368510517,5.71449164268345",3,"nouveau modèle",20100101000000
896,"45.1908084092636,5.71822000835938",4,"nouveau modèle",20100101000000
897,"45.1974468632275,5.71159971791571",2,"nouveau modèle",20100118000000
898,"45.1806430514251,5.72225100736769",2,"nouveau modèle",20100101000000
899,"45.1808297792098,5.72360505858741",3,"nouveau modèle",20100101000000
900,"45.1810852684608,5.72484329642629",3,"nouveau modèle",20100101000000
901,"45.182503314259,5.72881825057716",3,"nouveau modèle",20100101000000
902,"45.1830607561739,5.73019567100409",3,"nouveau modèle",20100101000000
903,"45.1759314661804,5.72962208005968",3,"nouveau modèle",20100101000000
904,"45.1842573525202,5.73234597566006",4,"nouveau modèle",20060101000000
905,"45.1672858530053,5.72538211550151",2,"nouveau modèle",19900101000000
906,"45.1674511490148,5.72446557195218",2,"nouveau modèle",19900101000000
907,"45.16657013458,5.72668094248853",1,"nouveau modèle",19900101000000
908,"45.1665743113895,5.72682461094187",1,"nouveau modèle",19900101000000
909,"45.1674492520741,5.72432605660868",1,"nouveau modèle",19900101000000
910,"45.1706650945235,5.73444014874722",4,"nouveau modèle",20100101000000
911,"45.1799657862225,5.70580722672705",2,"nouveau modèle",20100101000000
912,"45.1798958303693,5.70608160139947",3,"nouveau modèle",20060101000000
913,"45.1799439750838,5.70702451602416",3,"nouveau modèle",20100101000000
914,"45.1799789992649,5.7104281878014",3,"nouveau modèle",20100101000000
915,"45.1799379154546,5.71283579888579",7,"nouveau modèle",20100101000000
916,"45.1799911551147,5.71327953892273",11,"nouveau modèle",20100101000000
917,"45.1799311113561,5.71604313874871",4,"nouveau modèle",20100101000000
918,"45.1773258885647,5.71429159093589",2,"nouveau modèle",20070101000000
919,"45.1773452430514,5.71427291916684",3,"nouveau modèle",20100101000000
920,"45.1905895093055,5.73336532216308",4,"nouveau modèle",20100101000000
921,"45.192227767747,5.72730593026951",7,"nouveau modèle",20090101000000
922,"45.1820528202765,5.71557699495716",2,"nouveau modèle",20100101000000
923,"45.1822046090165,5.71530377789448",3,"nouveau modèle",20100101000000
924,"45.1831870226204,5.73574181768659",4,"nouveau modèle",20100101000000
925,"45.163980448234,5.73253442617529",2,"nouveau modèle",20020101000000
926,"45.1740451571112,5.74196205642013",5,"nouveau modèle",20100101000000
927,"45.1735683277237,5.74004180003549",4,"nouveau modèle",20100101000000
928,"45.173135425811,5.73928950437341",4,"nouveau modèle",20100101000000
929,"45.1722128054708,5.74141336506828",3,"nouveau modèle",20100101000000
930,"45.1846918107052,5.72525852786821",12,"nouveau modèle",20100101000000
931,"45.1846511163572,5.72512170850202",4,"nouveau modèle",20100101000000
932,"45.1845790053692,5.72492411496398",4,"nouveau modèle",20100101000000
933,"45.1845029847478,5.72470967480968",4,"nouveau modèle",20100101000000
934,"45.184358586855,5.72428124037697",4,"nouveau modèle",20100101000000
935,"45.1842162557426,5.72382999620743",2,"nouveau modèle",20100101000000
936,"45.1841623111263,5.72365770321033",5,"nouveau modèle",20100101000000
937,"45.1836962109131,5.72228302347659",5,"nouveau modèle",20100101000000
938,"45.1838007892728,5.72224590882049",2,"nouveau modèle",20100101000000
939,"45.1834323838376,5.72154924515569",4,"nouveau modèle",20100101000000
940,"45.1834513370949,5.72159959725159",4,"nouveau modèle",20100101000000
941,"45.18313531133,5.72207638455857",8,"nouveau modèle",20100101000000
942,"45.1832023007212,5.72229856532551",3,"nouveau modèle",20100101000000
943,"45.1837769386852,5.72409092848548",11,"nouveau modèle",20100101000000
944,"45.1843850319999,5.7257777671177",3,"nouveau modèle",20100101000000
945,"45.1835466948725,5.7264977724787",3,"nouveau modèle",20100101000000
946,"45.1823873872516,5.726059394135",3,"nouveau modèle",20100101000000
947,"45.1820734940019,5.7237553768317",3,"nouveau modèle",20100101000000
948,"45.1822143942102,5.72367728360875",3,"nouveau modèle",20100101000000
949,"45.178514371041,5.70942940197527",3,"nouveau modèle",20100101000000
950,"45.1828271151747,5.72468323566473",7,"nouveau modèle",20100101000000
951,"45.1837499561682,5.72399935301727",6,"nouveau modèle",20100101000000
952,"45.172361409767,5.70579788646821",4,"nouveau modèle",20100101000000
953,"45.1751591203669,5.70860075030185",3,"nouveau modèle",20100101000000
954,"45.1758900780114,5.70897040931542",3,"nouveau modèle",20100101000000
955,"45.1794541518571,5.71762110867919",3,"nouveau modèle",20100101000000
956,"45.1611022808744,5.73572230016078",2,"nouveau modèle",19900101000000
957,"45.1647423026654,5.72619364389965",2,"nouveau modèle",20010101000000
958,"45.1635146348323,5.72564629385274",2,"nouveau modèle",20100101000000
959,"45.1630790367334,5.72286520725221",2,"nouveau modèle",20100101000000
960,"45.1607532668307,5.72542205975263",3,"nouveau modèle",20030101000000
961,"45.1814788652525,5.72263736215236",3,"nouveau modèle",20100101000000
962,"45.1814995877124,5.72248360893",3,"nouveau modèle",20100101000000
963,"45.1816102277958,5.7225343223096",4,"nouveau modèle",20100101000000
964,"45.1820592172304,5.72250844438888",3,"nouveau modèle",20110101000000
965,"45.1821371526314,5.72219457654506",6,"nouveau modèle",20100101000000
966,"45.1824017609736,5.72351848650975",3,"nouveau modèle",20100101000000
967,"45.1830397927074,5.72541171011816",3,"nouveau modèle",20100101000000
968,"45.1831010524443,5.72561748910652",3,"nouveau modèle",20100101000000
969,"45.1824686896119,5.72600680621236",2,"nouveau modèle",20100101000000
970,"45.1821992519501,5.72553238401635",2,"nouveau modèle",20100101000000
