id,ogc_fid,uid_filaire,x,y,boucle,emplacement,orientation,type,fiabilite,orien_etiq,commentaire,tmja_2022_mois1,tmja_2022_mois2,tmja_2022_mois3,tmja_2022_mois4,tmja_2022_mois5,tmja_2022_mois6,tmja_2022_mois7,tmja_2022_mois8,tmja_2022_mois9,tmja_2022_mois10,tmja_2022_mois11,tmja_2022_mois12,tmja_2022_moistmja_2022,fid,geo_point_2d
1452,51,7b5d0e3b-282b-4b58-bf29-68c72d9571ef,1915486,4222201,1452,"Avenue Jean Jaures ",160,"double droit large","Bonne fiabilite. Utilisable pour les comptages",107,"Validation par comparaison avec comptage ponctuel",1.435483870967742,1.1964285714285714,12.596774193548386,10210.8,16079.999999999993,14111.351851851845,336.41129032258067,2212.016129032258,3940.8500000000004,3885.516129032257,994.0916666666667,7.911290322580645,4316.181420322011,24,"45.16697296909005, 5.741682546496457"
821,52,d022eb7f-4843-4255-865f-4e2e77a9a8d5,1915238,4222853,821,"Avenue Jean Perrot ",338,"double droit large","Bonne fiabilite. Utilisable pour les comptages",289,"Validation par comparaison avec comptage ponctuel",4461.459677419355,4524.169642857143,4764.870967741935,4692.358333333334,4560.185483870967,5303.87962962963,3950.5967741935488,3518.4919354838707,4719.483333333333,4651.935483870968,4799.625000000001,4408.419354838708,4529.622968047733,25,"45.172913429994665, 5.738811847403622"
43,9,d6fdd92a-97ff-457c-8321-09762fbbede9,1913474,4223676,43,"Cours Jean Jaures",10,"double droit etroit","Inutilisable pour les comptages",78,"Différence avec ponctuel (-25%)",7891.145161290324,8390.13392857143,8483.096774193547,8762.7,8717.741935483871,12124.638888888889,8008.064516129032,7419.798387096775,8694.45,8218,8579.199999999999,8196.653225806453,8623.801901455026,26,"45.1808539949765, 5.716733169516304"
42,10,8e22e945-b9aa-4ceb-a8eb-b1d8583a3692,1913367,4223621,42,"Boulevard Joseph Vallier",260,"double droit etroit","Inutilisable pour les comptages",17,"Différence avec ponctuel (-25%)",12344.709677419354,12373.9375,12825.661290322578,13175.800000000001,13479.403225806453,16828.638888888887,12982.717741935485,11584.548387096775,13663.066666666664,13325.919354838708,13626.283333333331,13248.314516129032,13288.250048536438,27,"45.18038709433267, 5.715350266611976"
41,11,234a615f-43ee-4f4a-8563-8ec016d3867f,1913429,4223553,41,"Cours de la libération ",190,"simple droit",Inconnue,261,"A valider",6339.903225806451,6985.1339285714275,6901.5564516129025,6955.991666666664,6820.9516129032245,7477.962962962962,6131.33064516129,5477.209677419354,6551.424999999999,6363.596774193548,6595.850000000001,6171.903225806452,6564.40126425869,28,"45.179759221087224, 5.716113812881661"
13,12,6da3a069-b3bd-4c72-80d3-8dad92bf5fd4,1912348,4223559,13,Catane,267,"double droit large",Inconnue,,"A valider",7233.266129032259,8872.767857142855,8258.709677419356,6852.2666666666655,6993.064516129033,10565.435185185186,6405.790322580644,5715.629032258066,6887.308333333335,6433.1612903225805,6749.133333333334,6060.435483870967,7252.247318939523,29,"45.18013315934961, 5.7023656596543635"
12,13,3e56f085-4d71-49aa-88bd-b13018039bfd,1912403,4223592,12,A480,303,"double droit large",Inconnue,328,"A valider",8498.032258064517,6354.321428571429,8287.483870967742,12028.983333333334,11852.693548387098,15509.342592592591,11493.838709677417,10615.306451612902,12293.016666666668,12455.927419354837,12157.991666666667,12103.548387096773,11137.540527749332,30,"45.18042124138338, 5.7030775310980655"
11,14,f2f4e34e-f251-44f6-bf9b-e0ea73975f33,1912514,4223545,11,Catane,87,"double droit large",Inconnue,,"A valider",13196.266129032256,12839.223214285712,14831.524193548388,16040.766666666666,16559.6935483871,21232.1574074074,15535.201612903227,15262.016129032254,17914.149999999994,17062.58064516129,17139.75,16677.564516129034,16190.90783854611,31,"45.179961557313575, 5.704477182189881"
181,59,c3ee8704-7c2c-45fc-9456-782f06d87f86,1914668,4223354,181,"Avenue Marcelin Berthelot",175,"double droit etroit","Inutilisable pour les comptages",94,"Différence avec ponctuel (+36%)",3142.1612903225805,3301.580357142858,3440.2338709677415,3256.0666666666666,3400.9516129032263,6656.370370370371,2794.41129032258,2564.233870967742,3356.875,3319.3306451612902,3730.208333333333,3802.7338709677415,3563.7630982605115,32,"45.17759409091148, 5.7317886391225965"
51,2,52c48050-299b-4b9b-90aa-50ed71258918,1913866,4223662,51,Foch,80,"double droit etroit","Inutilisable pour les comptages",15,"Observation terrain PC feux",9794.548387096773,10007.83035714286,10625.314516129032,10638.224999999999,10686.064516129032,12464.990740740739,9709.064516129034,8882.879032258063,11563.275000000001,11102.241935483871,11411.650000000001,10675.596774193547,10630.14006460858,33,"45.18060711883252, 5.721715529336884"
2031,17,483bc58e-c5aa-440d-948c-178d7c4f81ff,1912889,4223567,2031,"Boulevard Joseph Vallier",86,"double droit etroit","Bonne fiabilite. Utilisable pour les comptages",,"Validation par comparaison avec comptage ponctuel",9350.90322580645,9405.196428571428,10458.201612903227,10964.483333333335,11180.185483870968,10739.972222222223,10471.403225806449,9882.403225806454,11881.566666666666,11411.983870967742,11543.274999999998,11152.024193548386,10703.466540791944,34,"45.18004364538458, 5.709246424009485"
581,3,20d06e14-e05f-4e4e-b118-2a67ada6c8af,1913827,4223673,581,"Boulevard Marechal Foch",264,"double droit etroit","Inutilisable pour les comptages",9,"Observation terrain PC feux",10531.072580645161,10765.205357142857,10943.45967741935,10713.058333333334,10851.249999999998,12018.22222222222,9876.564516129032,8763.177419354839,11059.183333333334,10795.717741935483,11182.974999999999,10671.935483870964,10680.985138782215,35,"45.18071628329281, 5.7212207569724"
1532,41,daa86e22-e8ea-473a-ad16-21c7f39405f7,1914507,4221397,1532,"Avenue Marie Reynoard",177,"simple droit","Bonne fiabilite. Utilisable pour les comptages",271,"Validation par comparaison avec comptage ponctuel",4047.0645161290317,4164.714285714286,4292.395161290323,4191.508333333333,4173.322580645162,4454.055555555556,3607.1370967741927,3230.290322580645,4209.7,4135.185483870967,4298.516666666666,4106.903225806451,4075.899435697218,36,"45.16004586372754, 5.728897879990615"
1501,44,75e32557-30eb-4255-b0c2-740f41234bd9,1914793,4221099,1501,"Avenue Salvador Allende",270,"simple droit",Inconnue,,"A valider",1709.3951612903224,1767.1874999999995,1922.3951612903224,1800.1750000000002,1906.8145161290322,3484.9907407407404,1536.2499999999998,1167.1209677419356,1636.7583333333328,1710.1532258064517,1857.0499999999997,2071.322580645161,1880.8010989147745,37,"45.15727849314454, 5.732410330482655"
1582,45,a6b0e51f-f7fc-46cf-98de-20c696080dc7,1914897,4221185,1582,"Avenue d'Innsbruck",357,"double droit large","Bonne fiabilite. Utilisable pour les comptages",272,"Validation par comparaison avec comptage ponctuel",3826.0322580645156,3828.794642857142,3793.758064516129,3794.2833333333324,3694.177419354839,4952.018518518519,3828.4596774193537,3566.4919354838703,4133.941666666665,4044.7580645161293,4407.958333333333,4443.370967741936,4026.170406817147,38,"45.15801387430494, 5.733758822731724"
1232,109,a7f210e1-8c9e-4e29-85c0-cd73fcf2c2e1,1914664,4225653,1232,"Quai Xavier Jouvin",6,"simple droit",Inconnue,82,"A valider",2669.766129032258,2859.919642857143,2935.7903225806444,2853.3499999999995,2960.1129032258054,2990.694444444444,2556.1693548387098,2252.887096774193,2849.524999999999,2734.58064516129,2678.6166666666663,2591.1612903225814,2744.3811246586442,39,"45.19827103978876, 5.732715776972549"
414,129,5d683997-a034-487b-ab77-260e712e7743,1913618,4224972,414,"Quai Claude Bernard",284,"simple droit",Inconnue,344,"A valider",2688.2499999999995,2065.044642857143,2046.6290322580642,2185.15,2027.2338709677422,3180.5740740740735,2044.66129032258,1916.4032258064517,2147.4666666666667,2233.8306451612907,2156.858333333333,2220.8790322580644,2242.7484011421175,40,"45.19246068325503, 5.719126948967029"
1281,133,740a8ebb-5136-4a40-870c-b79efec27eb8,1913579,4225102,1281,"Porte de France ",108,"double droit large",Inconnue,349,"A valider",16503.97580645161,18312.758928571424,17883.919354838716,17384.141666666666,17039.717741935485,23620.37037037037,16022.89516129032,15867.74193548387,17231.833333333332,16433.879032258064,17110.808333333334,16604.145161290326,17501.34890215196,41,"45.1936412077175, 5.718677417548748"
