ogc_fid,anne_maj,type,LaMetro,longueur
2179,2016.0,veloamenage,True,178.26795778140948
2182,2016.0,veloamenage,True,363.1739143077209
2181,2016.0,veloamenage,True,177.94273297314965
2313,2016.0,veloamenage,True,1136.563904962752
2358,2016.0,veloamenage,True,242.2938218763397
1521,2018.0,veloamenage,True,269.7741791588
1522,2018.0,veloamenage,True,269.7741791588
1516,2016.0,veloamenage,True,178.00959851801088
1517,2016.0,veloamenage,True,310.4778423284523
1518,2018.0,veloamenage,True,213.44375539521334
1519,2018.0,veloamenage,True,57.509950329671426
1620,2016.0,veloamenage,True,298.11628211561725
1520,2018.0,veloamenage,True,122.00201857620733
1608,2018.0,veloamenage,True,86.90871597677545
1612,2016.0,veloamenage,True,92.1690556081268
1613,,veloamenage,True,110.88693419579755
1600,2018.0,veloamenage,True,117.73051384853042
2242,2016.0,veloamenage,True,170.22345879653085
2362,2016.0,veloamenage,True,819.6672279320348
2828,2022.0,veloamenage,True,163.9753178166771
2829,2022.0,veloamenage,True,82.17112335511673
1782,2016.0,veloamenage,True,665.2978541245614
1951,2016.0,veloamenage,True,91.21208124040324
1958,2016.0,veloamenage,True,320.1300235477156
1956,2016.0,veloamenage,True,459.5665366003724
1966,2016.0,veloamenage,True,498.4846975068849
1969,2016.0,veloamenage,True,642.3189885761071
2100,2016.0,veloamenage,True,126.71453842799271
2314,2016.0,veloamenage,True,569.5221829048097
2499,2016.0,veloamenage,True,945.1583062005691
2502,2016.0,veloamenage,True,559.0853986935114
1556,2016.0,veloamenage,True,378.118131420051
1601,2018.0,veloamenage,True,673.9237844342101
1602,2018.0,veloamenage,True,776.5016681649292
1603,2018.0,veloamenage,True,40.922335030581905
1604,2018.0,veloamenage,True,31.764024785413184
1605,2018.0,veloamenage,True,15.86217292139077
1606,2016.0,veloamenage,True,292.4374208431452
2422,2016.0,veloamenage,True,490.1091510144402
2102,2016.0,veloamenage,True,535.8484817396264
1572,2018.0,veloamenage,True,374.17969431670116
1574,2018.0,veloamenage,True,56.527041995569434
1575,2018.0,veloamenage,True,136.66895371668778
1557,2016.0,veloamenage,True,275.1875937866597
1558,2016.0,veloamenage,True,140.8136911272189
2198,2016.0,veloamenage,True,90.99128759921814
1607,2018.0,veloamenage,True,136.96646960594327
1597,2019.0,veloamenage,True,483.3680768302682
1598,2016.0,veloamenage,True,147.67426186452695
1599,2018.0,veloamenage,True,350.0775597594554
1577,2016.0,veloamenage,True,121.14650580717439
1579,2018.0,veloamenage,True,323.7134914183672
1580,2018.0,veloamenage,True,929.1869398548923
1774,2016.0,veloamenage,True,1090.846928320779
1771,2016.0,veloamenage,True,460.0729147001776
1775,2016.0,veloamenage,True,100.1370168473831
1766,2016.0,veloamenage,True,237.96136644115074
1747,2016.0,veloamenage,True,513.6355014443157
1748,2016.0,veloamenage,True,2132.793286218988
2536,2016.0,veloamenage,True,51.83086067063923
1750,2016.0,veloamenage,True,85.16292372670571
1751,2016.0,veloamenage,True,268.49833755321436
1729,2016.0,veloamenage,True,294.7664916799512
1731,2016.0,veloamenage,True,176.12725742690165
1732,2016.0,veloamenage,True,404.36855729687744
1733,2016.0,veloamenage,True,131.6655599219852
1724,2016.0,veloamenage,True,406.00257195576
1727,2016.0,veloamenage,True,148.0046196216452
2188,2016.0,veloamenage,True,109.02841339333933
1713,2016.0,veloamenage,True,961.4114562334992
1858,2016.0,veloamenage,True,188.81678622146663
1860,2016.0,veloamenage,True,282.72512876695583
1719,2016.0,veloamenage,True,166.13019668435436
1704,,veloamenage,True,46.27409190504902
1720,2016.0,veloamenage,True,113.7025945906224
1721,2016.0,veloamenage,True,1370.2192997096374
1744,2016.0,veloamenage,True,276.62876241731794
1745,2016.0,veloamenage,True,307.90567016630496
1746,2016.0,veloamenage,True,1025.1750929478333
1738,2016.0,veloamenage,True,546.5905005132747
1742,2016.0,veloamenage,True,131.39353580221203
1755,2019.0,veloamenage,True,37.66651467516718
1749,2016.0,veloamenage,True,208.86788597117237
1761,2016.0,veloamenage,True,32.95606802701032
1768,2016.0,veloamenage,True,119.02203816825501
1705,,veloamenage,True,77.67013073080287
1706,2016.0,veloamenage,True,120.75740314363793
1709,2016.0,veloamenage,True,474.0662165441186
1780,2016.0,veloamenage,True,792.5113350084592
1776,2016.0,veloamenage,True,273.6866165930845
1779,2016.0,veloamenage,True,213.14645738240588
1786,2016.0,veloamenage,True,569.5768944875706
1785,2016.0,veloamenage,True,578.2338369687127
1787,2016.0,veloamenage,True,228.11420075279452
1788,2016.0,veloamenage,True,718.2969649484643
1789,2016.0,veloamenage,True,1110.770631722439
1791,2016.0,veloamenage,True,191.7051127582758
1688,2016.0,veloamenage,True,538.7626450340939
1698,2016.0,veloamenage,True,107.79754281770313
1699,2016.0,veloamenage,True,274.4315076081662
1700,2016.0,veloamenage,True,364.75995397791866
1702,2016.0,veloamenage,True,122.4557615017155
1681,2016.0,veloamenage,True,77.4332659709617
1682,2019.0,veloamenage,True,1763.8966132330993
1683,,veloamenage,True,588.6992458707543
1672,,veloamenage,True,7.813900122230464
1673,2016.0,veloamenage,True,613.9126177787108
1674,2018.0,veloamenage,True,1021.7786045574048
1676,2016.0,veloamenage,True,275.4443348743238
1679,,veloamenage,True,63.75874143378529
1670,2016.0,veloamenage,True,302.32538350938523
1671,2016.0,veloamenage,True,326.5395162226677
1914,2016.0,veloamenage,True,230.62870569115216
1915,2016.0,veloamenage,True,121.40704941709475
1916,2016.0,veloamenage,True,14.96240227232548
1917,2016.0,veloamenage,True,243.33195200938604
1918,2016.0,veloamenage,True,77.13866411158588
1919,2016.0,veloamenage,True,254.1117343313365
1904,2016.0,veloamenage,True,398.7755272677793
1905,2016.0,veloamenage,True,279.17418286552277
1906,2016.0,veloamenage,True,225.91298661200886
1907,2016.0,veloamenage,True,329.90582910277533
1908,2016.0,veloamenage,True,393.81977415108776
1909,2016.0,veloamenage,True,201.09974423625673
1910,2016.0,veloamenage,True,363.9975161029181
1911,2016.0,veloamenage,True,466.80383277817094
1897,2016.0,veloamenage,True,276.23492692864056
1898,2016.0,veloamenage,True,88.85236714298918
1899,2016.0,veloamenage,True,115.91606277838702
1900,2016.0,veloamenage,True,400.99052462834504
1901,2016.0,veloamenage,True,487.7705964514988
1902,2016.0,veloamenage,True,98.04106443496451
1903,2016.0,veloamenage,True,413.393515856911
1889,2016.0,veloamenage,True,111.54925112812249
1890,2016.0,veloamenage,True,279.94005248547523
1804,2016.0,veloamenage,True,263.94942671086346
1891,2016.0,veloamenage,True,151.69848795883524
1894,2016.0,veloamenage,True,175.12019662835837
1895,2016.0,veloamenage,True,133.95644929971064
1880,2016.0,veloamenage,True,99.82619748654163
1881,2016.0,veloamenage,True,199.00999288421704
1882,2016.0,veloamenage,True,95.42296486407811
1883,2016.0,veloamenage,True,212.90494746067216
1884,2016.0,veloamenage,True,447.18625026119145
1886,2016.0,veloamenage,True,70.05884299574451
1887,2016.0,veloamenage,True,275.76601610288344
1872,2016.0,veloamenage,True,92.26240158575645
1873,2016.0,veloamenage,True,125.61813517489256
1874,2018.0,veloamenage,True,187.80603426541956
1875,2016.0,veloamenage,True,109.65820976758133
1876,2016.0,veloamenage,True,171.08836410340314
1877,2016.0,veloamenage,True,300.0925678384189
1878,2016.0,veloamenage,True,319.46926935191505
1879,2016.0,veloamenage,True,193.75001231559236
1864,2016.0,veloamenage,True,87.2067948866548
1867,2016.0,veloamenage,True,411.7253313062868
1868,2018.0,veloamenage,True,153.25972237276503
1869,2016.0,veloamenage,True,79.07334728080082
1870,2016.0,veloamenage,True,106.70089891550673
1871,2016.0,veloamenage,True,234.72359931816834
1857,2016.0,veloamenage,True,238.18323108653567
1861,2016.0,veloamenage,True,95.8302464630328
1863,2016.0,veloamenage,True,350.21488938175554
1850,2016.0,veloamenage,True,222.22921107916278
1851,2016.0,veloamenage,True,171.24977858082548
1853,2016.0,veloamenage,True,118.3971399290139
1854,2016.0,veloamenage,True,87.34441881185792
1840,2016.0,veloamenage,True,300.9088600131416
1841,2016.0,veloamenage,True,175.3438015487502
1842,2016.0,veloamenage,True,414.9059609015575
1843,2016.0,veloamenage,True,210.42780421377432
1844,2016.0,veloamenage,True,140.4147474970062
1845,2016.0,veloamenage,True,227.79201539600362
1846,2016.0,veloamenage,True,109.17627694211279
1826,2016.0,veloamenage,True,321.4915901855321
1832,,veloamenage,True,388.5656681222444
1835,2016.0,veloamenage,True,1016.8015790719342
1837,2016.0,veloamenage,True,486.86376504412004
1838,2016.0,veloamenage,True,385.9144496454175
1824,2018.0,veloamenage,True,186.87385941057238
1825,2016.0,veloamenage,True,1537.342038739482
1828,2016.0,veloamenage,True,856.1296027600122
2064,2016.0,veloamenage,True,253.26618144295333
2088,2016.0,veloamenage,True,1052.447636596234
2089,2016.0,veloamenage,True,316.631775068365
2091,2016.0,veloamenage,True,446.98385247346664
2090,2016.0,veloamenage,True,260.671949522476
2092,2016.0,veloamenage,True,85.62691606025645
2080,2016.0,veloamenage,True,193.93879954736437
2081,2016.0,veloamenage,True,221.6160429938684
2082,2016.0,veloamenage,True,119.90585436024506
2083,2016.0,veloamenage,True,140.69964316242604
2084,2016.0,veloamenage,True,454.32075756839333
2086,2016.0,veloamenage,True,203.02618899212914
2087,2016.0,veloamenage,True,246.13514967782294
2073,2016.0,veloamenage,True,78.20400140251775
2074,2016.0,veloamenage,True,331.70581836923213
2075,2016.0,veloamenage,True,302.60178435945625
2076,2016.0,veloamenage,True,398.5073155267103
2077,2016.0,veloamenage,True,253.7066111630771
2078,2016.0,veloamenage,True,216.90345441087405
2079,2016.0,veloamenage,True,378.3518787073622
2070,2016.0,veloamenage,True,193.14514789098718
1830,,veloamenage,True,156.88874030726961
2096,2016.0,veloamenage,True,273.7718956097912
2098,2016.0,veloamenage,True,147.94157374254817
2093,2016.0,veloamenage,True,205.49027264972068
2094,2016.0,veloamenage,True,77.53008239150918
2095,2016.0,veloamenage,True,193.47187604228537
2121,2016.0,veloamenage,True,427.7467763827919
2125,2016.0,veloamenage,True,689.9555270723341
2122,2016.0,veloamenage,True,155.26361391365091
2123,2016.0,veloamenage,True,260.8015917251968
2124,2016.0,veloamenage,True,213.38587164939798
2112,2016.0,veloamenage,True,267.80753975721126
2113,2016.0,veloamenage,True,220.38381318321484
2114,2016.0,veloamenage,True,143.01317589859372
2115,2016.0,veloamenage,True,125.15797471194236
2116,2016.0,veloamenage,True,224.0249101751278
2117,2016.0,veloamenage,True,593.0966017706796
2118,2016.0,veloamenage,True,164.0746307484307
2119,2016.0,veloamenage,True,1052.8399545199532
2104,2016.0,veloamenage,True,155.58443962454132
2144,2016.0,veloamenage,True,54.004945636508104
2145,2016.0,veloamenage,True,253.9211859562754
2146,2016.0,veloamenage,True,201.17334217366042
2147,2016.0,veloamenage,True,223.56693359898367
2136,2016.0,veloamenage,True,1209.529265821934
2139,2016.0,veloamenage,True,320.9366348581703
2140,2016.0,veloamenage,True,301.16192494531884
2141,2016.0,veloamenage,True,312.9560567991418
2142,2016.0,veloamenage,True,171.84623856649307
2143,2016.0,veloamenage,True,606.169742532616
2128,2016.0,veloamenage,True,165.0665791284001
2129,2016.0,veloamenage,True,226.98309345134055
2130,2016.0,veloamenage,True,366.21782836370056
2131,2016.0,veloamenage,True,646.7366249351168
2134,2016.0,veloamenage,True,297.46084806518684
1822,,veloamenage,True,102.41665444024082
1823,2016.0,veloamenage,True,148.2221157874242
2149,2016.0,veloamenage,True,47.81527292870258
2148,2016.0,veloamenage,True,71.81657018747543
1810,,veloamenage,True,61.45560049686537
1801,2016.0,veloamenage,True,303.0717684867227
2152,2016.0,veloamenage,True,85.99642889410163
2201,2016.0,veloamenage,True,152.44312875014506
1800,2016.0,veloamenage,True,261.45798108602
1802,,veloamenage,True,85.72415247110445
1805,2016.0,veloamenage,True,261.8120783943232
1806,2016.0,veloamenage,True,439.65079125885836
2153,2016.0,veloamenage,True,98.9500899596384
2154,2016.0,veloamenage,True,113.72328613853735
1811,,veloamenage,True,5.608228360473083
1812,,veloamenage,True,16.027409661243425
1813,,veloamenage,True,11.200785742438933
1807,2016.0,veloamenage,True,670.3943046887576
1792,2016.0,veloamenage,True,225.5012633012956
1816,,veloamenage,True,48.856178159983294
1817,,veloamenage,True,45.29481876835764
1818,2016.0,veloamenage,True,588.411755947855
1814,,veloamenage,True,8.98815340672553
2202,2016.0,veloamenage,True,40.35779084280767
1793,,veloamenage,True,126.70756411018924
1795,2016.0,veloamenage,True,213.71645831728836
1796,2016.0,veloamenage,True,394.6629309365233
1797,2016.0,veloamenage,True,273.3846286681667
1798,2016.0,veloamenage,True,377.39909789215886
1799,2016.0,veloamenage,True,313.010118034808
2040,2016.0,veloamenage,True,275.95540661728427
2041,2016.0,veloamenage,True,98.93158998614737
2042,2016.0,veloamenage,True,407.00162167576445
2043,2016.0,veloamenage,True,270.6779070131377
2044,2016.0,veloamenage,True,243.28895341734562
2045,2016.0,veloamenage,True,250.69523902333006
2046,2016.0,veloamenage,True,271.3039701417884
2047,2016.0,veloamenage,True,712.274299741209
2032,2016.0,veloamenage,True,221.4831987705237
2033,2016.0,veloamenage,True,85.89816185742902
2034,2016.0,veloamenage,True,163.82961401452616
2035,2016.0,veloamenage,True,72.8989025998298
2036,2016.0,veloamenage,True,66.38681338355904
2037,2016.0,veloamenage,True,342.82831764273334
2039,2016.0,veloamenage,True,125.38604275934112
2025,2016.0,veloamenage,True,227.41448583908277
2026,2016.0,veloamenage,True,445.87751848854225
2027,2016.0,veloamenage,True,180.20932092061167
2028,2016.0,veloamenage,True,530.8946007006014
2029,2016.0,veloamenage,True,409.95698567504735
2030,2016.0,veloamenage,True,56.343650011846464
2031,2016.0,veloamenage,True,288.29528343566056
2016,2016.0,veloamenage,True,574.5859657987482
2017,2016.0,veloamenage,True,185.64395797451763
2018,2016.0,veloamenage,True,69.30293674474699
2019,2016.0,veloamenage,True,192.7532274467349
2020,2016.0,veloamenage,True,909.2105810598871
2021,2016.0,veloamenage,True,335.25651236238525
2022,2016.0,veloamenage,True,567.5010377213287
2023,2016.0,veloamenage,True,665.4281117879826
2008,2016.0,veloamenage,True,151.11401759144923
2009,2016.0,veloamenage,True,176.02311694413493
2010,2016.0,veloamenage,True,66.64565600909731
2011,2016.0,veloamenage,True,208.3862479689559
2012,2016.0,veloamenage,True,360.36471606802843
2013,2016.0,veloamenage,True,67.009413770284
2014,2016.0,veloamenage,True,62.26813834618851
2015,2016.0,veloamenage,True,54.593847273594974
2000,2018.0,veloamenage,True,150.26129279583503
2003,2016.0,veloamenage,True,767.4564381892754
2004,2016.0,veloamenage,True,259.7697045852775
2005,2016.0,veloamenage,True,127.6490316340469
2006,2016.0,veloamenage,True,125.25194232181926
2007,2016.0,veloamenage,True,162.6483827262305
1992,2016.0,veloamenage,True,214.23172442629226
1993,2016.0,veloamenage,True,297.26533557449045
1994,2016.0,veloamenage,True,314.8026709235444
1995,2016.0,veloamenage,True,218.29019932631394
1996,2016.0,veloamenage,True,84.21674400383955
1997,2016.0,veloamenage,True,150.79161929792897
1998,2016.0,veloamenage,True,296.17989583623444
1999,2016.0,veloamenage,True,93.74711372674206
1984,2016.0,veloamenage,True,492.51068734498347
1985,2016.0,veloamenage,True,186.02711378816616
1986,2016.0,veloamenage,True,290.88790579615375
1987,2016.0,veloamenage,True,95.54549721753546
1988,2016.0,veloamenage,True,64.16215317619721
1989,2016.0,veloamenage,True,55.77302778318741
1990,2016.0,veloamenage,True,112.31858561303459
1991,2016.0,veloamenage,True,129.1005095339965
1976,2016.0,veloamenage,True,195.246352987875
1977,2016.0,veloamenage,True,321.09335439581866
1978,2016.0,veloamenage,True,559.0584974493974
1979,2016.0,veloamenage,True,272.127073379647
1980,2016.0,veloamenage,True,216.8669067760238
1981,2016.0,veloamenage,True,220.55380744034542
1982,2016.0,veloamenage,True,69.97537890897524
1983,2016.0,veloamenage,True,115.29945070085867
1968,2016.0,veloamenage,True,192.43257277736694
1970,2016.0,veloamenage,True,242.95231955741528
1971,2016.0,veloamenage,True,513.2192619602838
1972,2016.0,veloamenage,True,359.25837849043296
1974,2016.0,veloamenage,True,155.8599381909601
1961,2016.0,veloamenage,True,352.2901434791355
1962,2016.0,veloamenage,True,31.096876317408167
1963,2016.0,veloamenage,True,191.03816632165436
1964,2016.0,veloamenage,True,426.698828914253
1965,2016.0,veloamenage,True,256.72276794202355
1967,2016.0,veloamenage,True,193.3431822196753
1953,2016.0,veloamenage,True,417.2131194411287
1954,2016.0,veloamenage,True,830.5767885544648
1957,2016.0,veloamenage,True,112.22230284740368
1959,2016.0,veloamenage,True,471.4459926771951
1944,2016.0,veloamenage,True,185.97205764964067
1945,2016.0,veloamenage,True,188.73333760563548
1946,2016.0,veloamenage,True,199.1716440686721
1947,2016.0,veloamenage,True,165.3990324486777
1949,2016.0,veloamenage,True,302.9501168724976
1950,2016.0,veloamenage,True,158.04060130351053
1936,2016.0,veloamenage,True,214.99051847761083
1937,2016.0,veloamenage,True,77.37422343571731
1938,2016.0,veloamenage,True,641.9523897492733
1939,2016.0,veloamenage,True,236.60848622502098
1940,2016.0,veloamenage,True,133.84459755860564
1941,2016.0,veloamenage,True,272.3584724895918
1942,2016.0,veloamenage,True,445.28585069225426
1943,2016.0,veloamenage,True,80.50865187356163
1929,2016.0,veloamenage,True,638.1789724895673
1934,2016.0,veloamenage,True,494.88136494119374
1935,2016.0,veloamenage,True,391.47057255023765
1921,2016.0,veloamenage,True,452.5856018164344
1924,2016.0,veloamenage,True,94.3690543686098
1925,2016.0,veloamenage,True,110.82949326156339
1926,2016.0,veloamenage,True,421.7422775032193
1927,2016.0,veloamenage,True,755.657136302487
1528,2018.0,veloamenage,True,22.49324453531532
1529,2018.0,veloamenage,True,23.077910784852634
1530,2018.0,veloamenage,True,21.379526983347304
1531,2018.0,veloamenage,True,23.64118432284281
1532,2018.0,veloamenage,True,36.40094323223045
1533,2018.0,veloamenage,True,37.81004130562372
1534,2018.0,veloamenage,True,22.49324453531532
1535,2018.0,veloamenage,True,23.077910784852634
1523,2018.0,veloamenage,True,269.7741791588
1524,2018.0,veloamenage,True,21.379526983347304
1525,2018.0,veloamenage,True,23.64118432284281
1526,2018.0,veloamenage,True,36.40094323223045
1527,2018.0,veloamenage,True,37.81004130562372
2624,2018.0,veloamenage,True,119.75390218181899
2617,2018.0,veloamenage,True,1037.0534765571622
2615,2016.0,veloamenage,True,376.99522455879435
2593,2018.0,veloamenage,True,160.68568565025893
2594,2018.0,veloamenage,True,200.24266692340382
2597,2018.0,veloamenage,True,174.77276472437
2584,2018.0,veloamenage,True,515.4771389824284
2587,2016.0,veloamenage,True,441.0370747489346
2588,2016.0,veloamenage,True,468.5935554500395
2576,2016.0,veloamenage,True,553.960395071575
2577,2016.0,veloamenage,True,136.33330316743258
2578,2016.0,veloamenage,True,189.21422432808885
2581,2018.0,veloamenage,True,220.10680647089958
2582,2018.0,veloamenage,True,237.41321554084527
2583,2018.0,veloamenage,True,154.17319658195686
2569,2018.0,veloamenage,True,64.6128910960057
2570,2016.0,veloamenage,True,418.86637730690404
2571,2016.0,veloamenage,True,170.74000010337406
2573,2018.0,veloamenage,True,311.4482120351845
2566,2018.0,veloamenage,True,216.39790291239103
2567,2018.0,veloamenage,True,126.39009144548962
2735,2021.0,veloamenage,True,273.10189381945634
2713,2021.0,veloamenage,True,71.86650883991528
2714,2021.0,veloamenage,True,212.02007436178457
2155,2016.0,veloamenage,True,82.57910877523571
2158,2016.0,veloamenage,True,1292.1444848179926
2150,2016.0,veloamenage,True,85.50934686490598
2151,2016.0,veloamenage,True,302.29939092007953
