# Validation data for sensors in Grenoble, France
# https://aqicn.org/station/validation/@530863/
# Generated on 2025-11-27T08:24:22.259Z
# Hourly PM2.5 AQI data
time,522601,368140,183157,121567,80761,525991,495421,361837,66682,61684,189697,70084,525526,220114,502414,530863,74698,231595,188446,253609
2025-11-16T12:00:00.000Z,3.13,0,2.72,0.4,3.95,3.39,46.25,1.15,5.59,3.23,1.9,4.74,2.37,5.6,6.75,2.13,5,1.5,5.25
2025-11-17T20:00:00.000Z,1.33,0,1,0.4,2.13,0.8,0.08,1.2,1.3,3.04,1.15,1.67,0.95,3.95,1.5,0.67,1,1.75,2
2025-11-19T07:00:00.000Z,3.92,0,6.4,1.23,6.75,2.64,0.5,1.8,10.23,4.3,4.47,5.01,1.98,13.96,5.83,3.49,15,1,11
2025-11-14T19:00:00.000Z,1.2,0.1,1.09,0.3,1.86,1.1,5.83,2,1.95,1.4,1.55,1.75,,,,1.2,2,2,
2025-11-17T16:00:00.000Z,0.8,0,0.9,0.25,1.01,0.6,0.04,0.99,0.9,1.67,0.95,1.1,0.6,3.1,0.42,0.47,9.84,0,1
2025-11-21T04:00:00.000Z,3.33,0,2.97,0.4,,3.03,0.13,0.54,1.5,2.07,1.8,,0.56,,,0.43,0,0,2
2025-11-25T10:00:00.000Z,0.8,0,0.6,0.3,,1.1,,0.4,,1.83,0.68,1.27,0.6,,5.75,0.62,0,0,0.25
2025-11-22T11:00:00.000Z,6.23,0.1,6.99,0.82,10.95,4.54,4.67,1.83,7.1,7.89,6.2,9.21,2.7,,14.67,5.27,3,4,19
2025-11-16T22:00:00.000Z,15.8,0,18.31,1.27,18.58,1.5,,4.05,15.02,11.67,12.1,22.32,5.8,13.48,5.67,7.94,13,39,20.13
2025-11-18T02:00:00.000Z,1.4,,1.05,0.3,,0.8,0.08,,1.38,1.74,1.29,,0.8,5.63,,0.85,1,0,2.25
2025-11-20T01:00:00.000Z,1.2,,2.31,1.08,,5.5,0.04,,1.2,1.37,3.72,,1.33,10.05,,2.3,4.33,0,0.75
2025-11-22T07:00:00.000Z,5.67,0,6.6,0.9,12.21,2.82,2.83,0.73,6.78,6.72,5.63,8.23,1.8,,10.09,3.95,1.33,1,14.67
2025-11-22T09:00:00.000Z,5.97,0,6.85,0.75,11.85,2.33,6.75,0.8,6.8,7.65,5.75,8.43,2.7,,7.17,4.44,2,1.25,17.33
2025-11-24T00:00:00.000Z,18.65,0,20.65,2.03,,12.68,,3.5,,5.62,8.65,,6.35,,,9.75,13.63,76.5,31
2025-11-24T20:00:00.000Z,0.5,0,0.35,0.3,0.89,0.62,,0.65,,1.42,0.7,0.8,2.33,,,0.25,4,31,0
2025-11-26T02:00:00.000Z,1.2,,0.8,0.76,,0.1,,,,1.2,2.2,,0.6,,,0.85,5.67,0,0.4
2025-11-26T15:00:00.000Z,2.13,0,1.48,0.6,4.7,4.42,0.67,1.8,1.89,3.22,1.77,3.8,0.95,5.75,1,1.36,2,0,3.5
2025-11-13T12:00:00.000Z,2.6,0.1,2.15,0.32,,1.4,,0.9,,1.2,1.83,1,,,0.67,2.36,21,2.25,
2025-11-19T23:00:00.000Z,2.1,0.1,2.08,1.11,,6.26,0,3.13,4,2.2,1.85,,2.65,13.13,22,1.07,6,3.33,4.75
2025-11-22T04:00:00.000Z,5.27,0,6.3,0.88,,3.22,2.25,0.73,5.84,5.73,4.9,,1.6,,,3.53,9.67,3.33,13.33
2025-11-23T13:00:00.000Z,4.3,0.1,4.13,0.93,6.47,4.9,0.42,1.7,6.35,6.43,3.53,6.8,3.2,10.81,23.83,4.61,7.33,48.63,17
2025-11-23T22:00:00.000Z,14.25,0.06,16.27,1.92,39.35,12.82,,3.78,,10.5,9.39,21.77,6.03,,5.34,7.63,12.5,77.25,32.17
2025-11-14T15:00:00.000Z,2.3,0.1,,0.4,2.63,1.98,2.54,1.4,2.47,1.62,2.03,3.5,,3.22,2.83,1.8,4,5.67,
2025-11-16T02:00:00.000Z,4.1,,4.2,0.63,,4.3,,,,5.05,3.05,,,9.85,,3.1,69,1.5,8.5
2025-11-17T05:00:00.000Z,4.5,0,3.17,0.82,,4.28,0.08,2.1,13.25,4.48,2.3,5.63,2.44,7.49,,2.75,9.16,2.5,6
2025-11-20T04:00:00.000Z,2.6,0,5.38,0.8,,5.5,0.21,1.38,8.52,2.82,3.83,,1.99,16.08,,3.37,6.5,1,8
2025-11-17T22:00:00.000Z,1.3,0,1.1,0.55,1.9,0.77,0.08,0.7,1.27,2.15,1.3,1.87,0.93,3.95,1.83,0.8,19,0,2
2025-11-23T09:00:00.000Z,6.3,0.08,9.77,1.65,9.38,6.15,0.33,2.3,8.7,8.85,6.8,9.52,4.32,14.6,27.5,4.73,13,5.67,23
2025-11-25T00:00:00.000Z,1.97,0,0.77,0.32,,1.25,,0.4,,1.35,1.1,,0.7,,,0.55,0,29,0.5
2025-11-27T00:00:00.000Z,2.6,0,2.28,0.8,,1.65,2.08,1.7,,3.34,2.3,,1.3,,,2.01,1,41.25,5
2025-11-13T23:00:00.000Z,3.97,0.1,2.9,1.09,,0.49,,3.5,,3.92,3.17,,,1.1,7.33,2.83,8,3.25,8
2025-11-14T03:00:00.000Z,3.07,,,0.7,,1.72,0.04,,,3.58,2.58,,,4.5,,3.01,23,2.5,8.75
2025-11-15T00:00:00.000Z,1.3,0.1,1.2,0.2,,0.81,0,0.6,1.9,1.32,1.7,,,,,1.08,12.67,1.33,0
2025-11-17T13:00:00.000Z,0.9,0,1.14,0.9,0.9,2.33,,1.52,0.8,1.55,0.84,1.1,1,2.35,14.67,0.49,13,0,0
2025-11-23T07:00:00.000Z,7.17,0,9.7,2.25,11.26,4.7,0.29,2.6,10.5,8.04,7.93,9.91,4.13,19.08,33.67,4.44,14.88,8.25,20
2025-11-25T07:00:00.000Z,1.7,0,1.23,0.31,6.88,2.88,,0.56,,1.99,1.7,3.1,2.75,,,1.05,0.33,0,2
