# Sensor Grenoble, France (Citizen Science project sensor.community/13222)
# https://aqicn.org/station/@60685/
# Daily pm25
date,min,max,median,q1,q3,stdev,count
2020-11-03T00:00:00.000Z,0.1,19.87,5.6,1.5,15.99,7.21,409
2020-11-04T00:00:00.000Z,1.17,15.5,4.2,3,5.75,2.412,334
2020-11-05T00:00:00.000Z,3.33,12.78,5.87,4.83,6.72,1.4,327
2020-11-06T00:00:00.000Z,2.54,11.78,6.41,4.34,9.52,2.653,330
2020-11-07T00:00:00.000Z,7.65,19.27,11.28,10.44,13.64,2.025,365
2020-11-08T00:00:00.000Z,0.4,14.43,8.11,1.86,10.69,4.432,328
2020-11-09T00:00:00.000Z,1.8,32,5.3,3.35,7.4,5.17,270
2020-11-10T00:00:00.000Z,3.3,11.53,7.4,6.07,8.15,1.661,317
2020-11-11T00:00:00.000Z,7.85,19.64,12.78,11.04,14.39,2.453,320
2020-11-12T00:00:00.000Z,2.87,17.75,9.5,7.58,15.88,4.452,279
2020-11-13T00:00:00.000Z,3.45,10.98,7.69,5.09,8.68,2.047,294
2020-11-14T00:00:00.000Z,1.92,11.53,7.54,5.12,9.3,2.679,314
2020-11-15T00:00:00.000Z,0.65,9.35,3.7,1.72,5.53,2.265,273
2020-11-16T00:00:00.000Z,0.3,2.83,1.17,0.9,1.57,0.482,263
2020-11-17T00:00:00.000Z,1.32,32.63,2.72,2,5.92,2.687,290
2020-11-18T00:00:00.000Z,2.58,15.55,6.08,4.95,7.16,1.923,341
2020-11-19T00:00:00.000Z,0.47,10.9,4.08,1.1,7.45,3.337,318
2020-11-20T00:00:00.000Z,0.3,3.02,1.25,0.9,1.6,0.494,341
2020-11-21T00:00:00.000Z,1.4,13.65,4.2,3.11,5.53,2.642,289
2020-11-22T00:00:00.000Z,4.75,17.23,10.8,9.57,11.88,2.481,284
2020-11-23T00:00:00.000Z,5.25,29.52,11.7,9.57,13.14,3.526,257
2020-11-24T00:00:00.000Z,11.5,41.28,13.49,12.78,14.65,3.095,266
2020-11-25T00:00:00.000Z,11.78,36.28,16.26,14.45,17.97,2.786,276
2020-11-26T00:00:00.000Z,12.25,28.12,18.55,16.93,21.41,3.44,269
2020-11-27T00:00:00.000Z,5.83,39.54,14.74,12.93,16.8,5.152,260
2020-11-28T00:00:00.000Z,12.13,32.29,17.73,15.53,19.45,2.75,262
2020-11-29T00:00:00.000Z,10.45,19.39,15.04,13.05,16.29,2.015,268
2020-11-30T00:00:00.000Z,8.55,13.95,11.6,10.65,12.29,1.1,233
2020-12-01T00:00:00.000Z,2.12,21.3,10.6,4.04,15.2,5.418,224
2020-12-02T00:00:00.000Z,2.72,10.68,4.87,4.12,6.7,1.756,258
2020-12-03T00:00:00.000Z,0.37,14.4,6.67,4.29,8.19,3.23,225
2020-12-04T00:00:00.000Z,0,8.65,0.47,0.2,1.9,2.025,243
2020-12-05T00:00:00.000Z,2.12,21.48,11.76,7.78,14.45,4.574,234
2020-12-06T00:00:00.000Z,8.3,25.68,14.98,13.83,16.35,2.408,267
2020-12-07T00:00:00.000Z,1.57,18.05,9.93,6.54,12.65,3.953,277
2020-12-08T00:00:00.000Z,0.2,9.6,4.55,3.25,8.14,2.904,264
2020-12-09T00:00:00.000Z,0.72,6.87,3.35,2.52,4.4,1.362,239
2020-12-10T00:00:00.000Z,2.92,13.95,5.78,5.03,9.33,2.728,226
2020-12-11T00:00:00.000Z,0.2,14,6.24,4.36,9.3,3.469,296
2020-12-12T00:00:00.000Z,0.2,23.3,10.25,9.35,12.99,3.095,293
2020-12-13T00:00:00.000Z,0.3,19.25,6.07,3.7,10.02,4.659,286
2020-12-14T00:00:00.000Z,1.7,9.58,5.05,3.2,7.5,2.335,258
2020-12-15T00:00:00.000Z,3.92,12.45,6.58,5.4,9.73,2.32,286
2020-12-16T00:00:00.000Z,2.95,17.95,9.83,7.15,11.68,2.971,291
2020-12-17T00:00:00.000Z,3.37,14.1,6.17,4.9,9.9,2.948,263
2020-12-18T00:00:00.000Z,3.98,18.64,10.35,9.43,11.85,2.572,286
2020-12-19T00:00:00.000Z,3.4,24.02,9.25,7.21,12.44,3.991,273
2020-12-20T00:00:00.000Z,5.78,32.63,13.08,9.27,21.02,6.23,275
2020-12-21T00:00:00.000Z,6.92,25.68,12.65,10.6,19.77,5.32,278
2020-12-22T00:00:00.000Z,4.75,19.7,9.77,8.48,11.18,2.521,271
2020-12-23T00:00:00.000Z,4.2,24.23,8.77,6.37,13.15,3.903,287
2020-12-24T00:00:00.000Z,0,13.35,2.2,0.97,4.15,2.842,269
2020-12-25T00:00:00.000Z,0,2.42,0.6,0.3,1,0.539,288
2020-12-26T00:00:00.000Z,0.4,7.15,1.3,0.94,2.17,1.24,276
2020-12-27T00:00:00.000Z,0.1,8.9,5.03,0.4,5.75,2.662,282
2020-12-28T00:00:00.000Z,0,1.8,0.3,0.19,0.4,0.252,273
2020-12-29T00:00:00.000Z,0.1,8.33,0.72,0.36,2.63,2.08,276
2020-12-30T00:00:00.000Z,0.1,8.77,3.2,1.2,6.36,2.563,273
2020-12-31T00:00:00.000Z,0.9,13.83,4.3,3,7.35,2.803,287
2021-01-01T00:00:00.000Z,0.1,10.63,5.2,2.2,7.88,2.963,269
2021-01-02T00:00:00.000Z,1.77,14.38,7.92,6.02,9.59,2.708,248
2021-01-03T00:00:00.000Z,1.82,13.3,3.77,3.02,7.83,3.055,258
2021-01-04T00:00:00.000Z,3.17,16.1,12.73,8.55,13.88,3.288,258
2021-01-05T00:00:00.000Z,5.9,18.8,13.38,12.42,14.57,1.946,245
2021-01-06T00:00:00.000Z,4.9,18.98,10.99,8.58,13.53,3.104,258
2021-01-07T00:00:00.000Z,4.47,18.07,7.34,6.35,8.9,3.956,258
2021-01-08T00:00:00.000Z,5.09,13.88,6.9,6.4,8.23,1.566,263
2021-01-09T00:00:00.000Z,5.17,19.67,9.86,8.39,13.93,3.603,264
2021-01-10T00:00:00.000Z,11.88,18.89,14.99,14.16,16.79,1.647,264
2021-01-11T00:00:00.000Z,9.3,19.7,13.53,11.42,16.6,2.734,236
2021-01-12T00:00:00.000Z,16.1,26.93,20.99,19.05,23.26,2.62,256
2021-01-13T00:00:00.000Z,9.73,24.2,15.55,12.63,17.48,3.475,242
2021-01-14T00:00:00.000Z,3.45,15.43,11.84,9.02,12.58,2.522,88
2021-01-15T00:00:00.000Z,0.2,8.13,2.16,0.6,3.77,1.996,258
2021-01-16T00:00:00.000Z,4.42,19.7,8.39,7.66,10.99,3.033,248
2021-01-17T00:00:00.000Z,1.3,26.35,13.88,7.26,18.02,6.392,237
2021-01-18T00:00:00.000Z,1.77,18.62,6.2,4.97,12.27,4.666,216
2021-01-19T00:00:00.000Z,2.58,17.82,8.19,5.14,9.69,3.276,201
2021-01-20T00:00:00.000Z,0.3,8.8,0.75,0.5,2.29,1.709,245
2021-01-21T00:00:00.000Z,0,1.35,0.47,0.3,0.6,0.222,227
2021-01-22T00:00:00.000Z,0,3.87,0.5,0.2,1.51,0.799,240
2021-01-23T00:00:00.000Z,0.3,8.93,1.7,1,3,1.712,242
2021-01-24T00:00:00.000Z,0.1,6.15,0.9,0.7,1.9,1.231,259
2021-01-25T00:00:00.000Z,0.3,5.03,1.22,0.68,2.62,1.166,227
2021-01-26T00:00:00.000Z,1.87,8.38,3.27,2.85,4.55,1.734,256
2021-01-27T00:00:00.000Z,2.8,12.37,6.8,5.8,7.78,1.92,234
2021-01-28T00:00:00.000Z,4.8,17.89,10.49,8.52,11.53,2.675,268
2021-01-29T00:00:00.000Z,0.2,10.58,1.86,1.05,5.31,2.654,260
2021-01-30T00:00:00.000Z,1.22,89.22,3.45,2.08,6.46,7.243,249
2021-01-31T00:00:00.000Z,1.32,65.5,6.6,5,8.73,4.974,262
2021-02-01T00:00:00.000Z,0.65,11.08,4,1.8,8.15,3.184,218
2021-02-02T00:00:00.000Z,4.03,22.27,12.17,9.66,13.39,3.18,232
2021-02-03T00:00:00.000Z,0.3,15.8,2.49,1.1,10.93,5.223,214
2021-02-04T00:00:00.000Z,1.3,16.07,3.89,2.42,5.88,2.515,248
2021-02-05T00:00:00.000Z,5.78,15.15,8.08,7.15,9.27,1.784,222
2021-02-06T00:00:00.000Z,5.67,11.65,8.44,7.85,9.18,1.233,227
2021-02-07T00:00:00.000Z,0.03,10.82,3.66,2.8,5.95,2.492,134
2021-02-08T00:00:00.000Z,0.8,8.65,3.72,2,4.87,1.654,238
2021-02-09T00:00:00.000Z,1.92,11.95,4.67,3.98,7.33,2.254,227
2021-02-10T00:00:00.000Z,0.2,9.8,1.9,0.77,3.4,2.223,225
2021-02-11T00:00:00.000Z,4.8,17.73,11.4,8.83,14.13,3.069,222
2021-02-12T00:00:00.000Z,15.15,26.17,18.62,17.54,21.37,2.646,253
2021-02-13T00:00:00.000Z,12.5,27.5,15.8,14.4,16.77,1.698,243
2021-02-14T00:00:00.000Z,11.6,17.23,14.45,13.7,15.32,1.232,227
2021-02-15T00:00:00.000Z,0.93,14.78,5.52,2.79,7.5,3.578,232
2021-02-16T00:00:00.000Z,0.5,9.19,4.55,2.29,5.89,2.325,221
2021-02-17T00:00:00.000Z,1.55,19.73,6.7,4.33,9.9,3.589,220
2021-02-18T00:00:00.000Z,2.27,8.23,5.64,4.94,6.4,1.065,252
2021-02-19T00:00:00.000Z,1.6,11.88,7.02,3.62,8.8,2.878,230
2021-02-20T00:00:00.000Z,0.45,10.4,5.31,2.52,8,3.075,238
2021-02-21T00:00:00.000Z,1.87,16.37,3.92,3.3,4.83,2.102,243
2021-02-22T00:00:00.000Z,2.29,7.3,4.08,3.65,4.59,0.837,209
2021-02-23T00:00:00.000Z,2.6,14.93,5.6,5.15,6.3,1.204,216
2021-02-24T00:00:00.000Z,4.22,12.63,7.4,6.33,8.07,1.25,217
2021-02-25T00:00:00.000Z,4.67,10.08,7.1,6.1,7.87,1.123,219
2021-02-26T00:00:00.000Z,0.82,12.88,5.78,4.55,7.05,1.827,211
2021-02-27T00:00:00.000Z,0.25,13.25,8.19,3.22,9.52,3.536,246
2021-02-28T00:00:00.000Z,5.58,22.35,8.41,7.6,10.07,1.778,240
2021-03-01T00:00:00.000Z,5.75,17,11.64,9.49,12.92,2.368,228
2021-03-02T00:00:00.000Z,2.54,17.77,7.47,4.2,11.83,3.915,239
2021-03-03T00:00:00.000Z,4.78,13.08,8.56,6.86,10.48,2.075,212
2021-03-04T00:00:00.000Z,3.55,10.83,7.2,5.97,8.23,1.611,218
2021-03-05T00:00:00.000Z,2.12,16.39,9.68,8.13,12.33,3.346,239
2021-03-06T00:00:00.000Z,9.02,13.58,11.57,10.78,12.2,1.033,231
2021-03-07T00:00:00.000Z,3.8,32.63,12.6,8.65,16.23,4.46,253
2021-03-08T00:00:00.000Z,5.78,15.63,9.65,8.32,10.67,1.96,233
2021-03-09T00:00:00.000Z,5.75,15.6,10.58,9.83,11.93,1.938,235
2021-03-10T00:00:00.000Z,6,15.08,11,9.53,12.58,1.987,220
2021-03-11T00:00:00.000Z,0.2,14.07,5.84,3.27,8.83,3.323,230
2021-03-12T00:00:00.000Z,0.33,8.75,1.05,0.7,1.72,0.839,230
2021-03-13T00:00:00.000Z,0.2,7.28,1,0.5,1.75,1.028,236
2021-03-14T00:00:00.000Z,0,5.9,0.8,0.4,1.55,0.919,218
2021-03-15T00:00:00.000Z,0.2,9.1,2.41,1.5,3.76,1.757,212
2021-03-16T00:00:00.000Z,0.28,7.5,1.09,0.55,3.6,1.802,210
2021-03-17T00:00:00.000Z,0.1,3.9,1.1,0.6,1.7,0.682,234
2021-03-18T00:00:00.000Z,1.12,6.05,2.38,1.9,3.75,1.152,224
2021-03-19T00:00:00.000Z,2.25,6.5,3.93,3.2,4.59,0.876,228
2021-03-20T00:00:00.000Z,2.2,6.1,3.4,2.83,4.8,1.038,239
2021-03-21T00:00:00.000Z,1.14,5.25,3.08,2.5,3.42,0.827,220
2021-03-22T00:00:00.000Z,2.08,8.48,3.98,3.37,5.35,1.436,226
2021-03-23T00:00:00.000Z,2.8,7.33,4.44,4,5.22,0.879,278
2021-03-24T00:00:00.000Z,2.12,8.08,5.21,3.6,6.33,1.576,226
2021-03-25T00:00:00.000Z,1.92,6.95,3.5,2.62,4.17,1.065,215
2021-03-26T00:00:00.000Z,2.54,10,6.27,4.4,7.94,2.069,236
2021-03-27T00:00:00.000Z,0.2,131.94,1.1,0.8,2.11,9.215,237
2021-03-28T00:00:00.000Z,0.9,4.45,2.57,1.56,3.3,0.932,164
2021-03-29T00:00:00.000Z,1.17,4.65,2.04,1.72,2.54,0.694,179
2021-03-30T00:00:00.000Z,1.6,5.05,2.72,2.33,3.2,0.623,202
2021-03-31T00:00:00.000Z,1.62,8.25,2.7,2.25,3.5,1.035,180
2021-04-01T00:00:00.000Z,1.14,5.45,2.38,1.87,3.22,0.944,162
2021-04-02T00:00:00.000Z,1.52,5.47,2.5,2.17,3.1,0.723,186
2021-04-03T00:00:00.000Z,1.5,10.55,4.25,2.7,7.58,2.604,191
2021-04-04T00:00:00.000Z,0.9,3.98,2.42,1.55,2.9,0.764,191
2021-04-05T00:00:00.000Z,0.8,3.85,1.7,1.27,2.34,0.822,161
2021-04-06T00:00:00.000Z,0.3,3.52,0.82,0.6,1.25,0.538,214
2021-04-07T00:00:00.000Z,0.3,2.7,0.8,0.6,1.14,0.445,152
2021-04-08T00:00:00.000Z,0.1,4.84,1.4,1.05,1.62,0.756,171
2021-04-09T00:00:00.000Z,0.5,4.2,1.13,0.8,2.47,0.924,174
2021-04-10T00:00:00.000Z,0.3,2,0.89,0.7,1.23,0.376,156
2021-04-11T00:00:00.000Z,0,3,0.6,0.3,1.32,0.771,127
2021-04-12T00:00:00.000Z,0,1.9,0.88,0.2,1.1,0.5,121
2021-04-13T00:00:00.000Z,0.6,4.22,1.5,1.1,2.33,0.94,131
2021-04-14T00:00:00.000Z,1.1,6.62,2.9,2.37,4.12,1.426,125
2021-04-15T00:00:00.000Z,1.7,5,2.7,2.15,3.45,0.801,110
2021-04-16T00:00:00.000Z,4,11.25,6.85,5.97,7.5,1.483,79
2021-04-17T00:00:00.000Z,3.45,12.28,7.15,6.05,8.02,1.922,140
2021-04-18T00:00:00.000Z,2.2,8.65,5.8,3.65,7.03,1.788,126
2021-04-19T00:00:00.000Z,1.3,8,3.28,2.27,5.42,1.802,118
2021-04-20T00:00:00.000Z,0.82,4.59,2.25,1.4,3.25,1.085,119
2021-04-21T00:00:00.000Z,1.1,5.17,2.22,1.75,3.29,0.906,120
2021-04-22T00:00:00.000Z,1,6.05,1.9,1.5,2.95,1.059,110
2021-04-23T00:00:00.000Z,1.8,7.4,2.62,2.27,3.4,1.428,107
2021-04-24T00:00:00.000Z,1.35,4.95,2.23,1.75,2.9,0.769,122
2021-04-25T00:00:00.000Z,1.05,5.75,2.34,2,2.8,0.709,148
2021-04-26T00:00:00.000Z,1.3,12.4,6.33,3.54,9,3.303,125
2021-04-27T00:00:00.000Z,1.75,11.75,6.63,3.58,7.97,2.815,116
2021-04-28T00:00:00.000Z,0.6,7.15,2.49,1.95,5.08,1.804,122
2021-04-29T00:00:00.000Z,0.4,9.27,1.6,1,2.31,1.596,113
2021-04-30T00:00:00.000Z,0.2,6.25,2.17,0.61,2.9,1.261,97
2021-05-01T00:00:00.000Z,0.2,10.25,0.71,0.44,2.29,2.125,124
2021-05-02T00:00:00.000Z,0.7,8.44,3.58,2.54,5.08,1.931,126
2021-05-03T00:00:00.000Z,0.7,6.3,3.05,1.4,5.16,1.853,113
2021-05-04T00:00:00.000Z,0.7,4.5,1.82,1.34,2.25,0.844,117
2021-05-05T00:00:00.000Z,0.15,7.6,0.72,0.45,1.69,1.14,113
2021-05-06T00:00:00.000Z,1,28.3,3.39,1.82,6.28,3.303,110
2021-05-07T00:00:00.000Z,0,8.35,1.2,0.4,2,1.577,115
2021-05-08T00:00:00.000Z,0.5,9.9,1.1,0.7,1.52,1.271,122
2021-05-09T00:00:00.000Z,0.5,2.04,0.95,0.7,1.3,0.365,136
2021-05-10T00:00:00.000Z,0,3.87,0.8,0.6,1.12,0.657,127
2021-05-11T00:00:00.000Z,0,4.95,0.3,0.2,0.62,0.54,118
2021-05-12T00:00:00.000Z,0.2,3.05,0.7,0.5,0.9,0.499,109
2021-05-13T00:00:00.000Z,0,1.5,0.3,0.2,0.6,0.279,134
2021-05-14T00:00:00.000Z,0.1,3.62,0.5,0.3,0.7,0.574,121
2021-05-15T00:00:00.000Z,0.3,2.85,0.8,0.6,1.1,0.586,134
2021-05-16T00:00:00.000Z,0.2,5.3,0.7,0.4,2.72,1.55,138
2021-05-17T00:00:00.000Z,0.1,1.8,0.5,0.32,0.8,0.327,125
2021-05-18T00:00:00.000Z,0.2,1.95,0.8,0.6,1,0.302,108
2021-05-19T00:00:00.000Z,0.2,1.67,0.65,0.49,0.9,0.312,125
2021-05-20T00:00:00.000Z,0.1,7.08,0.6,0.49,0.86,0.699,141
2021-05-21T00:00:00.000Z,0.1,7,0.9,0.7,1.07,0.664,130
2021-05-22T00:00:00.000Z,0.17,1,0.4,0.3,0.5,0.157,113
2021-05-23T00:00:00.000Z,0.1,1.07,0.3,0.2,0.4,0.2,147
2021-05-24T00:00:00.000Z,0.2,1.98,0.7,0.56,0.9,0.304,117
2021-05-25T00:00:00.000Z,0.08,1.2,0.5,0.3,0.68,0.252,99
2021-05-26T00:00:00.000Z,0.17,2.17,0.56,0.45,0.72,0.274,117
2021-05-27T00:00:00.000Z,0.5,2.67,1.5,0.9,2,0.58,141
2021-05-28T00:00:00.000Z,0.9,2.67,1.5,1.3,1.75,0.312,143
2021-05-29T00:00:00.000Z,0.7,3.35,1.7,1.1,2.33,0.719,129
2021-05-30T00:00:00.000Z,0.7,2.02,1.1,1,1.32,0.244,155
2021-05-31T00:00:00.000Z,0.8,4.47,1.45,1.3,1.6,0.367,125
2021-06-01T00:00:00.000Z,1.22,20.95,1.8,1.6,2.2,1.63,155
2021-06-02T00:00:00.000Z,1.35,5.28,2.8,1.85,3.85,1.058,146
2021-06-03T00:00:00.000Z,1.1,5.4,3.15,2.17,4.34,1.284,132
2021-06-04T00:00:00.000Z,1.32,5.42,2.4,1.9,3,0.75,145
2021-06-05T00:00:00.000Z,0.15,3.47,0.5,0.33,0.8,0.692,146
2021-06-06T00:00:00.000Z,0.7,4.72,2.02,1.1,3.11,1.135,177
2021-06-07T00:00:00.000Z,1.7,13.05,8.16,6.4,9.69,2.617,258
2021-06-08T00:00:00.000Z,2.1,9.08,3.72,3.15,4.59,1.641,198
2021-06-09T00:00:00.000Z,1.25,7.6,3.45,2.47,4.65,1.517,226
2021-06-10T00:00:00.000Z,1.3,6.67,3.91,2.04,4.37,1.334,154
2021-06-11T00:00:00.000Z,3.25,7.08,4.97,4.45,5.49,0.789,157
2021-06-12T00:00:00.000Z,1.05,6.6,4.73,2.4,5.17,1.641,154
2021-06-13T00:00:00.000Z,0.88,3.17,1.7,1.2,2.34,0.603,144
2021-06-14T00:00:00.000Z,0.7,4.42,2.29,1.53,3,0.859,168
2021-06-15T00:00:00.000Z,1.3,3.17,2.21,1.82,2.52,0.424,178
2021-06-16T00:00:00.000Z,2.12,7.85,3.37,2.92,4.5,1.555,147
2021-06-17T00:00:00.000Z,4.8,10.3,7.57,6.34,8.59,1.277,200
2021-06-18T00:00:00.000Z,2.98,9.19,5.75,4.42,7.22,1.518,183
2021-06-19T00:00:00.000Z,4.05,9.13,5.75,5.34,6.2,0.903,232
2021-06-20T00:00:00.000Z,0.4,8.13,5.22,2.4,5.72,1.847,219
2021-06-21T00:00:00.000Z,0.7,3.15,1.62,1.2,2.02,0.54,226
2021-06-22T00:00:00.000Z,0.2,2.29,0.8,0.5,1.3,0.504,210
2021-06-23T00:00:00.000Z,0.4,2.92,1.22,1.1,1.6,0.429,260
2021-06-24T00:00:00.000Z,0.28,2.92,1.3,0.82,2.1,0.713,230
2021-06-25T00:00:00.000Z,0.5,4.97,1.57,1.3,2.08,0.897,259
2021-06-26T00:00:00.000Z,1.3,7.45,2.47,1.8,3.05,1.201,250
2021-06-27T00:00:00.000Z,1,4.4,2.2,1.7,2.7,0.696,258
2021-06-28T00:00:00.000Z,1.3,4.3,2.29,1.92,2.86,0.664,241
2021-06-29T00:00:00.000Z,0.1,4.65,0.9,0.3,2.59,1.218,257
2021-06-30T00:00:00.000Z,0.1,1.6,0.4,0.3,0.6,0.274,258
2021-07-01T00:00:00.000Z,0.4,1.67,0.8,0.62,0.93,0.233,236
2021-07-02T00:00:00.000Z,0.65,9.69,1.7,1.5,1.87,0.867,230
2021-07-03T00:00:00.000Z,1.8,6.35,2.54,2.27,3.11,0.683,293
2021-07-04T00:00:00.000Z,0.4,23.32,2.29,1.1,3,1.88,229
2021-07-05T00:00:00.000Z,0.42,6.62,0.9,0.7,1.33,0.635,220
2021-07-06T00:00:00.000Z,0.2,21,1.45,0.9,2.02,1.698,257
2021-07-07T00:00:00.000Z,0.3,5.9,1.08,0.7,2.65,1.253,234
2021-07-08T00:00:00.000Z,0.5,2.9,1.2,0.9,1.45,0.411,243
2021-07-09T00:00:00.000Z,0.68,2.77,1.2,0.98,1.47,0.383,286
2021-07-10T00:00:00.000Z,0.62,12.47,1.57,1.2,1.77,1.342,250
2021-07-11T00:00:00.000Z,0.65,28.17,2.15,1.8,2.8,3.099,291
2021-07-12T00:00:00.000Z,0,3.98,2.62,2.12,3.05,1.038,224
2021-07-13T00:00:00.000Z,0.1,4.09,0.82,0.6,1.2,0.577,210
2021-07-14T00:00:00.000Z,0.1,10.95,1.26,0.5,2.09,1.122,212
2021-07-15T00:00:00.000Z,0.13,6.53,1.82,1,3.2,1.278,271
2021-07-16T00:00:00.000Z,0.3,23.45,1.34,0.6,2.36,3.477,232
2021-07-17T00:00:00.000Z,1.07,7.1,3.5,2.62,6.08,1.845,267
2021-07-18T00:00:00.000Z,2.87,8.05,5.7,5.09,6.53,1.302,239
2021-07-19T00:00:00.000Z,3.4,8.13,5.05,4.59,5.7,0.734,207
2021-07-20T00:00:00.000Z,3.62,11.45,5.66,4.72,6.27,1.501,228
2021-07-21T00:00:00.000Z,7.9,15.43,11.32,9.52,12.7,1.879,246
2021-07-22T00:00:00.000Z,7.9,13.13,10.68,9.98,11.21,0.884,220
2021-07-23T00:00:00.000Z,2.72,12.75,9.6,8.77,10.14,1.71,264
2021-07-24T00:00:00.000Z,2,9.27,3.17,2.75,3.7,1.229,262
2021-07-25T00:00:00.000Z,1.3,3.45,2.35,2.08,2.72,0.437,289
2021-07-26T00:00:00.000Z,1.02,4.37,3.08,1.99,3.45,0.84,289
2021-07-27T00:00:00.000Z,3.25,6.28,4.37,4.08,4.62,0.443,303
2021-07-28T00:00:00.000Z,1.3,6.83,2.8,1.9,4.53,1.401,315
2021-07-29T00:00:00.000Z,2.54,7.4,3.85,3.4,4.63,0.868,265
2021-07-30T00:00:00.000Z,2.35,7.55,4.83,4.28,5.62,0.918,223
2021-07-31T00:00:00.000Z,0.93,4.3,3.25,1.46,3.65,1.086,233
2021-08-01T00:00:00.000Z,0.9,3.85,1.4,1.15,1.79,0.663,236
2021-08-02T00:00:00.000Z,0.4,2.5,0.9,0.62,1.2,0.384,223
2021-08-03T00:00:00.000Z,0.78,5.7,1.5,1.2,2.25,0.824,236
2021-08-04T00:00:00.000Z,0.7,4.28,2.38,2.02,3.02,0.743,202
2021-08-05T00:00:00.000Z,0.3,3.7,1.42,0.71,2.2,0.881,236
2021-08-06T00:00:00.000Z,0.8,4.05,1.4,1.12,1.92,0.603,284
2021-08-07T00:00:00.000Z,0.2,5.55,1.67,0.95,1.87,0.669,284
2021-08-08T00:00:00.000Z,0.33,5.6,1,0.7,1.5,0.806,259
2021-08-09T00:00:00.000Z,0.7,3.27,1.22,1,1.62,0.453,211
2021-08-10T00:00:00.000Z,1.77,6.1,2.54,2.29,3,0.871,267
2021-08-11T00:00:00.000Z,2.29,7.4,3.35,2.83,3.85,0.75,215
2021-08-12T00:00:00.000Z,2.58,9.65,4.13,3.6,4.53,0.798,252
2021-08-13T00:00:00.000Z,2.2,11.38,3.62,3.22,4.3,0.998,458
2021-08-14T00:00:00.000Z,3.47,14.83,4.95,4.37,5.92,1.145,395
2021-08-15T00:00:00.000Z,2.87,8,6.3,5.97,6.65,0.799,405
2021-08-16T00:00:00.000Z,0.4,37.4,1.95,0.9,3.71,2.214,456
2021-08-17T00:00:00.000Z,0.25,12.82,4.2,0.82,7.84,3.76,456
2021-08-18T00:00:00.000Z,1.32,10.85,6,1.9,9.4,3.491,379
2021-08-19T00:00:00.000Z,1.4,4.34,2.2,1.95,2.7,0.623,438
2021-08-20T00:00:00.000Z,1.5,6.05,3.02,2.31,3.86,0.997,416
2021-08-21T00:00:00.000Z,2.2,7.37,3.58,3,4,0.634,448
2021-08-22T00:00:00.000Z,1.1,4.55,3.22,1.8,3.7,0.977,430
2021-08-23T00:00:00.000Z,0.8,2.29,1.27,1.1,1.47,0.259,483
2021-08-24T00:00:00.000Z,1.14,4.62,2.12,1.7,2.6,0.554,469
2021-08-25T00:00:00.000Z,0.93,3.5,1.9,1.65,2.25,0.494,455
2021-08-26T00:00:00.000Z,1.47,8.23,2.75,2.17,3.12,0.712,328
2021-08-27T00:00:00.000Z,1.2,4.4,2.29,1.8,3.02,0.755,373
2021-08-28T00:00:00.000Z,0.6,2.83,1.44,1,1.72,0.421,322
2021-08-29T00:00:00.000Z,0.8,2.9,1.2,1.02,1.77,0.472,334
2021-08-30T00:00:00.000Z,0.7,4.03,2.47,1.55,2.87,0.795,419
2021-08-31T00:00:00.000Z,1.07,4,2.58,2.04,3,0.62,431
2021-09-01T00:00:00.000Z,1.8,5.3,3.05,2.54,3.4,0.631,429
2021-09-02T00:00:00.000Z,1.67,5.67,3.02,2.72,3.65,0.743,435
2021-09-03T00:00:00.000Z,2.4,11.22,4.21,3.47,4.95,1.088,452
2021-09-04T00:00:00.000Z,1.6,11.08,3.37,2.29,4.42,1.419,433
2021-09-05T00:00:00.000Z,1.4,46.37,2.87,2.6,3.4,2.471,386
2021-09-06T00:00:00.000Z,2.1,5.62,3.4,2.9,3.9,0.706,377
2021-09-07T00:00:00.000Z,2.72,8.8,4.3,3.72,4.71,0.753,360
2021-09-08T00:00:00.000Z,2.92,6.8,4.17,3.7,4.91,0.781,453
2021-09-09T00:00:00.000Z,3.3,9.88,5.55,4.87,6.15,1.029,412
2021-09-10T00:00:00.000Z,5.03,24.3,7.33,6.4,8.65,1.574,462
2021-09-11T00:00:00.000Z,0.8,9.85,5.49,1.8,7.22,2.66,490
2021-09-12T00:00:00.000Z,0.98,11.25,3.02,1.9,3.75,1.213,487
2021-09-13T00:00:00.000Z,1.57,4.42,2.67,2.35,3.17,0.566,453
2021-09-14T00:00:00.000Z,1.5,7.17,3.22,2.25,4.62,1.314,466
2021-09-15T00:00:00.000Z,1.27,10.13,4.12,3.65,4.87,1.314,459
2021-09-16T00:00:00.000Z,1.6,11.28,3.4,2.58,4.34,1.524,454
2021-09-17T00:00:00.000Z,1.52,8.25,3,2.27,3.87,1.229,418
2021-09-18T00:00:00.000Z,0.1,5.67,2.98,2.1,3.5,1.027,481
2021-09-19T00:00:00.000Z,0.1,9.48,0.45,0.3,0.7,1.079,483
2021-09-20T00:00:00.000Z,0.2,3.83,0.9,0.75,1.1,0.387,443
2021-09-21T00:00:00.000Z,0.3,4.58,1.3,0.93,1.85,0.573,454
2021-09-22T00:00:00.000Z,1.5,8.35,3.1,2.5,4.47,1.407,428
2021-09-23T00:00:00.000Z,2.2,8.88,4.83,3.62,5.9,1.448,466
2021-09-24T00:00:00.000Z,1.5,8.52,4.08,3.25,4.9,1.195,477
