# Sensor Grenoble, France (Citizen Science project sensor.community/13222)
# https://aqicn.org/station/@60685/
# Daily pm25
date,min,max,median,q1,q3,stdev,count
2021-09-25T00:00:00.000Z,2.54,18.17,3.9,3.45,4.3,1.025,302
2021-09-26T00:00:00.000Z,3.92,10.68,7.7,6.08,8.52,1.592,419
2021-09-27T00:00:00.000Z,0.3,38.9,5.97,3.6,7.6,3.97,445
2021-09-28T00:00:00.000Z,0.23,2.47,1.07,0.78,1.44,0.451,453
2021-09-29T00:00:00.000Z,0.2,9.38,0.75,0.5,2,0.966,447
2021-09-30T00:00:00.000Z,0.2,13.35,0.8,0.6,1.2,0.766,453
2021-10-01T00:00:00.000Z,1.12,20.27,3.21,2,6.1,2.213,446
2021-10-02T00:00:00.000Z,1.4,25.37,3.06,2.16,6.61,2.686,448
2021-10-03T00:00:00.000Z,0,22.1,1.55,0.56,1.82,1.258,475
2021-10-04T00:00:00.000Z,0,4,0.5,0.2,0.8,0.496,468
2021-10-05T00:00:00.000Z,0,5.85,0.9,0.5,1.37,0.758,462
2021-10-06T00:00:00.000Z,0.15,1.7,0.5,0.4,0.7,0.254,474
2021-10-07T00:00:00.000Z,0.08,3.92,0.53,0.4,0.75,0.379,452
2021-10-08T00:00:00.000Z,0.7,4.7,1.8,1.3,2.8,0.9,489
2021-10-09T00:00:00.000Z,1.45,12.7,3.62,2.5,6.15,3.128,486
2021-10-10T00:00:00.000Z,4.84,13.05,7.58,6.52,9.18,1.779,477
2021-10-11T00:00:00.000Z,3.2,28.35,5.6,4.84,6.42,1.62,458
2021-10-12T00:00:00.000Z,2.08,10.02,5.8,4.08,7.17,2.015,482
2021-10-13T00:00:00.000Z,0.85,3.47,2.12,1.82,2.5,0.509,450
2021-10-14T00:00:00.000Z,1.57,7.65,3.2,2.6,4.45,1.13,446
2021-10-15T00:00:00.000Z,1.52,10,4.59,3.17,5.12,1.386,375
2021-10-16T00:00:00.000Z,5.5,14.18,8.14,7.37,8.66,1.134,112
2021-10-17T00:00:00.000Z,1.8,15.25,5.97,4.15,7.72,2.292,403
2021-10-18T00:00:00.000Z,1.6,8.68,4.83,3,5.45,1.453,442
2021-10-19T00:00:00.000Z,1.82,13.15,4.67,3.85,5.55,1.856,427
2021-10-20T00:00:00.000Z,0.88,7.8,1.4,1.2,4.42,1.839,438
2021-10-21T00:00:00.000Z,0.6,3.98,1.29,1,1.9,0.59,436
2021-10-22T00:00:00.000Z,0.28,9.33,1.65,0.7,2.27,0.944,459
2021-10-23T00:00:00.000Z,0.9,9.25,2.6,1.9,3.52,1.326,483
2021-10-24T00:00:00.000Z,1.52,7.47,4.05,3.22,4.65,1.22,452
2021-10-25T00:00:00.000Z,1.45,11,4.75,3.45,5.5,1.692,465
2021-10-26T00:00:00.000Z,0.6,10.13,2.37,1.22,6.67,2.842,462
2021-10-27T00:00:00.000Z,1.7,10.8,3.92,2.67,5.35,1.547,466
2021-10-28T00:00:00.000Z,2.37,9.38,6.5,5.24,7.22,1.586,440
2021-10-29T00:00:00.000Z,0.68,8.38,4,1.32,6.4,2.526,454
2021-10-30T00:00:00.000Z,0,10.5,0.6,0.28,1.3,1.029,462
2021-10-31T00:00:00.000Z,0,7.4,1.37,0.5,3.11,1.992,473
2021-11-01T00:00:00.000Z,0,48.3,1.11,0.4,2.33,2.924,324
2021-11-02T00:00:00.000Z,0.17,4.75,1.2,0.72,1.82,0.897,435
2021-11-03T00:00:00.000Z,0,6.67,1,0.6,1.45,0.876,435
2021-11-04T00:00:00.000Z,0.1,6.05,1.3,0.62,2.4,1.504,405
2021-11-05T00:00:00.000Z,1.07,19.07,3.98,2.25,5.2,2.594,390
2021-11-06T00:00:00.000Z,1.3,24.07,4.01,2.76,6.54,2.347,448
2021-11-07T00:00:00.000Z,2.4,13.85,7.4,6.25,9.38,2.197,462
2021-11-08T00:00:00.000Z,1.55,13,4.69,2.47,7.92,3.168,374
2021-11-09T00:00:00.000Z,2.65,11.97,4.45,3.9,6.42,2.208,409
2021-11-10T00:00:00.000Z,6.37,18.25,11.65,10.68,13.05,2.17,414
2021-11-11T00:00:00.000Z,10.19,25.1,15.7,14.55,16.87,1.936,403
2021-11-12T00:00:00.000Z,14.3,30.8,20.59,16.73,22.78,3.787,384
2021-11-13T00:00:00.000Z,8.5,198.45,14.84,13.48,18.48,9.482,426
2021-11-14T00:00:00.000Z,1.7,42.13,12.54,7.48,17.11,6.334,408
2021-11-15T00:00:00.000Z,3.8,11.83,6.22,5.5,8.05,1.729,457
2021-11-16T00:00:00.000Z,1.9,20.05,11.15,5.09,12.85,4.295,425
2021-11-17T00:00:00.000Z,0.6,8.94,1.2,1,2.31,2.056,301
2021-11-18T00:00:00.000Z,5.17,19.6,9.15,8.38,10.15,1.583,425
2021-11-19T00:00:00.000Z,2.2,39.45,5.75,2.98,10.78,5.106,343
2021-11-20T00:00:00.000Z,7,43.87,15.45,10.84,21.79,6.388,384
2021-11-21T00:00:00.000Z,9.38,27.7,15.12,12.23,21,4.641,382
2021-11-22T00:00:00.000Z,3.02,23.25,4.8,3.95,6.8,5.122,408
2021-11-23T00:00:00.000Z,6.75,16.42,9.23,8.18,10.55,1.493,450
2021-11-24T00:00:00.000Z,2.93,18.27,9.88,8.4,11.25,3.099,414
2021-11-25T00:00:00.000Z,9.02,22.67,17.42,15.77,18.69,2.131,457
2021-11-26T00:00:00.000Z,3.58,19.07,11.55,7.35,13.32,3.607,390
2021-11-27T00:00:00.000Z,0.3,18.07,7.17,5.24,8.98,2.908,357
2021-11-28T00:00:00.000Z,0.1,21.07,2.1,0.9,3.47,2.211,403
2021-11-29T00:00:00.000Z,0.1,3.52,1.22,0.56,1.9,0.78,311
2021-11-30T00:00:00.000Z,1.77,9.65,4.34,3.1,6.9,1.992,471
2021-12-01T00:00:00.000Z,3.08,20.8,7.92,6.45,13.59,4.32,405
2021-12-02T00:00:00.000Z,0.1,22.8,10.94,4.7,18.32,7.06,254
2021-12-04T00:00:00.000Z,1,14.83,7.71,5.3,8.82,2.253,304
2021-12-05T00:00:00.000Z,0.3,10.48,3.36,2.29,4.7,1.763,246
2021-12-06T00:00:00.000Z,0.7,62.9,7.4,5.69,8.49,3.364,421
2021-12-07T00:00:00.000Z,0.3,33.5,6.94,4.98,8.61,3.338,440
2021-12-08T00:00:00.000Z,0.56,33.02,3.05,2.47,5,2.85,467
2021-12-09T00:00:00.000Z,0.33,12.25,2.1,1.34,6.65,2.985,428
2021-12-10T00:00:00.000Z,0.1,10.4,2.2,1.09,3.83,1.967,441
2021-12-11T00:00:00.000Z,0.62,9.83,1.7,1.4,2.15,1.177,420
2021-12-12T00:00:00.000Z,2.5,16.75,4.33,3.55,9.3,3.174,464
2021-12-13T00:00:00.000Z,6.78,21.87,11.25,9.89,18.48,4.399,461
2021-12-14T00:00:00.000Z,7.78,24.8,13.68,12,17.95,3.282,431
2021-12-15T00:00:00.000Z,5.3,22.35,14.03,7.9,17.19,4.606,345
2021-12-16T00:00:00.000Z,9.25,20.2,11.39,10.75,12.03,1.214,306
2021-12-17T00:00:00.000Z,4.7,10.55,7.95,5.95,9.19,1.696,254
2021-12-18T00:00:00.000Z,7.03,22.9,11.5,9.94,14.07,3.108,191
2021-12-19T00:00:00.000Z,15.13,28.77,18.37,17.67,19.27,1.501,443
2021-12-20T00:00:00.000Z,11.97,24.32,15.43,14.6,17.02,1.791,443
2021-12-21T00:00:00.000Z,8.05,44.67,14.28,10.13,18.23,4.545,427
2021-12-22T00:00:00.000Z,12.15,28,17.25,15.08,19.66,2.652,424
2021-12-23T00:00:00.000Z,4.3,20.23,12.43,7.92,13.79,3.434,324
2021-12-24T00:00:00.000Z,6.12,24.55,11.25,8.15,17.44,5.339,365
2021-12-25T00:00:00.000Z,6.37,25.2,10.97,8.63,14.1,3.802,450
2021-12-26T00:00:00.000Z,3.67,17.7,8.94,6.35,11.8,3.094,481
2021-12-27T00:00:00.000Z,4.45,15.78,8.24,6.25,10.13,2.364,474
2021-12-28T00:00:00.000Z,0.3,14.7,5.99,3,8.43,3.848,374
2021-12-29T00:00:00.000Z,1.9,18.52,3.25,2.72,4.16,2.44,80
2022-01-04T00:00:00.000Z,0.1,0.28,0.1,0.1,0.19,0.063,8
2022-01-05T00:00:00.000Z,0,3.58,0.65,0.3,0.82,0.385,381
2022-01-06T00:00:00.000Z,0.4,4.87,1.05,0.8,1.5,0.645,323
2022-01-07T00:00:00.000Z,2.22,17.92,4.97,3.7,10.37,3.764,316
2022-01-08T00:00:00.000Z,0.6,12.55,6.82,5.28,8.68,2.275,288
2022-01-09T00:00:00.000Z,0.15,9.25,2.17,1.3,4.45,2.233,336
2022-01-10T00:00:00.000Z,0.7,16.17,2.9,1.5,8,4.014,422
2022-01-11T00:00:00.000Z,1.9,13.62,4.55,3.2,9.53,3.432,428
2022-01-12T00:00:00.000Z,3.47,11.85,5.2,4.59,7.44,2.07,465
2022-01-13T00:00:00.000Z,8.48,21.65,11.74,10.63,14.85,2.517,442
2022-01-14T00:00:00.000Z,8.6,20.92,14.68,13.22,15.63,1.901,387
2022-01-15T00:00:00.000Z,9.43,20.7,15.19,14.03,16.63,2.138,424
2022-01-16T00:00:00.000Z,11.18,36.38,15.63,13.85,19.77,3.993,433
2022-01-17T00:00:00.000Z,10.8,34.95,22.01,20.55,23.47,3.523,414
2022-01-18T00:00:00.000Z,11.93,26.3,18.5,15.9,23.6,4.116,447
2022-01-19T00:00:00.000Z,4.09,22,14.75,13.02,15.78,3.172,397
2022-01-20T00:00:00.000Z,0.88,9.43,4.08,3.12,6.21,2.139,377
2022-01-21T00:00:00.000Z,0.47,6.35,1.39,1,1.75,0.899,436
2022-01-22T00:00:00.000Z,3.47,17.17,6.3,4.9,8.18,2.498,385
2022-01-23T00:00:00.000Z,7.67,22.8,12.9,10.93,15.03,2.775,447
2022-01-24T00:00:00.000Z,10.23,25.92,14.5,13.55,15.1,1.511,470
2022-01-25T00:00:00.000Z,7.62,22.93,15.43,11.22,16.97,3.294,443
2022-01-26T00:00:00.000Z,5.92,38.45,15.47,13.32,17.09,4.641,448
2022-01-27T00:00:00.000Z,20.12,55.03,24.75,23.73,25.91,3.861,384
2022-01-28T00:00:00.000Z,5.97,58.1,18.88,17.45,20.43,5.736,418
2022-01-29T00:00:00.000Z,18.48,52.33,22.32,21.02,23.91,4.482,413
2022-01-30T00:00:00.000Z,16.48,36.2,22.07,20.52,23.07,2.364,447
2022-01-31T00:00:00.000Z,0.3,54.42,13.03,0.99,18.23,10.696,441
2022-02-01T00:00:00.000Z,0.4,20.35,1.1,0.9,2.02,1.369,400
2022-02-02T00:00:00.000Z,0.2,12.15,3.85,0.7,7.78,3.707,434
2022-02-03T00:00:00.000Z,1.8,30.92,6.25,4.98,7.37,2.606,408
2022-02-04T00:00:00.000Z,1.1,16.85,9.77,7.35,11.77,3.877,429
2022-02-05T00:00:00.000Z,0.88,23.9,1.64,1.27,6.15,3.717,394
2022-02-06T00:00:00.000Z,0.8,10.28,3.85,3.15,5.72,1.644,436
2022-02-07T00:00:00.000Z,0.1,10.23,0.9,0.5,4.7,2.848,407
2022-02-08T00:00:00.000Z,1,8.58,2.58,1.8,4.3,1.779,384
2022-02-09T00:00:00.000Z,1.92,16.7,6.22,3.8,7.72,2.685,427
2022-02-10T00:00:00.000Z,2.92,19.89,8.02,5.9,9.02,2.299,407
2022-02-11T00:00:00.000Z,0.6,8.48,2.04,1,5.05,2.3,390
2022-02-12T00:00:00.000Z,2.12,21.02,3.98,3.4,5.56,2.502,445
2022-02-13T00:00:00.000Z,0.68,10.58,3.6,1.3,7.53,3.119,439
2022-02-14T00:00:00.000Z,0.1,12.4,0.74,0.3,3,3.601,406
2022-02-15T00:00:00.000Z,0.2,10.82,3.5,0.82,5.73,2.78,389
2022-02-16T00:00:00.000Z,2.08,16.75,4.83,3.82,7.61,3.324,472
2022-02-17T00:00:00.000Z,1.92,19.3,9.11,4.3,16.39,5.922,442
2022-02-18T00:00:00.000Z,0.15,8.18,2.8,1.7,3.8,1.583,412
2022-02-19T00:00:00.000Z,0.23,5.47,1,0.8,1.32,0.494,429
2022-02-20T00:00:00.000Z,0.3,6.55,2,1.07,2.85,1.344,395
2022-02-21T00:00:00.000Z,0,6.25,1.7,1.27,2.27,1.092,399
2022-02-22T00:00:00.000Z,0.1,5.33,1.45,0.9,2.04,0.713,429
2022-02-23T00:00:00.000Z,0.2,5.47,2.1,1.45,3.4,1.22,422
2022-02-24T00:00:00.000Z,1.62,7.72,3.24,2.52,4.17,1.064,474
2022-02-25T00:00:00.000Z,0.2,3.7,0.69,0.5,0.8,0.313,444
2022-02-26T00:00:00.000Z,0.56,6.08,1.1,0.9,1.82,1.3,413
2022-02-27T00:00:00.000Z,1.17,42.17,3.4,2.58,4.12,2.219,413
2022-02-28T00:00:00.000Z,1.22,6.3,3.89,2.67,4.59,1.13,406
2022-03-01T00:00:00.000Z,4.25,8.69,6.1,5.47,6.65,0.815,446
2022-03-02T00:00:00.000Z,1.62,21.7,5.8,3.22,9.9,4.143,431
2022-03-03T00:00:00.000Z,5.6,14.47,7.83,7.1,9.32,1.622,365
2022-03-04T00:00:00.000Z,5.67,16.14,11.5,8.43,13.05,2.766,258
2022-03-05T00:00:00.000Z,5.47,12,8.02,6.95,8.9,1.26,419
2022-03-06T00:00:00.000Z,6.65,13.45,9.9,9.22,10.38,0.9,417
2022-03-07T00:00:00.000Z,10.1,30.35,14.25,12.2,15.72,2.496,408
2022-03-08T00:00:00.000Z,5.85,31.3,15.95,8.44,17.89,4.956,407
2022-03-09T00:00:00.000Z,2.85,63.55,7.7,4.69,13.72,5.371,428
2022-03-10T00:00:00.000Z,2.2,13.95,5.65,3.2,10,3.443,430
2022-03-11T00:00:00.000Z,1.72,11.25,6.52,3.19,8.72,2.849,412
2022-03-12T00:00:00.000Z,1.65,6.33,3.05,2.38,3.6,0.836,488
2022-03-13T00:00:00.000Z,0,49.45,1.82,0.5,4.83,3.929,369
2022-03-14T00:00:00.000Z,0.2,6.92,2.8,1.37,4.09,1.683,411
2022-03-15T00:00:00.000Z,1.02,8.38,4.05,2.77,5.35,1.479,422
2022-03-16T00:00:00.000Z,1.9,14.58,5.03,3.32,6.39,1.928,425
2022-03-17T00:00:00.000Z,5.2,19.82,8.75,7.15,13.55,3.464,407
2022-03-18T00:00:00.000Z,9.02,29.35,19.27,15.85,21.42,3.939,351
2022-03-19T00:00:00.000Z,6.22,77.72,18.63,12.89,25.54,7.516,384
2022-03-20T00:00:00.000Z,4.08,17.1,7.02,5.75,14.23,4.196,450
2022-03-21T00:00:00.000Z,4,10.4,6.92,5.95,7.97,1.353,426
2022-03-22T00:00:00.000Z,2.7,16.48,6.72,5.36,8.15,2.069,389
2022-03-23T00:00:00.000Z,3.25,8.63,5.44,4.86,6.17,1.034,428
2022-03-24T00:00:00.000Z,3.4,10.15,5.08,4.46,6.45,1.602,472
2022-03-25T00:00:00.000Z,3.2,8.18,5.7,4.53,6.78,1.26,473
2022-03-26T00:00:00.000Z,4.08,10.4,6.25,5.35,7.22,1.267,408
2022-03-27T00:00:00.000Z,3.37,8.18,4.8,4.34,5.6,1.002,383
2022-03-28T00:00:00.000Z,3.5,11.65,5.44,4.87,5.95,0.928,460
2022-03-29T00:00:00.000Z,3.15,11.75,6.2,4.34,7.45,1.942,423
2022-03-30T00:00:00.000Z,1.7,9.83,4.28,3.25,5.4,1.477,479
2022-03-31T00:00:00.000Z,0.5,14.75,3.25,2.15,7.75,3.352,439
2022-04-01T00:00:00.000Z,0.1,17.95,0.88,0.5,2.2,3.683,366
2022-04-02T00:00:00.000Z,0.1,5.87,2.95,1.75,3.55,1.253,395
2022-04-03T00:00:00.000Z,2.57,8.65,5.57,4.34,6.25,1.219,438
2022-04-04T00:00:00.000Z,5.05,11.9,7.92,7.11,8.94,1.399,429
2022-04-05T00:00:00.000Z,1.3,31.17,3.5,2.4,9.86,4.677,444
2022-04-06T00:00:00.000Z,0.5,8.69,2.7,1.55,3.85,1.796,446
2022-04-07T00:00:00.000Z,0.3,5.2,1.45,0.9,2.77,1.101,432
2022-04-08T00:00:00.000Z,0.1,15.45,2.95,0.8,6.72,3.216,459
2022-04-09T00:00:00.000Z,0,5.78,0.5,0.28,1.14,1.347,435
2022-04-10T00:00:00.000Z,0.4,6.9,2.11,0.92,3.86,1.822,408
2022-04-11T00:00:00.000Z,0.33,4.7,1.36,0.85,2,0.702,472
2022-04-12T00:00:00.000Z,0.4,6.4,1.1,0.8,2.08,0.925,448
2022-04-13T00:00:00.000Z,1,5.75,1.87,1.45,2.45,0.654,413
2022-04-14T00:00:00.000Z,1.37,4.83,2.4,2,2.79,0.572,417
2022-04-15T00:00:00.000Z,1.1,7.85,3.5,2.29,4.34,1.34,446
2022-04-16T00:00:00.000Z,0.4,14.18,2.04,1.1,2.75,1.202,406
2022-04-17T00:00:00.000Z,0.65,4.03,1.6,1.3,2.08,0.646,419
2022-04-18T00:00:00.000Z,0.4,2.9,1.2,0.78,1.5,0.455,414
2022-04-19T00:00:00.000Z,0.4,3.17,0.8,0.7,1.11,0.494,457
2022-04-20T00:00:00.000Z,0.62,5.83,1.85,1.3,2.35,0.989,437
2022-04-21T00:00:00.000Z,1.1,9.27,2.65,2.1,3.58,1.173,438
2022-04-22T00:00:00.000Z,0.9,19.14,2.37,1.81,3.22,1.296,441
2022-04-23T00:00:00.000Z,0,3.52,0.4,0.2,1.2,0.601,414
2022-04-24T00:00:00.000Z,0,1.3,0.3,0.2,0.42,0.24,447
2022-04-25T00:00:00.000Z,0.35,5.75,1.77,1.2,3.2,1.29,391
2022-04-26T00:00:00.000Z,1.1,7.08,2.25,1.84,2.82,0.826,345
2022-04-27T00:00:00.000Z,1,6,2.1,1.6,2.58,0.684,277
2022-04-28T00:00:00.000Z,0.9,7.58,2.2,1.67,3.01,0.926,428
2022-04-29T00:00:00.000Z,0.7,8.58,1.6,1.2,2.15,0.745,429
2022-04-30T00:00:00.000Z,0.9,4.62,1.8,1.52,2.25,0.555,471
2022-05-01T00:00:00.000Z,1.4,4.95,2.52,2.04,3.1,0.737,449
2022-05-02T00:00:00.000Z,0.98,4.5,2.65,1.9,3.25,0.788,465
2022-05-03T00:00:00.000Z,1.3,6.9,2.35,1.82,2.98,0.907,439
2022-05-04T00:00:00.000Z,0.5,5.6,1.92,1.3,2.54,0.879,441
2022-05-05T00:00:00.000Z,0.3,5.85,1.45,0.83,2.89,1.3,436
2022-05-06T00:00:00.000Z,1.02,5.78,3.65,2.37,4.45,1.227,450
2022-05-07T00:00:00.000Z,2.1,9.93,3.75,3.12,4.4,1.181,436
2022-05-08T00:00:00.000Z,1.17,5.8,3.1,2,3.8,1.012,468
2022-05-09T00:00:00.000Z,0.9,17.7,2,1.65,2.4,0.999,423
2022-05-10T00:00:00.000Z,0.82,12.25,2.11,1.85,2.58,0.888,428
2022-05-11T00:00:00.000Z,1.1,9.68,2.22,1.6,3.45,1.16,431
2022-05-12T00:00:00.000Z,1.2,5.3,2.08,1.87,2.37,0.397,436
2022-05-13T00:00:00.000Z,1.1,16.07,2.7,1.95,3.55,1.215,424
2022-05-14T00:00:00.000Z,1.42,6.97,3.72,2.35,5,1.405,487
2022-05-15T00:00:00.000Z,2.47,6.37,3.98,3.42,4.67,0.782,459
2022-05-16T00:00:00.000Z,1.6,5.28,3.02,2.7,3.5,0.584,447
2022-05-17T00:00:00.000Z,1.7,6.4,3.45,2.7,4.21,0.927,461
2022-05-18T00:00:00.000Z,1.7,6.95,2.64,2.27,3.17,0.94,442
2022-05-19T00:00:00.000Z,1.8,13.18,3.55,2.8,4.22,1.088,483
2022-05-20T00:00:00.000Z,1.1,4.87,2.1,1.71,2.5,0.523,485
2022-05-21T00:00:00.000Z,1.4,13.25,2.42,2.1,3.46,1.759,477
2022-05-22T00:00:00.000Z,2.75,7.6,4.3,3.9,4.62,0.554,467
2022-05-23T00:00:00.000Z,1.6,7.62,3.75,3.15,5.2,1.302,447
2022-05-24T00:00:00.000Z,0.1,13.48,0.9,0.4,1.4,1.325,443
2022-05-25T00:00:00.000Z,0.1,2.5,0.4,0.33,0.5,0.278,478
2022-05-26T00:00:00.000Z,0.1,1.1,0.4,0.33,0.5,0.135,440
2022-05-27T00:00:00.000Z,0.3,1.4,0.62,0.5,0.8,0.181,453
2022-05-28T00:00:00.000Z,0.5,5.53,0.95,0.8,1.27,1.05,486
2022-05-29T00:00:00.000Z,0.3,6.62,0.6,0.53,0.72,0.372,474
2022-05-30T00:00:00.000Z,0.42,4,0.9,0.72,1.02,0.331,447
2022-05-31T00:00:00.000Z,0.88,25.68,1.8,1.5,2.6,2.06,431
2022-06-01T00:00:00.000Z,1.3,110.05,2.47,2.02,3.4,10.4,415
2022-06-02T00:00:00.000Z,0.88,6.12,2.29,1.5,3.1,0.992,352
2022-06-03T00:00:00.000Z,1.6,6,2.75,2.29,3.65,0.967,371
2022-06-04T00:00:00.000Z,2.45,5.9,3.3,3,3.6,0.493,436
2022-06-05T00:00:00.000Z,0.5,4.65,1.5,1.1,2.6,1.014,339
2022-06-06T00:00:00.000Z,0.4,4.7,1.1,0.93,1.4,0.497,399
2022-06-07T00:00:00.000Z,0.3,3.05,0.7,0.55,1.6,0.63,443
2022-06-08T00:00:00.000Z,0.2,2.5,0.82,0.68,1.02,0.324,448
2022-06-09T00:00:00.000Z,0.2,1.67,0.6,0.5,0.8,0.258,379
2022-06-10T00:00:00.000Z,0.5,1.75,0.82,0.7,1,0.228,283
2022-06-11T00:00:00.000Z,0.45,2.98,1,0.8,1.22,0.373,345
2022-06-12T00:00:00.000Z,0.4,2.33,0.82,0.7,1.22,0.376,182
2022-06-13T00:00:00.000Z,0.5,3.62,1.27,0.9,1.65,0.574,433
2022-06-14T00:00:00.000Z,0.7,4.37,1.5,1.3,1.8,0.432,425
2022-06-15T00:00:00.000Z,2.04,9.38,3.47,2.98,4,1.248,423
2022-06-16T00:00:00.000Z,1.6,5.09,2.58,2.22,3.17,0.646,405
2022-06-17T00:00:00.000Z,1.5,5.55,2.5,2.2,3.1,0.72,402
2022-06-18T00:00:00.000Z,1.98,20.68,3.95,3.05,5.37,1.93,429
2022-06-19T00:00:00.000Z,1.9,10.63,4.59,3.9,5.95,1.595,422
2022-06-20T00:00:00.000Z,1.47,3.2,2.12,1.95,2.33,0.29,405
2022-06-21T00:00:00.000Z,1.7,6.7,3.71,2.72,4.3,1.074,384
2022-06-22T00:00:00.000Z,1.22,7.6,4.37,3.7,4.8,1.039,358
2022-06-23T00:00:00.000Z,1.2,4.33,2.72,2.29,3.1,0.63,387
2022-06-24T00:00:00.000Z,0.05,10.6,0.93,0.5,2.42,1.149,454
2022-06-25T00:00:00.000Z,0.33,14.93,0.7,0.56,0.9,0.899,494
2022-06-26T00:00:00.000Z,0.6,3.08,1.3,1.1,1.5,0.325,474
2022-06-27T00:00:00.000Z,0.2,1.7,0.7,0.5,0.9,0.274,412
2022-06-28T00:00:00.000Z,0.3,3.47,1.1,0.82,1.27,0.407,435
2022-06-29T00:00:00.000Z,0.9,3.9,1.72,1.45,2.1,0.537,460
2022-06-30T00:00:00.000Z,0.1,4.2,1.8,0.97,2.29,0.889,477
2022-07-01T00:00:00.000Z,0.1,1.2,0.4,0.3,0.5,0.191,463
2022-07-02T00:00:00.000Z,0.3,6.15,0.7,0.56,1.04,0.696,489
2022-07-03T00:00:00.000Z,0.7,4.05,1.32,1.17,1.6,0.48,492
2022-07-04T00:00:00.000Z,0.6,2.83,1.4,1.02,1.75,0.448,481
2022-07-05T00:00:00.000Z,0.2,2.12,0.9,0.53,1.13,0.355,484
2022-07-06T00:00:00.000Z,0.4,1.42,0.8,0.7,0.93,0.17,493
2022-07-07T00:00:00.000Z,0.5,1.6,0.88,0.7,1,0.199,330
2022-07-08T00:00:00.000Z,0.42,8.25,0.8,0.69,0.93,0.41,481
2022-07-09T00:00:00.000Z,0.7,3.02,1.3,1.1,1.47,0.307,489
2022-07-10T00:00:00.000Z,1.1,2.4,1.62,1.5,1.85,0.24,147
2022-07-11T00:00:00.000Z,0.8,2.62,1.3,1.14,1.5,0.3,471
2022-07-12T00:00:00.000Z,0.3,2.1,0.9,0.65,1.25,0.364,482
2022-07-13T00:00:00.000Z,0.56,3.08,1.27,0.9,1.6,0.42,429
2022-07-14T00:00:00.000Z,0.93,21.05,2.27,1.4,3.1,1.646,430
2022-07-15T00:00:00.000Z,0.95,6.97,1.7,1.47,2.02,0.737,435
2022-07-16T00:00:00.000Z,0.9,3.55,1.92,1.3,2.27,0.527,406
2022-07-17T00:00:00.000Z,1.14,2.77,1.98,1.8,2.1,0.25,349
2022-07-18T00:00:00.000Z,1.87,5.78,2.75,2.45,3.1,0.481,448
2022-07-19T00:00:00.000Z,3.05,9.73,5.08,4.59,6.79,1.441,444
2022-07-20T00:00:00.000Z,2.4,10.25,6.4,5.47,7.58,1.653,498
2022-07-21T00:00:00.000Z,2.5,7.6,4.33,3.24,5.72,1.343,488
2022-07-22T00:00:00.000Z,3.35,7.22,5.09,4.47,5.8,0.938,479
2022-07-23T00:00:00.000Z,3.92,8.4,5.92,4.75,6.67,1.099,411
2022-07-24T00:00:00.000Z,3.2,7.12,4.97,4.2,5.91,0.961,340
2022-07-25T00:00:00.000Z,1.1,6.58,4.58,4.12,5.09,1.02,489
2022-07-26T00:00:00.000Z,0.3,1.8,0.95,0.68,1.2,0.354,468
2022-07-27T00:00:00.000Z,0.37,1.62,0.8,0.7,0.9,0.183,458
2022-07-28T00:00:00.000Z,0.6,4.9,1.25,1.07,1.5,0.45,452
2022-07-29T00:00:00.000Z,0.8,22.77,2,1.65,2.92,1.481,442
2022-07-30T00:00:00.000Z,0.3,3.75,1.1,0.72,1.71,0.595,441
2022-07-31T00:00:00.000Z,0.6,4.65,1.07,0.93,1.2,0.263,449
2022-08-01T00:00:00.000Z,0.47,2.45,1.1,0.8,1.55,0.459,391
2022-08-02T00:00:00.000Z,0.4,2.35,1.05,0.8,1.57,0.455,438
2022-08-03T00:00:00.000Z,0.7,2.45,1.25,1.07,1.5,0.316,464
2022-08-04T00:00:00.000Z,1.4,5.53,2.35,2.1,2.7,0.506,443
2022-08-05T00:00:00.000Z,1.47,5.7,2.9,2.46,3.33,0.64,492
2022-08-06T00:00:00.000Z,1.65,6.17,2.42,2.17,2.8,0.635,489
2022-08-07T00:00:00.000Z,1.75,6,2.8,2.35,3.37,0.806,471
2022-08-08T00:00:00.000Z,1.07,13.88,2.4,1.9,2.8,2.148,458
2022-08-09T00:00:00.000Z,1.2,117.93,2.08,1.8,2.33,5.623,449
2022-08-10T00:00:00.000Z,1.25,4.55,2.11,1.9,2.35,0.375,440
2022-08-11T00:00:00.000Z,1.22,4.03,2.4,2.1,2.7,0.461,405
2022-08-12T00:00:00.000Z,2.1,7.9,3.17,2.87,3.35,0.789,157
2022-08-15T00:00:00.000Z,3.7,3.7,3.7,3.7,3.7,0,1
2022-08-16T00:00:00.000Z,2.77,6.45,4,3.62,4.34,0.536,359
2022-08-17T00:00:00.000Z,2.04,7.12,4.8,3.2,5.67,1.345,444
2022-08-18T00:00:00.000Z,0.9,8.9,2.04,1.72,2.35,0.695,443
2022-08-19T00:00:00.000Z,0.9,10.15,3,1.7,5.8,2.306,441
2022-08-20T00:00:00.000Z,0.1,6.9,0.5,0.3,5.37,2.477,423
2022-08-21T00:00:00.000Z,0.3,2.67,0.8,0.62,1.02,0.339,438
2022-08-22T00:00:00.000Z,0.6,2.58,1.23,1,1.5,0.366,374
2022-08-23T00:00:00.000Z,0.72,8.33,1.5,1.2,1.8,0.937,360
2022-08-24T00:00:00.000Z,1.4,5.3,2.54,2.17,2.9,0.55,429
