type,geo_point_2d,city,name,visible,epci
clusters,"45.11119,5.78653",Brié-et-Angonnes,Brié Église,1.0,LaMetro
clusters,"45.19299,5.81948",Murianette,La Briot,1.0,LaMetro
clusters,"45.16635,5.73118",Grenoble,La Bruyère-Parc Jean Verlhac,1.0,LaMetro
clusters,"45.21581,5.77226",Corenc,Buclos,1.0,LaMetro
clusters,"45.22308,5.71778",Saint-Martin-le-Vinoux,La Buisseratière,1.0,LaMetro
clusters,"45.20884,5.79756",Meylan,Busserolles,1.0,LaMetro
clusters,"45.1815,5.72195",Grenoble,Colonel Dumont,1.0,LaMetro
clusters,"45.08593,5.77127",Vizille,Camping,1.0,LaMetro
clusters,"45.05212,5.7104",Saint-Georges-de-Commiers,Le Canal,1.0,LaMetro
clusters,"45.24018,5.66619",Saint-Égrève,Cap38,1.0,LaMetro
clusters,"45.21732,5.68127",Saint-Égrève,Cap des H',1.0,LaMetro
clusters,"45.17614,5.72539",Grenoble,Capuche,1.0,LaMetro
clusters,"45.16238,5.76305",Saint-Martin-d'Hères,Le Carina,1.0,LaMetro
clusters,"45.20114,5.75855",La Tronche,La Carronnerie Basse,1.0,LaMetro
clusters,"45.20116,5.7588",La Tronche,Carronnerie - Ile d'Amour,1.0,LaMetro
clusters,"45.11472,5.69018",Claix,Carrière,1.0,LaMetro
clusters,"45.14448,5.70071",Échirolles,Danielle Casanova,1.0,LaMetro
clusters,"45.19902,5.71747",Grenoble,Casamaures - Village,1.0,LaMetro
clusters,"45.18506,5.72533",Grenoble,Caserne de Bonne,1.0,LaMetro
clusters,"44.98229,5.62309",Miribel-Lanchâtre,Cassoulet,1.0,LaMetro
clusters,"45.20216,5.70431",Grenoble,Marie-Louise Paris - CEA,1.0,LaMetro
clusters,"45.20783,5.75552",Corenc,Le Cèdre,1.0,LaMetro
clusters,"45.18495,5.70573",Grenoble,Cémoi,1.0,LaMetro
clusters,"45.15886,5.75948",Poisat,Centre Socio-Culturel,1.0,LaMetro
clusters,"45.20617,5.75215",La Tronche,Centre Théologique,1.0,LaMetro
clusters,"45.17084,5.69457",Seyssins,Grand Pré - Centre Sud,1.0,LaMetro
clusters,"45.17817,5.69702",Seyssinet-Pariset,L'Arche,1.0,LaMetro
clusters,"45.10734,5.74936",Jarrie,Les Chaberts,1.0,LaMetro
clusters,"45.04333,5.6644",Vif,Le Chalet,1.0,LaMetro
clusters,"45.08519,5.66714",Varces-Allières-et-Risset,Chambord,1.0,LaMetro
clusters,"45.2051,5.68348",Sassenage,Chamechaude,1.0,LaMetro
clusters,"45.09222,5.7702",Montchaboud,Champ Clocher,1.0,LaMetro
clusters,"45.15627,5.75505",Eybens,Champ Fila,1.0,LaMetro
clusters,"45.18554,5.72318",Grenoble,Championnet,1.0,LaMetro
clusters,"45.22023,5.77982",Meylan,Champlars,1.0,LaMetro
clusters,"45.18438,5.76824",Saint-Martin-d'Hères,Champ Roman,1.0,LaMetro
clusters,"45.18578,5.80285",Gières,Champrondet,1.0,LaMetro
clusters,"45.06841,5.72308",Champ-sur-Drac,ZA La Plaine,1.0,LaMetro
clusters,"45.17794,5.71025",Grenoble,Champs-Elysées,1.0,LaMetro
clusters,"45.23991,5.69158",Saint-Égrève,Champy,1.0,LaMetro
clusters,"45.20744,5.75903",Meylan,Champ Rochas,1.0,LaMetro
clusters,"45.13671,5.7083",Le Pont-de-Claix,Edmée Chandon,1.0,LaMetro
clusters,"45.08058,5.77486",Vizille,Chantefeuille,1.0,LaMetro
clusters,"45.11012,5.66548",Claix,La Chanteraie,1.0,LaMetro
clusters,"45.10097,5.74215",Jarrie,Les Charbonnaux,1.0,LaMetro
clusters,"45.19385,5.68009",Fontaine,Charles Michels,1.0,LaMetro
clusters,"45.32189,5.74005",Proveysieux,Col de la Charmette,1.0,LaMetro
clusters,"45.1974,5.69355",Fontaine,Charmettes,1.0,LaMetro
clusters,"45.11599,5.68888",Claix,Charrières,1.0,LaMetro
clusters,"45.07572,5.77221",Vizille,Place du Château,1.0,LaMetro
clusters,"45.21234,5.65202",Sassenage,Château de Beaurevoir,1.0,LaMetro
clusters,"45.14732,5.72671",Échirolles,Le Château,1.0,LaMetro
clusters,"45.27449,5.60613",Veurey-Voroize,Chemin du Parc,1.0,LaMetro
clusters,"45.27353,5.60481",Veurey-Voroize,Châtelard,1.0,LaMetro
clusters,"45.16217,5.74903",Eybens,La Châtelière,1.0,LaMetro
clusters,"45.21224,5.66167",Sassenage,Château de Sassenage,1.0,LaMetro
clusters,"45.23655,5.63811",Noyarey,Chaulnes,1.0,LaMetro
clusters,"45.1266,5.67411",Claix,Les Chaumes,1.0,LaMetro
clusters,"45.21244,5.77061",Meylan,Chaumetière,1.0,LaMetro
clusters,"45.1547,5.68938",Seyssins,Hameau des Chaumières,1.0,LaMetro
clusters,"45.18466,5.73177",Grenoble,Chavant,1.0,LaMetro
clusters,"45.13521,5.66842",Claix,Chemin de l'Abbé,1.0,LaMetro
clusters,"45.22733,5.75876",Corenc,Batonnière,1.0,LaMetro
clusters,"45.21055,5.70612",Saint-Martin-le-Vinoux,Canet,1.0,LaMetro
clusters,"45.2366,5.69236",Saint-Égrève,Chemin Vert,1.0,LaMetro
clusters,"45.21809,5.65343",Sassenage,Les Chênes,1.0,LaMetro
clusters,"45.20673,5.82734",Domène,Chenevières,1.0,LaMetro
clusters,"45.26117,5.69831",Proveysieux,La Chiaise,1.0,LaMetro
clusters,"45.12118,5.68251",Claix,La Chièze,1.0,LaMetro
clusters,"45.14025,5.78364",Brié-et-Angonnes,Le Chollet,1.0,LaMetro
clusters,"45.16605,5.75142",Saint-Martin-d'Hères,Chopin,1.0,LaMetro
clusters,"45.18593,5.71744",Grenoble,Chorier - Condorcet,1.0,LaMetro
clusters,"45.16137,5.72414",Grenoble,Christophe Turc,1.0,LaMetro
clusters,"45.26474,5.77743",Le Sappey-en-Chartreuse,Churut,1.0,LaMetro
clusters,"45.04812,5.66739",Vif,La Cime du Bourg,1.0,LaMetro
clusters,"45.25733,5.74609",Quaix-en-Chartreuse,La Cime de Mont-Quaix,1.0,LaMetro
clusters,"45.13047,5.68357",Claix,Les Cimentiers,1.0,LaMetro
clusters,"45.16967,5.68346",Seyssinet-Pariset,Cimetière,1.0,LaMetro
clusters,"45.14524,5.67678",Seyssins,Garlettes,1.0,LaMetro
clusters,"45.19247,5.74534",La Tronche,Cimetière du Grand Sablon,1.0,LaMetro
clusters,"45.19508,5.7112",Grenoble,Cité Internationale,1.0,LaMetro
clusters,"45.18234,5.7598",Saint-Martin-d'Hères,Cité Labeye,1.0,LaMetro
clusters,"45.19996,5.7105",Grenoble,Cité Jean Macé,1.0,LaMetro
clusters,"45.16855,5.70479",Grenoble,Cité Paul Mistral,1.0,LaMetro
clusters,"45.09546,5.67214",Varces-Allières-et-Risset,Collège Jules Verne,1.0,LaMetro
clusters,"45.12025,5.67247",Claix,Claix Mairie,1.0,LaMetro
clusters,"45.18388,5.74107",Grenoble,Clémenceau,1.0,LaMetro
clusters,"45.18598,5.76095",Saint-Martin-d'Hères,Clinique Belledonne,1.0,LaMetro
clusters,"45.16201,5.67406",Seyssins,Clinique - Portail,1.0,LaMetro
clusters,"45.18126,5.71028",Grenoble,Groupe Hospitalier Mutualiste,1.0,LaMetro
clusters,"45.13546,5.70127",Le Pont-de-Claix,Clos Dominique,1.0,LaMetro
clusters,"45.16955,5.72321",Grenoble,Clos d'Or,1.0,LaMetro
clusters,"45.20968,5.71052",Saint-Martin-le-Vinoux,Clos Gérard Gruel,1.0,LaMetro
clusters,"45.09693,5.74585",Jarrie,Clos Jouvin,1.0,LaMetro
clusters,"45.20503,5.71402",Saint-Martin-le-Vinoux,Clos Saint-Martin,1.0,LaMetro
clusters,"44.99089,5.59541",Le Gua,Col de l'Arzelier,1.0,LaMetro
clusters,"45.27237,5.67606",Mont-Saint-Martin,Colavière,1.0,LaMetro
clusters,"45.21784,5.69096",Saint-Martin-le-Vinoux,Collège Chartreuse,1.0,LaMetro
clusters,"45.23437,5.72578",Saint-Martin-le-Vinoux,Col de Clémencières,1.0,LaMetro
clusters,"45.14004,5.6732",Claix,Col de Comboire,1.0,LaMetro
clusters,"45.20302,5.66953",Sassenage,Collège Fleming,1.0,LaMetro
clusters,"45.18073,5.76596",Saint-Martin-d'Hères,Coli,1.0,LaMetro
clusters,"45.16143,5.74306",Eybens,Collège des Saules,1.0,LaMetro
clusters,"45.14647,5.70177",Échirolles,Colonel Manhès,1.0,LaMetro
clusters,"45.08654,5.77467",Vizille,Collège Les Mattons,1.0,LaMetro
clusters,"45.28982,5.76704",Sarcenas,Col de Porte,1.0,LaMetro
clusters,"45.234,5.75107",Corenc,Col de Vence,1.0,LaMetro
clusters,"45.27742,5.71585",Proveysieux,Planfay Combaleyre,1.0,LaMetro
clusters,"45.13446,5.71471",Échirolles,Pied de la Combe,1.0,LaMetro
clusters,"45.14583,5.69081",Échirolles,Comboire,1.0,LaMetro
clusters,"45.20324,5.74535",La Tronche,Commandant Nal,1.0,LaMetro
clusters,"45.14363,5.73336",Échirolles,Commanderie,1.0,LaMetro
clusters,"45.21142,5.67272",Sassenage,Complexe Sportif,1.0,LaMetro
clusters,"45.04472,5.70732",Saint-Georges-de-Commiers,Les Condamines,1.0,LaMetro
clusters,"45.18915,5.77445",Saint-Martin-d'Hères,Condillac - Universités,1.0,LaMetro
clusters,"45.18553,5.71823",Grenoble,Condorcet,1.0,LaMetro
clusters,"45.20592,5.70944",Saint-Martin-le-Vinoux,Conrad Kilian,1.0,LaMetro
clusters,"45.20974,5.75272",Corenc,Corenc Mairie,1.0,LaMetro
clusters,"45.21983,5.76229",Corenc,Corenc Village,1.0,LaMetro
clusters,"45.21809,5.76046",Corenc,La Corne d'Or,1.0,LaMetro
clusters,"45.08176,5.78758",Vizille,Les Corniers,1.0,LaMetro
clusters,"45.13895,5.67006",Claix,Cossey,1.0,LaMetro
clusters,"45.12669,5.6867",Claix,Le Coteau,1.0,LaMetro
clusters,"45.21006,5.64749",Sassenage,Les Côtes,1.0,LaMetro
clusters,"45.20004,5.83528",Domène,Coubertin,1.0,LaMetro
clusters,"45.07055,5.64494",Saint-Paul-de-Varces,La Croix,1.0,LaMetro
clusters,"45.18558,5.7479",Saint-Martin-d'Hères,Croix Rouge,1.0,LaMetro
clusters,"45.1292,5.67128",Claix,La Croix Rolland,1.0,LaMetro
clusters,"45.17006,5.80858",Venon,Cul Froid,1.0,LaMetro
clusters,"45.19188,5.69505",Fontaine,Curie - Vercors,1.0,LaMetro
clusters,"45.2349,5.68768",Saint-Égrève,Cuvilleux,1.0,LaMetro
clusters,"45.226,5.7842",Meylan,Croix de Cibeins,1.0,LaMetro
clusters,"45.20879,5.74934",Corenc,Croix de Montfleury,1.0,LaMetro
clusters,"45.16821,5.76174",Saint-Martin-d'Hères,Croix du Pâtre,1.0,LaMetro
clusters,"45.22374,5.78177",Meylan,Croix des Rameaux,1.0,LaMetro
clusters,"45.16163,5.74447",Eybens,Général de Gaulle,1.0,LaMetro
clusters,"45.13832,5.71307",Échirolles,Denis Papin,1.0,LaMetro
clusters,"45.21285,5.64587",Sassenage,La Dent du Loup,1.0,LaMetro
clusters,"45.17829,5.72771",Grenoble,Rue des Déportés,1.0,LaMetro
clusters,"45.22278,5.7927",Meylan,La Détourbe,1.0,LaMetro
clusters,"45.20152,5.83821",Domène,Domène Mairie,1.0,LaMetro
clusters,"45.20138,5.75303",La Tronche,Doyen Gosse,1.0,LaMetro
clusters,"45.12265,5.69102",Claix,Mémorial,1.0,LaMetro
clusters,"45.14895,5.69397",Échirolles,Drac,1.0,LaMetro
clusters,"45.18013,5.71077",Grenoble,Vallier - Docteur Calmette,1.0,LaMetro
clusters,"45.18228,5.7341",Grenoble,Driant,1.0,LaMetro
clusters,"45.18731,5.72728",Grenoble,Docteur Martin,1.0,LaMetro
clusters,"45.19128,5.72201",Grenoble,Docteur Mazet,1.0,LaMetro
clusters,"45.17245,5.70632",Grenoble,Docteur Schweitzer,1.0,LaMetro
clusters,"45.1902,5.72822",Grenoble,Hubert Dubedout - Maison du Tourisme,1.0,LaMetro
clusters,"45.1988,5.71015",Grenoble,Durant-Savoyat,1.0,LaMetro
clusters,"45.26824,5.61944",Veurey-Voroize,Les Echalières,1.0,LaMetro
clusters,"45.15302,5.71848",Échirolles,Echirolles Gare,1.0,LaMetro
clusters,"45.25346,5.71992",Quaix-en-Chartreuse,Quaix-en-Chartreuse Village,1.0,LaMetro
clusters,"45.07999,5.73469",Champ-sur-Drac,Le Pavillon,1.0,LaMetro
clusters,"45.06908,5.69334",Vif,Ecole Reymure,1.0,LaMetro
clusters,"45.14638,5.72973",Échirolles,Ecoles Hospitalières,1.0,LaMetro
clusters,"45.19753,5.68631",Fontaine,Les Écrins,1.0,LaMetro
clusters,"45.14261,5.70384",Échirolles,Ecureuil,1.0,LaMetro
clusters,"45.18149,5.78755",Gières,Edelweiss,1.0,LaMetro
clusters,"45.18183,5.74091",Grenoble,Edison,1.0,LaMetro
clusters,"45.15937,5.72662",Grenoble,Edmond Esmonin,1.0,LaMetro
clusters,"45.17446,5.75432",Saint-Martin-d'Hères,Edmond Rostand,1.0,LaMetro
clusters,"45.17902,5.75528",Saint-Martin-d'Hères,Edouard Vaillant,1.0,LaMetro
clusters,"45.23999,5.68407",Saint-Égrève,Eglise,1.0,LaMetro
clusters,"45.26335,5.69973",Proveysieux,Proveysieux Village,1.0,LaMetro
clusters,"45.27608,5.70727",Proveysieux,Pont du Gua,1.0,LaMetro
clusters,"45.25822,5.69591",Proveysieux,Le Mollard,1.0,LaMetro
clusters,"45.08403,5.77517",Vizille,Ecoles Joliot-Curie,1.0,LaMetro
clusters,"45.17958,5.77015",Saint-Martin-d'Hères,Elsa Triolet,1.0,LaMetro
clusters,"45.2196,5.66022",Sassenage,Les Engenières,1.0,LaMetro
clusters,"45.19496,5.77481",Gières,Epicéa,1.0,LaMetro
clusters,"45.19158,5.7065",Grenoble,Esclangon,1.0,LaMetro
clusters,"45.19566,5.71679",Grenoble,Annie Fratellini-Esplanade,1.0,LaMetro
clusters,"45.15588,5.71909",Échirolles,Essarts - La Butte,1.0,LaMetro
clusters,"45.17213,5.75769",Saint-Martin-d'Hères,Etienne Grappe,1.0,LaMetro
clusters,"45.17284,5.72476",Grenoble,Eugène Sue,1.0,LaMetro
clusters,"45.14733,5.74979",Eybens,Eybens Mairie,1.0,LaMetro
clusters,"45.21385,5.76461",Corenc,Eygala,1.0,LaMetro
clusters,"45.2115,5.77392",Meylan,Faculté de Pharmacie,1.0,LaMetro
clusters,"45.17651,5.69427",Seyssinet-Pariset,Fauconnière,1.0,LaMetro
clusters,"45.19073,5.71847",Grenoble,Félix Viallet,1.0,LaMetro
clusters,"45.22864,5.69171",Saint-Égrève,Chemin Fiancey,1.0,LaMetro
clusters,"45.17049,5.72791",Grenoble,Flaubert - Clos d'Or,1.0,LaMetro
clusters,"45.27158,5.67442",Mont-Saint-Martin,Fochaire,1.0,LaMetro
clusters,"45.1808,5.72256",Grenoble,Foch - Ferrié,1.0,LaMetro
clusters,"45.12215,5.68935",Claix,Fond Ratel,1.0,LaMetro
clusters,"45.08728,5.70786",Varces-Allières-et-Risset,Fontagneux,1.0,LaMetro
clusters,"45.19134,5.68727",Fontaine,Fontaine Hôtel de Ville - La Source,1.0,LaMetro
clusters,"45.18909,5.69844",Fontaine,Les Fontainades - Le Vog,1.0,LaMetro
clusters,"45.25507,5.66148",Fontanil-Cornillon,Palluel,1.0,LaMetro
clusters,"45.25618,5.66633",Fontanil-Cornillon,Le Fontanil Mairie,1.0,LaMetro
clusters,"45.25823,5.66385",Fontanil-Cornillon,Le Fontanil Cimetière,1.0,LaMetro
clusters,"45.2592,5.7449",Quaix-en-Chartreuse,Fontvieille,1.0,LaMetro
clusters,"45.20966,5.677",Sassenage,François Blumet,1.0,LaMetro
clusters,"45.17338,5.79514",Venon,La Frênaie,1.0,LaMetro
clusters,"45.1479,5.73517",Échirolles,François Quesnay,1.0,LaMetro
clusters,"45.12596,5.67131",Claix,Furonnières,1.0,LaMetro
clusters,"45.19228,5.7643",Saint-Martin-d'Hères,Gabriel Fauré,1.0,LaMetro
clusters,"45.21485,5.68576",Saint-Martin-le-Vinoux,Louis Gagnière,1.0,LaMetro
clusters,"45.17878,5.77315",Saint-Martin-d'Hères,Galochère,1.0,LaMetro
clusters,"45.06389,5.66986",Vif,Les Garcins,1.0,LaMetro
clusters,"45.07049,5.65062",Saint-Paul-de-Varces,La Garde,1.0,LaMetro
clusters,"45.08563,5.74255",Jarrie,Jarrie Gare,1.0,LaMetro
clusters,"45.22729,5.76583",Corenc,La Garenne,1.0,LaMetro
clusters,"45.19078,5.71554",Grenoble,Gares,1.0,LaMetro
clusters,"45.19095,5.71557",Grenoble,Gares,,LaMetro
clusters,"45.14748,5.67773",Seyssins,Garlettes,,LaMetro
clusters,"45.19298,5.71406",Grenoble,Gare Routière,1.0,LaMetro
clusters,"45.24122,5.68148",Saint-Égrève,Gavanière,1.0,LaMetro
clusters,"45.18479,5.75086",Saint-Martin-d'Hères,Gay,1.0,LaMetro
clusters,"45.13645,5.71214",Échirolles,Gay Lussac,1.0,LaMetro
clusters,"45.18194,5.74841",Saint-Martin-d'Hères,Grand Châtelet,1.0,LaMetro
clusters,"45.20704,5.74578",La Tronche,Grande Tronche,1.0,LaMetro
clusters,"45.07385,5.72957",Champ-sur-Drac,Grand Verger,1.0,LaMetro
clusters,"45.19647,5.67704",Fontaine,Gérard Philipe,1.0,LaMetro
clusters,"45.18528,5.78458",Gières,Gières Gare - Universités,1.0,LaMetro
clusters,"45.19421,5.72525",Grenoble,Maurice Gignoux,1.0,LaMetro
clusters,"45.09503,5.67982",Varces-Allières-et-Risset,La Giraudière,1.0,LaMetro
clusters,"45.16964,5.76358",Saint-Martin-d'Hères,Glaïeuls,1.0,LaMetro
clusters,"45.21901,5.67949",Saint-Égrève,Les Glairaux,1.0,LaMetro
clusters,"45.14962,5.71167",Échirolles,Les Glières,1.0,LaMetro
clusters,"45.07745,5.73156",Champ-sur-Drac,Marcel Paul,1.0,LaMetro
clusters,"45.17178,5.69424",Seyssinet-Pariset,Grand Pré,1.0,LaMetro
clusters,"45.24558,5.69563",Saint-Égrève,Grange Haute,1.0,LaMetro
clusters,"45.03933,5.66126",Vif,La Grange,1.0,LaMetro
clusters,"45.15696,5.72781",Échirolles,Les Granges,1.0,LaMetro
clusters,"45.21027,5.78453",Meylan,Granier,1.0,LaMetro
clusters,"45.14185,5.71816",Échirolles,Centre du graphisme,1.0,LaMetro
clusters,"45.15893,5.73179",Grenoble,Grand'place,1.0,LaMetro
clusters,"45.19903,5.75",La Tronche,Grand Sablon,1.0,LaMetro
clusters,"45.18746,5.73779",Grenoble,Grenoble Hôtel de Ville,1.0,LaMetro
clusters,"45.20997,5.76177",Corenc,Grésivaudan,1.0,LaMetro
clusters,"45.08233,5.77515",Vizille,Le Grimpillon,1.0,LaMetro
clusters,"45.07832,5.7021",Varces-Allières-et-Risset,Le Gros Chêne,1.0,LaMetro
clusters,"45.15127,5.70946",Échirolles,Grugliasco,1.0,LaMetro
clusters,"45.22869,5.78464",Meylan,Gué du Boutet,1.0,LaMetro
clusters,"45.20414,5.71545",Saint-Martin-le-Vinoux,16 Août 1944,1.0,LaMetro
clusters,"45.12655,5.8167",Vaulnaveys-le-Haut,Les Guichards,1.0,LaMetro
clusters,"45.03859,5.70576",Saint-Georges-de-Commiers,Les Guiberts,1.0,LaMetro
clusters,"45.1817,5.72783",Grenoble,Gustave Rivet,1.0,LaMetro
clusters,"45.14548,5.72585",Échirolles,Guy Mocquet,1.0,LaMetro
clusters,"45.19137,5.75866",Saint-Martin-d'Hères,Hector Berlioz - Universités,1.0,LaMetro
clusters,"45.17441,5.7083",Grenoble,Henri Dunant,1.0,LaMetro
clusters,"45.13887,5.79311",Herbeys,Herbeys Le Bourg,1.0,LaMetro
clusters,"45.1474,5.67773",Seyssins,Henri Rey,1.0,LaMetro
clusters,"45.17563,5.76392",Saint-Martin-d'Hères,Henri Wallon,1.0,LaMetro
clusters,"45.1469,5.73274",Échirolles,Hôpital Sud,1.0,LaMetro
clusters,"45.19714,5.74758",La Tronche,Hôpital Michallon,1.0,LaMetro
clusters,"45.1941,5.73571",Grenoble,Hôtel de Police,1.0,LaMetro
clusters,"45.21363,5.69885",Saint-Martin-le-Vinoux,Horloge,1.0,LaMetro
clusters,"45.21153,5.71775",Saint-Martin-le-Vinoux,Hôtel Bellevue,1.0,LaMetro
clusters,"45.17794,5.7517",Saint-Martin-d'Hères,Houille Blanche,1.0,LaMetro
clusters,"45.21798,5.77913",Meylan,Haut-Meylan,1.0,LaMetro
clusters,"45.24179,5.75433",Corenc,Hameau de Vence,1.0,LaMetro
clusters,"45.25971,5.62608",Veurey-Voroize,Iles Cordées,1.0,LaMetro
clusters,"45.13197,5.70026",Le Pont-de-Claix,Iles de Mars,1.0,LaMetro
clusters,"45.19713,5.73662",Grenoble,Ile Verte,1.0,LaMetro
clusters,"45.14713,5.74546",Eybens,L'Iliade,1.0,LaMetro
clusters,"45.12742,5.69856",Le Pont-de-Claix,Irène Joliot-Curie,1.0,LaMetro
clusters,"45.04881,5.70664",Saint-Georges-de-Commiers,Les Isles,1.0,LaMetro
clusters,"45.19766,5.77588",Gières,Universités - IUT - UFRAPS,1.0,LaMetro
clusters,"45.06461,5.69128",Vif,Jacobins,1.0,LaMetro
clusters,"45.22103,5.79007",Meylan,Les Jaillières,1.0,LaMetro
clusters,"45.15034,5.7499",Eybens,Les Javaux,1.0,LaMetro
clusters,"45.12172,5.8144",Vaulnaveys-le-Haut,Ecole Jules Bruant,1.0,LaMetro
clusters,"45.18177,5.74518",Grenoble,Jeanne d'Arc,1.0,LaMetro
clusters,"45.18955,5.68276",Fontaine,Jean Prévost,1.0,LaMetro
clusters,"45.20854,5.75845",Meylan,Jules Flandrin,1.0,LaMetro
clusters,"45.16682,5.74175",Grenoble,Jean Racine,1.0,LaMetro
clusters,"45.19791,5.68878",Fontaine,Jules Guesde,1.0,LaMetro
clusters,"45.20658,5.74278",La Tronche,Jules Rey,1.0,LaMetro
clusters,"45.24235,5.67093",Saint-Égrève,Karben,1.0,LaMetro
clusters,"45.18652,5.68729",Fontaine,Karl Marx,1.0,LaMetro
clusters,"45.16003,5.68982",Seyssins,La Baume,1.0,LaMetro
clusters,"45.22242,5.72475",Saint-Martin-le-Vinoux,Lachal,1.0,LaMetro
clusters,"45.01277,5.61587",Le Gua,La Charrière,1.0,LaMetro
clusters,"45.17051,5.80746",Venon,La Chênaie,1.0,LaMetro
clusters,"45.17412,5.79001",Gières,La Combe,1.0,LaMetro
clusters,"45.25606,5.62814",Veurey-Voroize,La Cuche,1.0,LaMetro
clusters,"45.17542,5.79467",Venon,La Faurie,1.0,LaMetro
clusters,"45.2171,5.77634",Meylan,La Foy,1.0,LaMetro
clusters,"45.1408,5.74997",Bresson,Lagay,1.0,LaMetro
clusters,"45.1613,5.68296",Seyssins,L'Agneau,1.0,LaMetro
clusters,"45.21513,5.71914",Saint-Martin-le-Vinoux,La Gomma,1.0,LaMetro
clusters,"45.14003,5.69852",Le Pont-de-Claix,Gendarmerie,1.0,LaMetro
clusters,"45.15551,5.67222",Seyssins,Rue de la Lune,1.0,LaMetro
clusters,"45.07063,5.72713",Champ-sur-Drac,La Melle,1.0,LaMetro
clusters,"45.23799,5.68861",Saint-Égrève,La Monta,1.0,LaMetro
clusters,"45.13035,5.69975",Le Pont-de-Claix,L'Amphi,1.0,LaMetro
clusters,"45.17825,5.69178",Seyssinet-Pariset,Murailles,1.0,LaMetro
clusters,"45.14346,5.72313",Échirolles,Paul Langevin,1.0,LaMetro
clusters,"44.98916,5.62198",Le Gua,La Pierre,1.0,LaMetro
clusters,"45.1726,5.69689",Seyssinet-Pariset,La Plaine,1.0,LaMetro
clusters,"45.19709,5.67222",Fontaine,La Poya,1.0,LaMetro
clusters,"45.29462,5.76561",Sarcenas,La Prairie,1.0,LaMetro
clusters,"45.26869,5.6686",Mont-Saint-Martin,La Rivoire,1.0,LaMetro
clusters,"45.22001,5.71507",Saint-Martin-le-Vinoux,La Rivoire,1.0,LaMetro
clusters,"45.17283,5.79806",Venon,La Serralière,1.0,LaMetro
clusters,"45.20279,5.68586",Fontaine,La Sure,1.0,LaMetro
clusters,"45.03822,5.70418",Saint-Georges-de-Commiers,La Tour,1.0,LaMetro
clusters,"45.13617,5.82423",Vaulnaveys-le-Haut,La Tuilerie,1.0,LaMetro
clusters,"45.05031,5.67129",Vif,La Valonne,1.0,LaMetro
clusters,"45.17409,5.80262",Venon,La Ville,1.0,LaMetro
clusters,"45.14781,5.75116",Eybens,Le Bourg,1.0,LaMetro
clusters,"45.2059,5.77174",Meylan,Le Brêt,1.0,LaMetro
clusters,"45.16149,5.67354",Seyssins,Clinique du Dauphiné,1.0,LaMetro
clusters,"45.18186,5.78095",Gières,Le Chamandier,1.0,LaMetro
clusters,"45.17096,5.82185",Venon,Le Chapon,1.0,LaMetro
clusters,"45.1631,5.8123",Venon,Le Chenil,1.0,LaMetro
clusters,"45.20454,5.75928",Meylan,Les Léchères,1.0,LaMetro
clusters,"45.16807,5.67875",Seyssinet-Pariset,Les Combes,1.0,LaMetro
clusters,"45.14391,5.74859",Eybens,Le Crêt,1.0,LaMetro
clusters,"45.22453,5.71878",Saint-Martin-le-Vinoux,Gatinet,1.0,LaMetro
clusters,"45.21529,5.74853",La Tronche,Le Gorget,1.0,LaMetro
clusters,"45.25474,5.77111",Le Sappey-en-Chartreuse,Le Gouillat,1.0,LaMetro
clusters,"45.20969,5.66443",Sassenage,Le Gua,1.0,LaMetro
clusters,"45.02211,5.64457",Le Gua,Le Gua Mairie,1.0,LaMetro
clusters,"45.18746,5.80706",Gières,Le Japin,1.0,LaMetro
clusters,"45.16412,5.75044",Saint-Martin-d'Hères,Le Marais,1.0,LaMetro
clusters,"45.2177,5.72187",Saint-Martin-le-Vinoux,Mas Caché,1.0,LaMetro
clusters,"45.1333,5.77484",Brié-et-Angonnes,L'Enclos,1.0,LaMetro
clusters,"45.08448,5.73474",Champ-sur-Drac,Léo Lagrange,1.0,LaMetro
clusters,"45.169,5.74444",Grenoble,Léon Jouhaux,1.0,LaMetro
clusters,"45.15864,5.67447",Seyssins,Le Parlement,1.0,LaMetro
clusters,"45.17245,5.81036",Venon,Le Perroud,1.0,LaMetro
clusters,"45.11776,5.7479",Jarrie,Le Plâtre,1.0,LaMetro
clusters,"45.09398,5.79326",Vaulnaveys-le-Bas,Chemin des Cottes,1.0,LaMetro
clusters,"45.15698,5.6788",Seyssins,Le Priou,1.0,LaMetro
clusters,"45.07462,5.69959",Vif,Le Refuge,1.0,LaMetro
clusters,"45.16989,5.81322",Venon,Le Reynet,1.0,LaMetro
clusters,"45.0323,5.65546",Vif,Le Rif,1.0,LaMetro
clusters,"45.20926,5.7423",La Tronche,Le Rozan,1.0,LaMetro
clusters,"45.07547,5.7786",Vizille,Les Allas,1.0,LaMetro
clusters,"45.17821,5.74264",Grenoble,Suzanne Noël - Les Bains,1.0,LaMetro
clusters,"45.20964,5.718",Saint-Martin-le-Vinoux,Les Combes,1.0,LaMetro
clusters,"45.15689,5.6708",Seyssins,Les Côtes,1.0,LaMetro
clusters,"45.1593,5.71376",Grenoble,Les Essarts,1.0,LaMetro
clusters,"45.01439,5.61354",Le Gua,Les Faures,1.0,LaMetro
clusters,"45.20589,5.71784",Saint-Martin-le-Vinoux,Les Fauvettes,1.0,LaMetro
clusters,"45.07716,5.76858",Vizille,Les Forges,1.0,LaMetro
clusters,"45.1841,5.69716",Seyssinet-Pariset,Les Iles,1.0,LaMetro
