geo_shape
"{""type"":""LineString"",""coordinates"":[[5.759133,45.200516],[5.759202,45.200536],[5.759599,45.200654],[5.759811,45.200712],[5.760423,45.200868],[5.763658,45.201452],[5.766065,45.20188],[5.7674,45.202102],[5.768984,45.202328],[5.775761,45.203252],[5.779013,45.203718],[5.78082,45.203986],[5.78273,45.204282],[5.786639,45.204931],[5.788894,45.205352],[5.791214,45.20582],[5.792729,45.206143],[5.795748,45.20684],[5.796607,45.207052],[5.798012,45.207417],[5.799464,45.207819],[5.801025,45.208266],[5.802559,45.208797],[5.804111,45.209378],[5.80566,45.210031],[5.806707,45.2105],[5.806959,45.210619],[5.807838,45.211064],[5.809021,45.211698],[5.810247,45.212399],[5.811507,45.21319],[5.812169,45.213644],[5.812316,45.213745],[5.812734,45.214032],[5.813748,45.214792],[5.814733,45.215595],[5.816133,45.216857],[5.816331,45.217047],[5.817444,45.218139],[5.818522,45.219274],[5.820042,45.220893],[5.821157,45.222064],[5.822231,45.223178],[5.823564,45.224528],[5.824741,45.225652],[5.826049,45.226893],[5.827213,45.227936],[5.828323,45.228869],[5.829307,45.229686],[5.830353,45.230524],[5.83153,45.231429],[5.832661,45.232265],[5.833785,45.233067],[5.834903,45.233825],[5.836237,45.234695],[5.837545,45.235516],[5.838609,45.236132],[5.839628,45.236675],[5.840631,45.237202],[5.841705,45.237724],[5.842924,45.238292],[5.844196,45.238829],[5.84548,45.239344],[5.847752,45.240158],[5.848739,45.240491],[5.849912,45.240856],[5.852606,45.241636],[5.855492,45.242424],[5.857701,45.243062],[5.859833,45.243718],[5.860947,45.244094],[5.861896,45.244424],[5.86401,45.245207],[5.865582,45.245853],[5.866302,45.246144],[5.867457,45.246654],[5.86916,45.247456],[5.870481,45.248111],[5.871754,45.248764],[5.872878,45.249375],[5.874339,45.25021],[5.875522,45.250934],[5.876662,45.25166],[5.877798,45.25241],[5.878894,45.253162],[5.879997,45.253938],[5.881152,45.254787],[5.883241,45.256381],[5.885701,45.258323],[5.888139,45.260342],[5.890364,45.262199],[5.892654,45.264248],[5.89466,45.265987],[5.895253,45.266538],[5.896054,45.267261],[5.896825,45.267981],[5.898426,45.269505],[5.900906,45.271685],[5.902122,45.273003],[5.903133,45.274219],[5.905352,45.276524],[5.90725,45.27857],[5.909012,45.280514],[5.910806,45.282561],[5.912485,45.284515],[5.91431,45.286713],[5.916079,45.288919],[5.918458,45.292001],[5.919863,45.293905],[5.921163,45.295695],[5.922707,45.297899],[5.92509,45.301478],[5.926201,45.303042],[5.927264,45.304502],[5.928512,45.306044],[5.929632,45.307333],[5.930797,45.308574],[5.931806,45.309593],[5.932838,45.31057],[5.934146,45.311733],[5.935384,45.312764],[5.937736,45.314577],[5.940725,45.316675],[5.943901,45.318752],[5.94675,45.320674],[5.948993,45.322271],[5.950124,45.323119],[5.951186,45.323959],[5.953266,45.325732],[5.954277,45.326666],[5.954981,45.327337],[5.956524,45.328926],[5.957929,45.330503],[5.959307,45.332212],[5.96063,45.33399],[5.961723,45.335653],[5.962462,45.336883],[5.963163,45.33813],[5.963663,45.339106],[5.96413,45.340069],[5.964529,45.34099],[5.964895,45.341838],[5.965398,45.343182],[5.965765,45.344283],[5.966084,45.345317],[5.966524,45.34693],[5.967116,45.349197],[5.968353,45.353836],[5.969334,45.357012],[5.970374,45.359968],[5.971742,45.363328],[5.973515,45.36727],[5.975376,45.371089],[5.977851,45.375726],[5.97786,45.375742],[5.97915,45.378014],[5.98041,45.380177],[5.981954,45.382678],[5.983502,45.385102],[5.985339,45.387886],[5.98952,45.394151],[5.99262,45.398743],[5.994593,45.401613],[5.9958,45.403286],[5.996528,45.40435],[5.997234,45.405427],[5.997856,45.406491],[5.998357,45.407524],[5.998754,45.408513],[5.999075,45.409486],[5.999297,45.410466],[5.999441,45.411463],[5.99951,45.412301],[5.999516,45.41336],[5.999456,45.414203],[5.99933,45.415105],[5.999155,45.415977],[5.99895,45.416903],[5.998425,45.418762],[5.998239,45.419556],[5.99814,45.42],[5.998001,45.420801],[5.997922,45.421397],[5.997888,45.421782],[5.997869,45.422191],[5.997877,45.422771],[5.997927,45.423776],[5.998073,45.424876],[5.998308,45.425819],[5.998668,45.426959],[5.999259,45.428301],[6.000114,45.429949],[6.001264,45.431945],[6.001801,45.43292],[6.002345,45.434005],[6.002719,45.434846],[6.002944,45.43544],[6.003071,45.43578],[6.003137,45.435958],[6.003385,45.436785],[6.003629,45.437846],[6.003752,45.438791],[6.003824,45.439723],[6.00382,45.440552],[6.003772,45.441357],[6.003645,45.442682],[6.003381,45.444884],[6.003276,45.446186],[6.003267,45.447076],[6.003341,45.448198],[6.003511,45.449344],[6.003767,45.45038],[6.004096,45.451403],[6.00452,45.452383],[6.00488,45.453122],[6.005485,45.45419],[6.006587,45.455816]]}"
"{""type"":""LineString"",""coordinates"":[[6.002947,45.435801],[6.002814,45.435466],[6.002596,45.434892],[6.002215,45.434046],[6.001684,45.43298],[6.001138,45.431972],[6.000005,45.429998],[5.999104,45.428323],[5.998503,45.426982],[5.99813,45.42581],[5.997899,45.424891],[5.997729,45.423775],[5.997718,45.423167],[5.997705,45.422449],[5.997741,45.421721],[5.997848,45.420782],[5.998039,45.419754],[5.998284,45.418722],[5.998717,45.416829],[5.998941,45.41594],[5.999114,45.415076],[5.999228,45.41416],[5.999303,45.413319],[5.999302,45.412285],[5.999237,45.411458],[5.999093,45.410462],[5.998883,45.409519],[5.998578,45.408521],[5.998212,45.407588],[5.997715,45.406539],[5.997088,45.40547],[5.996402,45.404408],[5.995673,45.403351],[5.99445,45.401654],[5.992477,45.39881],[5.989397,45.394253],[5.98518,45.387976],[5.98333,45.385186],[5.981801,45.38276],[5.98025,45.380249],[5.978982,45.378088],[5.977716,45.375832],[5.975237,45.371167],[5.973348,45.367339],[5.971578,45.363375],[5.970183,45.359964],[5.969166,45.357056],[5.968139,45.353829],[5.966887,45.349203],[5.966317,45.346957],[5.965856,45.345347],[5.96554,45.344272],[5.965205,45.343243],[5.964692,45.34189],[5.964329,45.341014],[5.963924,45.340117],[5.963479,45.33918],[5.962987,45.338198],[5.962294,45.336948],[5.961552,45.335732],[5.960478,45.334101],[5.959151,45.332281],[5.95778,45.330581],[5.956393,45.32902],[5.954899,45.32748],[5.954153,45.326772],[5.953164,45.32586],[5.951066,45.324056],[5.950014,45.323229],[5.948889,45.322371],[5.94668,45.320805],[5.943846,45.318907],[5.940607,45.316771],[5.937617,45.31469],[5.935272,45.312886],[5.934013,45.31184],[5.932708,45.31066],[5.931683,45.309715],[5.930679,45.308716],[5.929495,45.307444],[5.928323,45.306108],[5.927117,45.304623],[5.926026,45.303133],[5.924922,45.301548],[5.922566,45.298037],[5.920994,45.295776],[5.919699,45.293972],[5.918301,45.292083],[5.915934,45.28902],[5.914182,45.286799],[5.912381,45.284648],[5.910668,45.282641],[5.908884,45.280606],[5.907102,45.278642],[5.905258,45.27665],[5.902968,45.274292],[5.900573,45.271876],[5.898243,45.269581],[5.895123,45.266674],[5.891825,45.263742],[5.890219,45.262332],[5.888055,45.26046],[5.885563,45.258423],[5.883799,45.257016],[5.883132,45.256484],[5.882892,45.256302],[5.880907,45.254795],[5.879883,45.254043],[5.878809,45.253294],[5.877698,45.252529],[5.876559,45.251775],[5.876172,45.25153],[5.875417,45.251053],[5.874234,45.250332],[5.872796,45.249498],[5.871701,45.248897],[5.87041,45.248216],[5.869099,45.247558],[5.867431,45.246783],[5.866256,45.246268],[5.865513,45.245961],[5.86397,45.245327],[5.861863,45.244534],[5.860923,45.244201],[5.859805,45.243828],[5.857673,45.243174],[5.855469,45.24254],[5.852594,45.241745],[5.849881,45.240973],[5.848722,45.240614],[5.847701,45.240282],[5.846613,45.239911],[5.845419,45.23947],[5.844156,45.238965],[5.842863,45.238413],[5.841633,45.237858],[5.840548,45.23732],[5.839544,45.236794],[5.838525,45.236231],[5.83746,45.235619],[5.83614,45.234805],[5.834835,45.233963],[5.833695,45.233194],[5.832545,45.232375],[5.83143,45.231533],[5.830251,45.23063],[5.82919,45.229786],[5.828231,45.229015],[5.827111,45.228055],[5.825973,45.227044],[5.824617,45.225765],[5.823437,45.224613],[5.822109,45.223278],[5.821047,45.222182],[5.819927,45.220983],[5.818854,45.219856],[5.817321,45.218222],[5.816196,45.217129],[5.815972,45.216926],[5.814632,45.215706],[5.813648,45.214899],[5.812634,45.214139],[5.812238,45.213873],[5.812098,45.213771],[5.811427,45.213302],[5.810189,45.212516],[5.808943,45.21181],[5.80774,45.211165],[5.806857,45.210729],[5.806613,45.210614],[5.805561,45.210134],[5.804053,45.209512],[5.802503,45.208932],[5.800979,45.208417],[5.799408,45.207928],[5.797974,45.207526],[5.797167,45.207321],[5.794837,45.206745],[5.792674,45.206255],[5.791563,45.206025],[5.78883,45.205466],[5.786616,45.205068],[5.782558,45.2044],[5.780811,45.204117],[5.779018,45.203853],[5.775726,45.203391],[5.769013,45.202463],[5.767378,45.202253],[5.76602,45.202059],[5.764836,45.201846],[5.763624,45.20165],[5.762487,45.201449],[5.761346,45.201261],[5.760721,45.201138],[5.760303,45.201047],[5.759776,45.200957],[5.759568,45.200932],[5.759369,45.200922],[5.759237,45.200913],[5.759038,45.200905]]}"
"{""type"":""LineString"",""coordinates"":[[5.791591,45.206022],[5.787632,45.20538],[5.78721,45.205371],[5.786701,45.205447],[5.785131,45.205827],[5.784764,45.205826],[5.784336,45.205751],[5.784009,45.205614],[5.783767,45.205449],[5.783566,45.205279],[5.78343,45.205093],[5.783302,45.204849],[5.783212,45.20468],[5.782847,45.204027],[5.782355,45.203136],[5.782233,45.202907],[5.781619,45.201787],[5.781119,45.200903],[5.780938,45.200575],[5.780763,45.200234],[5.780649,45.199927],[5.78058,45.199696],[5.780536,45.199453],[5.780516,45.199232],[5.780514,45.199001],[5.780531,45.198749],[5.780581,45.198481],[5.780643,45.198257],[5.780748,45.197986],[5.781475,45.196454],[5.781719,45.195793],[5.781857,45.195324],[5.781917,45.194951],[5.781976,45.194541],[5.782015,45.194116],[5.782034,45.193569],[5.782007,45.192192],[5.781966,45.190744],[5.781953,45.190296],[5.781904,45.189255],[5.781855,45.188513],[5.781798,45.188104],[5.78172,45.18761],[5.781712,45.187569],[5.781623,45.18721],[5.781523,45.186801],[5.781362,45.18627],[5.781208,45.185848],[5.781026,45.185428],[5.780802,45.184969],[5.780284,45.184088],[5.779951,45.183566],[5.779925,45.183529],[5.779495,45.182938],[5.779435,45.182869],[5.778836,45.182185],[5.778687,45.182033],[5.778497,45.181825],[5.778089,45.181423],[5.777627,45.181015],[5.77703,45.180532],[5.776422,45.180087],[5.775677,45.179585],[5.77484,45.179088],[5.774131,45.178697],[5.773568,45.178397],[5.770259,45.176781],[5.769021,45.176127],[5.767872,45.175496],[5.766596,45.174674],[5.76595,45.174252],[5.765333,45.173818],[5.764818,45.173431],[5.764236,45.172971],[5.763266,45.172167],[5.76257,45.171526],[5.761857,45.170836],[5.761214,45.170169],[5.760562,45.169449],[5.759865,45.168646],[5.758092,45.166605],[5.757352,45.1658],[5.756455,45.164911],[5.75472,45.163275],[5.752574,45.161303],[5.749578,45.158516],[5.747935,45.157028],[5.747459,45.156604],[5.747027,45.156253],[5.746525,45.155862],[5.745864,45.155388],[5.744979,45.154809],[5.74423,45.154386],[5.743004,45.153726],[5.741766,45.15315],[5.741074,45.152853],[5.740406,45.152598],[5.739798,45.152387],[5.738829,45.152055],[5.737948,45.151784],[5.737039,45.151565],[5.736181,45.151361],[5.735535,45.15124],[5.734886,45.151124],[5.733957,45.150989],[5.733035,45.150873],[5.73196,45.150786],[5.730956,45.150738],[5.730025,45.150717],[5.729281,45.150713],[5.728264,45.150746],[5.727635,45.150773],[5.726847,45.15083],[5.725698,45.150945],[5.724474,45.151128],[5.723344,45.151344],[5.722521,45.151508],[5.720675,45.151886],[5.71922,45.152125],[5.718818,45.152192],[5.718422,45.152296],[5.718069,45.152395],[5.717735,45.152511],[5.71741,45.152647],[5.717144,45.15279],[5.71686,45.152949],[5.71659,45.153148],[5.716118,45.153518],[5.7148,45.154695],[5.714179,45.155286],[5.71383,45.155668],[5.713482,45.1561],[5.712782,45.156942],[5.71251,45.157209],[5.711907,45.157648],[5.711618,45.157818],[5.711226,45.158016],[5.710741,45.158223],[5.710014,45.158474],[5.709484,45.158602],[5.708973,45.158696],[5.708456,45.158732],[5.707103,45.158766],[5.705957,45.158756],[5.705338,45.158753],[5.704743,45.158735],[5.704277,45.158739],[5.703724,45.158753],[5.703198,45.158806],[5.703011,45.158846],[5.702728,45.158958],[5.702053,45.159351],[5.7018,45.159575],[5.701719,45.159688],[5.701663,45.159822],[5.701637,45.160091],[5.701639,45.160301]]}"
"{""type"":""LineString"",""coordinates"":[[5.701575,45.163425],[5.701443,45.162485],[5.701375,45.16206],[5.701281,45.161694],[5.701141,45.161321],[5.700518,45.159941],[5.700107,45.159013],[5.699965,45.158635],[5.69988,45.15837],[5.699866,45.158244],[5.699864,45.158159],[5.699873,45.158068],[5.699902,45.157976],[5.699967,45.157869],[5.700072,45.157759],[5.700173,45.15768],[5.700258,45.157618],[5.700376,45.157565],[5.70049,45.157524],[5.700648,45.157488],[5.700767,45.157468],[5.700885,45.157462],[5.701038,45.157469],[5.701194,45.157488],[5.701323,45.157523],[5.701543,45.157596],[5.70183,45.157728],[5.702591,45.158126],[5.702869,45.158272],[5.703199,45.158385],[5.703587,45.15849],[5.704036,45.158566],[5.704741,45.158637],[5.706254,45.158649],[5.707419,45.158671],[5.708439,45.158633],[5.708949,45.158573],[5.709454,45.158484],[5.709964,45.158366],[5.710703,45.158111],[5.711112,45.157934],[5.711538,45.157727],[5.711804,45.157549],[5.712067,45.157356],[5.712388,45.157098],[5.712934,45.156524],[5.713364,45.156014],[5.713712,45.155586],[5.714058,45.155204],[5.714669,45.154589],[5.716028,45.153423],[5.716502,45.153048],[5.716784,45.152854],[5.717072,45.152685],[5.717339,45.152556],[5.717677,45.152406],[5.718029,45.152269],[5.718358,45.152163],[5.718769,45.152057],[5.719198,45.151968],[5.720611,45.151714],[5.721823,45.151483],[5.723324,45.151201],[5.72446,45.15101],[5.725682,45.150829],[5.726828,45.150712],[5.727636,45.150651],[5.728266,45.150619],[5.729293,45.150593],[5.730036,45.150599],[5.730979,45.150623],[5.731969,45.15067],[5.733063,45.15076],[5.733977,45.150864],[5.734901,45.151001],[5.735567,45.151116],[5.736196,45.151245],[5.737056,45.151441],[5.737965,45.15166],[5.738882,45.151934],[5.739821,45.152259],[5.740441,45.152474],[5.741115,45.152732],[5.741839,45.153032],[5.743087,45.153615],[5.744661,45.154459],[5.745015,45.154676],[5.745369,45.154883],[5.745942,45.155264],[5.746625,45.155735],[5.747123,45.156085],[5.747583,45.156455],[5.748283,45.157104],[5.748829,45.157615],[5.750367,45.159045],[5.750678,45.159335],[5.752503,45.161033],[5.752683,45.1612],[5.753224,45.161672],[5.753814,45.162206],[5.753855,45.162244],[5.754594,45.162957],[5.754616,45.162977],[5.755375,45.163716],[5.756552,45.164806],[5.757449,45.165698],[5.758252,45.166538],[5.759393,45.167859],[5.760636,45.169237],[5.761388,45.170096],[5.761984,45.170728],[5.762708,45.171439],[5.763394,45.172035],[5.764383,45.17287],[5.764942,45.173338],[5.765479,45.173729],[5.76603,45.174131],[5.76667,45.174567],[5.767924,45.175371],[5.769085,45.176024],[5.770303,45.176669],[5.773714,45.178371],[5.774275,45.178656],[5.774913,45.179008],[5.775732,45.179493],[5.776494,45.180003],[5.777105,45.180445],[5.777717,45.180934],[5.778191,45.181353],[5.77862,45.181761],[5.778837,45.181984],[5.779,45.182153],[5.779667,45.182933],[5.780126,45.183596],[5.780456,45.18412],[5.780934,45.184913],[5.781155,45.185373],[5.781336,45.185805],[5.781501,45.186241],[5.781664,45.186777],[5.781767,45.187206],[5.781837,45.187538],[5.781872,45.1877],[5.781937,45.188078],[5.781994,45.188499],[5.782052,45.189246],[5.782102,45.190295],[5.782114,45.190693],[5.78215,45.192075],[5.782174,45.193568],[5.782154,45.19413],[5.782114,45.194546],[5.782059,45.194956],[5.781983,45.19534],[5.781839,45.19585],[5.781589,45.196542],[5.780904,45.19805],[5.780806,45.198299],[5.780742,45.198508],[5.780686,45.198762],[5.780657,45.199006],[5.780656,45.199246],[5.780672,45.19945],[5.780712,45.199683],[5.78078,45.199912],[5.780879,45.20019],[5.781035,45.200513],[5.781231,45.200853],[5.781449,45.201245],[5.781771,45.201818],[5.782298,45.202584],[5.782462,45.202862],[5.782609,45.203087],[5.782773,45.203314],[5.782986,45.203555],[5.78317,45.203729],[5.783374,45.203891],[5.783634,45.204045],[5.783905,45.204177],[5.784192,45.204286],[5.784637,45.204423],[5.785189,45.204552],[5.786624,45.204831],[5.788908,45.205228],[5.790451,45.205534],[5.791512,45.205755],[5.794182,45.206351],[5.796797,45.206972],[5.797151,45.207071],[5.798036,45.207319],[5.798746,45.207524],[5.799474,45.207752],[5.801025,45.208266]]}"
"{""type"":""LineString"",""coordinates"":[[5.675738,45.218058],[5.677111,45.217246],[5.678399,45.216541],[5.680414,45.215552],[5.68141,45.215058],[5.681739,45.214887],[5.682143,45.214666],[5.682539,45.214425],[5.682665,45.21435],[5.683148,45.214007],[5.683361,45.213836],[5.683591,45.213632],[5.683869,45.213353],[5.684125,45.213055],[5.684279,45.212854],[5.684482,45.212573],[5.684627,45.212339],[5.684776,45.212089],[5.685256,45.211107],[5.686041,45.209541],[5.686312,45.209039],[5.686509,45.208712],[5.686756,45.208346],[5.68697,45.208052],[5.687236,45.207725],[5.687479,45.207443],[5.687924,45.207003],[5.688352,45.206625],[5.689021,45.206089],[5.689732,45.20557],[5.690445,45.205076],[5.693346,45.20307],[5.696247,45.201035],[5.699792,45.198571],[5.70038,45.19814],[5.700748,45.197832],[5.70112,45.197494],[5.701468,45.197129],[5.701675,45.196882],[5.7019,45.196592],[5.702171,45.19615],[5.702408,45.195629],[5.702564,45.195184],[5.702686,45.194685],[5.702755,45.194312],[5.702774,45.194129],[5.702806,45.193851],[5.70283,45.193305],[5.702821,45.192786],[5.702798,45.192059],[5.702722,45.190682],[5.702667,45.189741],[5.702627,45.189155],[5.702568,45.187864],[5.702488,45.185118],[5.702474,45.184453],[5.702407,45.182244],[5.702396,45.181319],[5.702381,45.180442],[5.702364,45.180087],[5.702321,45.179177],[5.702281,45.17827],[5.702207,45.177199],[5.702135,45.176148],[5.701942,45.171487],[5.701889,45.170442],[5.701782,45.168822],[5.701719,45.166725],[5.701625,45.164493],[5.701575,45.163425],[5.701487,45.161409],[5.701444,45.160609],[5.70142,45.159949],[5.701396,45.159623],[5.701352,45.159305],[5.701248,45.158872],[5.701185,45.158688],[5.701165,45.15863],[5.70106,45.158407],[5.700755,45.157894],[5.700354,45.15735],[5.700101,45.157016],[5.699818,45.156652],[5.699623,45.156364],[5.699135,45.155574],[5.697368,45.151886],[5.6971,45.151284],[5.696902,45.15085],[5.696616,45.150225],[5.696455,45.149881],[5.69445,45.145616],[5.692624,45.141753],[5.692436,45.141367],[5.691604,45.139564],[5.691483,45.139343],[5.691363,45.139064],[5.69098,45.138147],[5.690746,45.13751],[5.690568,45.13683],[5.690249,45.135084],[5.690141,45.134426],[5.690051,45.13386],[5.69002,45.133501],[5.690001,45.132831],[5.690014,45.132612],[5.690024,45.132521],[5.690059,45.132222],[5.690101,45.131936],[5.690179,45.131569],[5.690295,45.131141],[5.69056,45.130266],[5.690677,45.129897],[5.690786,45.129534],[5.690861,45.129268],[5.690938,45.128915],[5.690978,45.128674],[5.691009,45.128383],[5.691022,45.128121],[5.691016,45.127846],[5.691002,45.127669],[5.690968,45.127408],[5.690922,45.127172],[5.690847,45.126888],[5.690732,45.126569],[5.690654,45.12637],[5.690494,45.12603],[5.689818,45.124805],[5.68939,45.124104],[5.688579,45.122679],[5.686555,45.119644],[5.685703,45.118309],[5.684749,45.116864],[5.683776,45.11539],[5.683344,45.114731],[5.683019,45.114155],[5.682587,45.113324],[5.682289,45.112614],[5.681931,45.111875],[5.681622,45.111338],[5.681242,45.110799]]}"
"{""type"":""LineString"",""coordinates"":[[5.682842,45.113341],[5.683169,45.11405],[5.683536,45.114681],[5.683926,45.115331],[5.684869,45.116752],[5.685561,45.117798],[5.686172,45.118739],[5.686771,45.11963],[5.687633,45.120873],[5.688033,45.121466],[5.688479,45.122068],[5.688793,45.122545],[5.689085,45.123026],[5.689356,45.123637],[5.689609,45.124097],[5.689911,45.124688],[5.6906,45.125935],[5.690865,45.126523],[5.691001,45.126895],[5.691121,45.127342],[5.691184,45.127682],[5.691198,45.128141],[5.691192,45.128595],[5.691142,45.128958],[5.69102,45.129421],[5.690747,45.130289],[5.690352,45.131628],[5.690223,45.132533],[5.690195,45.132991],[5.690225,45.133551],[5.690316,45.134264],[5.69047,45.135046],[5.690783,45.136811],[5.690924,45.137465],[5.691108,45.138114],[5.691258,45.138474],[5.691632,45.13935],[5.691727,45.139575],[5.692546,45.141339],[5.694561,45.145566],[5.695164,45.14683],[5.696622,45.14989],[5.696764,45.15019],[5.697279,45.151278],[5.697557,45.151861],[5.697862,45.152481],[5.699332,45.155526],[5.699509,45.155876],[5.699683,45.156176],[5.699847,45.156438],[5.700042,45.156715],[5.700221,45.156957],[5.70047,45.157305],[5.700871,45.157858],[5.701217,45.158401],[5.701327,45.158604],[5.701349,45.158657],[5.701418,45.158825],[5.701549,45.159269],[5.701593,45.159524],[5.70162,45.159805],[5.701628,45.160193],[5.701653,45.161404],[5.70185,45.166208],[5.701937,45.168767],[5.701988,45.170149],[5.702054,45.171476],[5.702217,45.175206],[5.702262,45.176247],[5.702323,45.177196],[5.702396,45.178272],[5.702437,45.179182],[5.70247,45.180085],[5.702514,45.181338],[5.702594,45.182244],[5.702602,45.182511],[5.702563,45.183311],[5.702579,45.184034],[5.702646,45.185937],[5.702729,45.187878],[5.702789,45.189144],[5.702875,45.190679],[5.702948,45.192038],[5.70298,45.192769],[5.702978,45.193321],[5.70296,45.193833],[5.702915,45.194326],[5.702843,45.194705],[5.702721,45.195202],[5.702553,45.195682],[5.702322,45.1962],[5.702187,45.19642],[5.702035,45.196642],[5.701871,45.196898],[5.701641,45.1972],[5.701296,45.197558],[5.700889,45.197931],[5.700477,45.198271],[5.699858,45.198704],[5.696372,45.201131],[5.693442,45.203185],[5.690527,45.205185],[5.689792,45.205695],[5.688953,45.20631],[5.688461,45.2067],[5.688035,45.207078],[5.687582,45.207549],[5.687321,45.207837],[5.686852,45.208428],[5.686627,45.208768],[5.686414,45.209106],[5.686142,45.209607],[5.685443,45.211054],[5.684916,45.212123],[5.684819,45.212289],[5.684544,45.21274],[5.684383,45.212965],[5.684304,45.213071],[5.684083,45.21335],[5.683877,45.213566],[5.683719,45.213725],[5.68349,45.213923],[5.683237,45.214138],[5.682789,45.214473],[5.682227,45.214821],[5.678349,45.216802],[5.676176,45.218057]]}"
"{""type"":""LineString"",""coordinates"":[[5.672897,45.220586],[5.673925,45.219505],[5.67482,45.218769],[5.676476,45.217504],[5.678856,45.215911],[5.679172,45.215707],[5.680573,45.214818],[5.681189,45.214443],[5.681737,45.214107],[5.683048,45.213454],[5.683915,45.213076],[5.684803,45.212696],[5.685464,45.212475],[5.685949,45.212312],[5.68693,45.21204],[5.688151,45.211758],[5.689121,45.211567],[5.690539,45.211331],[5.691894,45.211118],[5.692384,45.211041],[5.694395,45.210731],[5.695344,45.210562],[5.69628,45.210346],[5.697317,45.210079],[5.697734,45.209972],[5.698799,45.20967],[5.69989,45.209301],[5.700798,45.208969],[5.7017,45.208616],[5.703308,45.20797],[5.706094,45.206842],[5.707075,45.206447],[5.707842,45.206149],[5.709355,45.205624],[5.71003,45.205396],[5.710463,45.205244],[5.710817,45.205065],[5.711155,45.204907],[5.711397,45.204765],[5.711735,45.204536],[5.713869,45.202918],[5.714751,45.202198],[5.715205,45.201813],[5.7156,45.201442],[5.715796,45.201222],[5.715984,45.200949],[5.71618,45.200597],[5.716313,45.200307],[5.71637,45.200099],[5.716418,45.199767],[5.716415,45.199493],[5.716387,45.199236],[5.716316,45.198918],[5.716228,45.198579],[5.715973,45.197836],[5.715867,45.19741],[5.715828,45.19708],[5.715823,45.196856],[5.715828,45.196639],[5.715852,45.196432],[5.715908,45.196165],[5.715995,45.195889],[5.716107,45.195631],[5.716245,45.195361],[5.716412,45.195096],[5.716599,45.194838],[5.716796,45.194616],[5.717003,45.194415],[5.71719,45.194254],[5.717383,45.194123],[5.717628,45.193976],[5.717798,45.193896],[5.717911,45.193846],[5.717973,45.193815],[5.718192,45.193753],[5.71842,45.193693]]}"
"{""type"":""LineString"",""coordinates"":[[5.718493,45.193967],[5.718291,45.193892],[5.718173,45.193878],[5.718088,45.19388],[5.718022,45.193894],[5.717883,45.193949],[5.71775,45.194008],[5.717582,45.194091],[5.717446,45.194183],[5.7173,45.194282],[5.7171,45.194467],[5.716864,45.19469],[5.716713,45.194877],[5.716522,45.195128],[5.716352,45.1954],[5.716223,45.195653],[5.716119,45.195907],[5.716036,45.196175],[5.715978,45.19644],[5.715954,45.196637],[5.715944,45.196852],[5.715956,45.197082],[5.716015,45.197403],[5.716122,45.197827],[5.716376,45.198564],[5.716469,45.198916],[5.716517,45.199222],[5.71655,45.1995],[5.716548,45.199793],[5.716487,45.200119],[5.716429,45.20037],[5.716323,45.200603],[5.716122,45.200974],[5.715915,45.201251],[5.715728,45.201469],[5.715546,45.201659],[5.715272,45.201913],[5.71483,45.202277],[5.713966,45.202947],[5.712043,45.204436],[5.711558,45.204774],[5.71111,45.205041],[5.710748,45.205211],[5.710001,45.205483],[5.708685,45.205948],[5.708158,45.20613],[5.707777,45.206271],[5.70693,45.206604],[5.706077,45.206978],[5.703382,45.208069],[5.701757,45.208742],[5.700855,45.209105],[5.699945,45.209449],[5.698255,45.210046],[5.697393,45.210335],[5.695854,45.210776],[5.694327,45.211153],[5.693008,45.211438],[5.691669,45.211731],[5.689983,45.212077],[5.688405,45.212453],[5.687701,45.212656],[5.686913,45.212907],[5.685614,45.213403],[5.684261,45.214005],[5.680488,45.215705],[5.67693,45.217549],[5.674714,45.219099],[5.673074,45.22064]]}"
