plaspe_id,plaspe_type_nom,adresse,plaspe_barrette_id,plaspe_datecre,plaspe_peint_date,plaspe_arrete_num,plaspe_sign_horiz_etat,plaspe_sign_vert_etat,geo_point_2d
308,PMR,"60 Avenue Jeanne d'Arc",2093,20080717000000,,,Absent,"Bon Etat","45.181167907373386,5.744837332515336"
128,PMR,"14 Rue des Fleurs",5062,20080717000000,,,"Bon Etat","Bon Etat","45.19957933151171,5.7379405690311955"
3500,PMR,"13 Quai Jongkind",6285,20230301000000,,,Dégradé,"Bon Etat","45.20169668063182,5.737815774689239"
837,Livraison,"29 Rue Champollion",5112,20230316000000,,,"Bon Etat","Bon Etat","45.18655685536329,5.732193305003062"
1108,PMR,"2 Place Paul Vallier (Paul Gariboldy)",6606,20111003000000,,,"Bon Etat","Bon Etat","45.18647439085889,5.7325215747962"
1107,Livraison,"2 Place Paul Vallier (Paul Gariboldy)",6606,20111003000000,,,"Bon Etat","Bon Etat","45.18646040274248,5.7324852206714185"
186,PMR,"17 Rue de Strasbourg",6654,20080717000000,,,"Bon Etat","Bon Etat","45.186564207947114,5.731924559482192"
3901,Livraison,"16 Boulevard Jean Pain",6657,20230405000000,,,"Bon Etat","Bon Etat","45.1857644338871,5.732803106862856"
1124,Livraison,"16 Boulevard Jean Pain",6657,20111006000000,,,Dégradé,"Bon Etat","45.185795489413046,5.732881345869273"
791,Livraison,"40 BIS Rue Gabriel Péri",136,20230426000000,,,"Bon Etat","Bon Etat","45.186644206961816,5.716932080436824"
4054,Livraison,"3 Rue Pierre Sémard",7065,20230425000000,,,"Bon Etat","Bon Etat","45.18858837279302,5.71464167106832"
808,Livraison,"3 Rue Pierre Sémard",7065,20230425000000,,,"Bon Etat","Bon Etat","45.188646972071744,5.714627412445305"
71,PMR,"3 Rue Pierre Sémard",7065,20080717000000,,,Dégradé,"Bon Etat","45.18852548173384,5.7146740676508285"
4047,"Vélos électriques et trotinettes en libre-service","20 Rue Pierre Sémard",2044,20230425000000,,,"Bon Etat",,"45.19084551876578,5.712063697479989"
303,PMR,"23 BIS Chemin du Chapitre",,20080717000000,,,"Bon Etat","Bon Etat","45.17418675362141,5.740895470247496"
302,PMR,"24 Rue Émile Romanet",,20080717000000,,,"Bon Etat","Bon Etat","45.174484706480456,5.741414962856222"
1370,"Dépose minute","3 Rue de la Station Ponsard",,20120910000000,,,,,"45.176073751257555,5.737889343270486"
3831,PMR,"12 Rue Simon Nora",2952,20230404000000,,,"Bon Etat","Bon Etat","45.18245149685384,5.725892252649586"
1792,PMR,"12 Rue Simon Nora",2952,20101201000000,,,"Bon Etat","Bon Etat","45.182423436798715,5.725911147970578"
2585,Livraison,"2 Quai Mounier",304,20131212000000,,,Dégradé,"Bon Etat","45.195364953849534,5.729725812578774"
3473,PMR,"37 Rue René Thomas",6212,20230227000000,,,"Bon Etat","Bon Etat","45.1896188353574,5.708025365562242"
3692,Livraison,"10 Rue Lesdiguières",6634,20230322000000,,,Dégradé,"Bon Etat","45.1878831107685,5.729331418518973"
3691,Livraison,"10 Rue Lesdiguières",6634,20230322000000,,,Dégradé,"Bon Etat","45.18790106740357,5.729380143738139"
3690,"Transport de fond","6 Rue Lesdiguières",421,20230322000000,,,"Bon Etat",Absent,"45.188219613606115,5.730263464652804"
1245,"Transport de fond","6 Rue Lesdiguières",421,20120405000000,,,"Bon Etat",Absent,"45.188186910602894,5.7301751271118855"
306,PMR,"13 Rue Gaston Letonnelier",4813,20080717000000,,,"Bon Etat","Bon Etat","45.17091464748048,5.7434795833049925"
3530,"Vélos électriques et trotinettes en libre-service","61 Rue de Mortillet",6463,20230310000000,,,"Bon Etat",,"45.19732131390337,5.734121147421313"
771,Livraison,"53 Cours Berriat",127,20230426000000,,,Dégradé,"Bon Etat","45.18812882262408,5.716698254485546"
3675,Livraison,"6 Rue Dominique Villars",455,20230322000000,,,"Bon Etat","Bon Etat","45.19042865502696,5.733272956040866"
3674,Livraison,"6 Rue Dominique Villars",455,20230322000000,,,"Bon Etat","Bon Etat","45.19046807980701,5.733240431762242"
1070,PMR,"6 Rue Dominique Villars",454,20111003000000,,,Dégradé,"Bon Etat","45.190445071004206,5.733340440722103"
4161,Livraison,"10 Rue Arago",7159,20230428000000,,,"Bon Etat","Bon Etat","45.19514769309263,5.713989962862023"
769,Livraison,"7 BIS Rue Arago",3339,20230428000000,,,Dégradé,"Bon Etat","45.194894224529115,5.7142292078606145"
3705,PMR,"4 Rue Charles Tartari",476,20230323000000,,,"Bon Etat","Bon Etat","45.18693641758558,5.729767735812815"
4170,Taxi,"16 Rue de l'Isère",7164,20230428000000,,,"Bon Etat","Bon Etat","45.19208689251023,5.715253309017368"
4169,Taxi,"16 Rue de l'Isère",7164,20230428000000,,,"Bon Etat","Bon Etat","45.19207446716594,5.715200493815869"
4155,Livraison,"20 BIS Rue Émile Gueymard",7150,20230428000000,,,"Bon Etat","Bon Etat","45.19262687950009,5.714752756461643"
4156,Livraison,"24 Rue Émile Gueymard",7151,20230428000000,,,"Bon Etat","Bon Etat","45.192920826306306,5.7146144756493396"
39,PMR,"24 Rue Émile Gueymard",7151,20130607000000,,,"Bon Etat","Bon Etat","45.19285537386728,5.714646310705394"
734,PMR,"6 Allée de la Sylphide",,,,,"Bon Etat","Bon Etat","45.167325919454264,5.727269935288907"
1019,Livraison,"16 Rue Marie Chamoux",,20110928000000,,,,,"45.1804564488743,5.745411493580655"
2544,PMR,"37 Rue des Arts et Métiers",3902,20131128000000,,,"Bon Etat","Bon Etat","45.18351507673514,5.704531068552449"
4201,Livraison,"12 Boulevard Gambetta",567,20230504000000,,,"Bon Etat","Bon Etat","45.189382056921524,5.7223690064653985"
4200,Livraison,"12 Boulevard Gambetta",567,20230504000000,,,"Bon Etat","Bon Etat","45.18935475610139,5.722387122484762"
4199,Livraison,"12 Boulevard Gambetta",567,20230504000000,,,"Bon Etat","Bon Etat","45.1893271049545,5.722405470951094"
143,PMR,"2 Rue Jay",2461,20080717000000,,,Dégradé,"Bon Etat","45.19063802552494,5.721433252972069"
1182,"Transport de fond","26 Boulevard Maréchal Foch",6795,20120403000000,,,Dégradé,"Bon Etat","45.18120487471512,5.724020911384576"
3576,Livraison,"8 Rue Malakoff",5705,20230315000000,,,"Bon Etat",Dégradé,"45.18926088817757,5.737457166303371"
1116,Livraison,"8 Rue Malakoff",5705,20111003000000,,,"Bon Etat",Dégradé,"45.18924111621725,5.737472431875687"
866,Livraison,"2 Rue Docteur Mazet",2436,20140806000000,,,"Bon Etat","Bon Etat","45.19202137181806,5.721225403953726"
121,PMR,"2 Rue Docteur Mazet",2436,20080717000000,,,"Bon Etat","Bon Etat","45.19185676052469,5.7214142877516485"
122,PMR,"27 Rue Docteur Mazet",628,20080717000000,,,"Bon Etat","Bon Etat","45.18969645133901,5.7232051775916135"
967,Autopartage,"137 Cours Berriat",7039,20110905000000,,,Dégradé,"Bon Etat","45.18868974217387,5.707326715028555"
20,PMR,"137 Cours Berriat",7039,20080717000000,,,"Bon Etat","Bon Etat","45.188693483946885,5.707271687528274"
4184,Livraison,"13 Quai de la Graille",7199,20230502000000,,,Dégradé,"Bon Etat","45.1954363545862,5.714440767240482"
4183,Livraison,"13 Quai de la Graille",7199,20230502000000,,,Dégradé,"Bon Etat","45.19548383023467,5.714424666723042"
4182,Livraison,"13 Quai de la Graille",7199,20230502000000,,,Dégradé,"Bon Etat","45.19555342256178,5.714407184969097"
3561,Livraison,"3 TER Rue Fourier",2795,20230315000000,,,"Bon Etat","Bon Etat","45.18951107635389,5.735592070159123"
3563,PMR,"2 TER Rue Fourier",6525,20230315000000,,,"Bon Etat","Bon Etat","45.18926372342961,5.735313136371983"
3562,Livraison,"2 TER Rue Fourier",2780,20230315000000,,,"Bon Etat","Bon Etat","45.189411195701396,5.735358529667944"
38,PMR,"19 Rue Docteur Hermite",7005,20080717000000,,,Absent,"Bon Etat","45.18174831535672,5.709867727332236"
253,PMR,"17 Avenue Général Champon",1440,20080717000000,,,"Bon Etat","Bon Etat","45.18096595540319,5.731841285356882"
1105,Livraison,"3 BIS Rue du Manège",483,20111003000000,,,"Bon Etat","Bon Etat","45.18613008434731,5.73230450340438"
319,PMR,"1 Rue Alfred de Musset",4581,20080717000000,,,"Bon Etat","Bon Etat","45.16473258726428,5.728326909330019"
1003,PMR,"24 Rue Gaston Letonnelier",,20110928000000,,,,,"45.16981531156602,5.741858943553706"
987,PMR,"1 Place des Géants",,20110928000000,,,,,"45.161472264649284,5.737356515102343"
3556,"Vélos électriques et trotinettes en libre-service","15 Boulevard Maréchal Leclerc",5541,20230314000000,,,"Bon Etat",,"45.19356369920318,5.736240929687802"
3522,PMR,"6 Rue du Commandant L'Herminier",6394,20230308000000,,,"Bon Etat","Bon Etat","45.19419515448384,5.736597725285523"
3554,PMR,"16 Avenue Saint Roch",5164,20230313000000,,,"Bon Etat","Bon Etat","45.19181471902394,5.739177298223745"
717,PMR,"4 Rue des Maquis de l'Oisans",1250,,,,"Bon Etat","Bon Etat","45.16464495636986,5.723742137277615"
719,PMR,"34 Rue des Maquis de l'Oisans",1250,,,,"Bon Etat","Bon Etat","45.164616593966294,5.722254495447452"
1545,PMR,"15 Boulevard Joseph Vallier",7387,20130606000000,,,"Bon Etat","Bon Etat","45.18008050008451,5.7131051876558425"
1544,Autopartage,"15 Boulevard Joseph Vallier",7381,20130606000000,,,"Bon Etat","Bon Etat","45.18007788082153,5.713033762701877"
4006,"Vélos électriques et trotinettes en libre-service","32 Boulevard Joseph Vallier",295,20230424000000,,,"Bon Etat",,"45.18025709918953,5.710478120444626"
427,PMR,"32 Boulevard Joseph Vallier",295,20230424000000,,,"Bon Etat","Bon Etat","45.18025774515943,5.710543091512237"
728,PMR,"191 Rue de Stalingrad",911,,,,"Bon Etat","Bon Etat","45.16627466878381,5.7238040941924675"
1330,Livraison,"114 BIS Rue des Alliés",,20120910000000,,,,,"45.17357928635613,5.717978365142416"
3630,PMR,"5 Rue Voltaire",2081,20230320000000,,,"Bon Etat","Bon Etat","45.19064772552331,5.732247997981527"
3629,PMR,"5 Rue Voltaire",2081,20230320000000,,,"Bon Etat","Bon Etat","45.19069432797955,5.732331082809841"
184,PMR,"9 Rue Servan",3079,20080717000000,,,"Bon Etat","Bon Etat","45.19191019862587,5.733383714750871"
3574,PMR,"5 Boulevard des Adieux",6537,20230315000000,,,Dégradé,Absent,"45.18987927296742,5.7393592308864125"
185,PMR,"2 Rue du Souvenir",6392,20080717000000,,,"Bon Etat","Bon Etat","45.192929366149215,5.739522400664323"
243,PMR,"14 Rue Docteur Calmette",281,20080717000000,,,Dégradé,"Bon Etat","45.180917375875374,5.709535341594638"
3439,"Vélos électriques et trotinettes en libre-service","17 Rue Buffon",6108,20230213000000,,,"Bon Etat",,"45.18632913931881,5.7081056231986755"
4359,Livraison,"54 Avenue Maréchal Randon",7424,20230516000000,,,Erroné,"Bon Etat","45.19438135125171,5.732874957335329"
4,PMR,"36 Rue d'Alembert",248,20080717000000,,,"Bon Etat",Absent,"45.18820686548024,5.711068743177234"
765,Livraison,"19 Rue Abbé Grégoire",7000,20230424000000,,,"Bon Etat","Bon Etat","45.18796956162083,5.712643885017201"
4420,"Vélos électriques et trotinettes en libre-service","2 Rue Nestor Cornier",744,20230612000000,,,"Bon Etat",,"45.18127654402015,5.727910681775768"
4419,Autopartage,"2 Rue Nestor Cornier",744,20230612000000,,,"Bon Etat","Bon Etat","45.181322423568645,5.727875882810056"
4418,Autopartage,"2 Rue Nestor Cornier",744,20230612000000,,,"Bon Etat","Bon Etat","45.18138037250842,5.727831929296379"
4417,Livraison,"2 Rue Nestor Cornier",744,20230612000000,,,"Bon Etat","Bon Etat","45.18143280990947,5.727792156124623"
1363,Livraison,"2 Rue Nestor Cornier",744,20120910000000,,,"Bon Etat","Bon Etat","45.1814776957381,5.727758110667921"
965,"Transport de fond","2 Rue Nestor Cornier",744,20140617000000,,,Dégradé,Absent,"45.181539327517605,5.727711363473404"
607,PMR,"15 Place Gustave Rivet",736,20230405000000,,,"Bon Etat","Bon Etat","45.18171698403128,5.727232501057475"
3853,Livraison,"17 Boulevard Maréchal Foch",732,20230405000000,,,Dégradé,"Bon Etat","45.181042320245865,5.72459401195416"
3454,Livraison,"47 Rue d'Alembert",4841,20230217000000,,,Dégradé,"Bon Etat","45.186254111269974,5.710926688009929"
1377,Livraison,"47 Rue d'Alembert",4841,20120910000000,,,Dégradé,"Bon Etat","45.186208561385875,5.7109222395901265"
4361,PMR,"52 Avenue Maréchal Randon",7424,20230516000000,,,Absent,"Bon Etat","45.194476439532494,5.732993413631415"
4360,PMR,"52 Avenue Maréchal Randon",7424,20230516000000,,,Absent,"Bon Etat","45.19443079409298,5.732934188265223"
250,PMR,"19 Rue Eugène Sue",1457,20080717000000,,,"Bon Etat","Bon Etat","45.17215476484059,5.725809468883854"
2864,PMR,"3 Rue Sainte Ursule",4821,20140428000000,,,"Bon Etat","Bon Etat","45.1931890638048,5.734121415937795"
3711,PMR,"13 Rue Beyle Stendhal",458,20230327000000,,,"Bon Etat","Bon Etat","45.18659919139295,5.730317828036596"
3104,Consulat,"9 Rue de la Liberté",506,20150227000000,,,"Bon Etat","Bon Etat","45.18837378049472,5.729190019488481"
309,PMR,"11 Place Joseph Riboud",,20080717000000,,,"Bon Etat","Bon Etat","45.18023575796388,5.745448030957554"
1383,Livraison,"5 Rue d'Arsonval",3355,20120910000000,,,"Bon Etat","Bon Etat","45.19213534873744,5.717650914822293"
4187,Livraison,"5 Rue d'Arsonval",3355,20230503000000,,,"Bon Etat","Bon Etat","45.19218330230754,5.717636553810317"
2929,PMR,"39 Quai de la Graille",7248,20140509000000,,,"Bon Etat","Bon Etat","45.19785560936103,5.7143022773179455"
4303,Livraison,"2 Rue Fernand Rouvière",7378,20230512000000,,,Dégradé,Absent,"45.20038849840047,5.713471711565147"
782,Livraison,"13 Rue Docteur Mazet",7241,20230504000000,,,"Bon Etat","Bon Etat","45.19101673367337,5.722312894179931"
190,PMR,"2 Rue Vauban",606,20080717000000,,,"Bon Etat","Bon Etat","45.18861972600371,5.723905117059395"
3870,PMR,"10 Place Victor Hugo",2175,20230405000000,,,"Bon Etat","Bon Etat","45.18856010795174,5.72421665348734"
3869,PMR,"10 Place Victor Hugo",2175,20230405000000,,,"Bon Etat","Bon Etat","45.18858100168988,5.72419207021921"
4020,Livraison,"7 Rue Ampère",3184,20230425000000,,,Dégradé,"Bon Etat","45.1878405208527,5.705950239642928"
4019,Livraison,"7 Rue Ampère",3184,20230425000000,,,Dégradé,"Bon Etat","45.187880232328844,5.7059520558862635"
1173,"Transport de fond","14 Boulevard Édouard Rey",575,20120403000000,,,,,"45.191126936833086,5.723003437006825"
4261,Autopartage,"14 Boulevard Édouard Rey",575,20230510000000,,,"Bon Etat","Bon Etat","45.191203578348144,5.722916783035479"
3474,PMR,"35 Rue René Thomas",6212,20230227000000,,,"Bon Etat","Bon Etat","45.18964009177744,5.708090271220949"
3700,PMR,"2 Place de Metz",5766,20230323000000,,,Dégradé,"Bon Etat","45.18741579241262,5.7303620908262465"
162,PMR,"2 Place de Metz",5766,20080717000000,,,Dégradé,"Bon Etat","45.18743299975687,5.7303210873668045"
1021,Livraison,"6 Rue Claude Genin",,20110928000000,,,,,"45.182392228220465,5.746988247539847"
1804,PMR,"25 Rue Colonel Denfert Rochereau",122,20130610000000,,,"Bon Etat","Bon Etat","45.188401366358455,5.716364129248706"
4103,Autopartage,"25 Rue Colonel Denfert Rochereau",122,20230427000000,,,Dégradé,"Bon Etat","45.18844468594787,5.716408860728469"
29,PMR,"25 Rue Colonel Denfert Rochereau",122,20080717000000,,,"Bon Etat","Bon Etat","45.18835678591311,5.716318095908443"
3452,"Vélos électriques et trotinettes en libre-service","20 Rue Joya",1059,20230216000000,,,"Bon Etat",,"45.181826633718146,5.709604557003919"
2104,PMR,"4 Rue des Charmilles",1426,20130610000000,,,"Bon Etat","Bon Etat","45.17518204784295,5.729108346471472"
531,PMR,"3 Rue Albert Thomas",5678,,,,"Bon Etat","Bon Etat","45.17211469065701,5.7026219953399915"
570,PMR,"76 Avenue Rhin et Danube",1294,,,,"Bon Etat","Bon Etat","45.170921168916216,5.704920386650293"
4223,"Vélos électriques et trotinettes en libre-service","3 BIS Rue Clot Bey",634,20230504000000,,,"Bon Etat",,"45.18991836724035,5.723922778741795"
4211,Livraison,"17 Avenue Félix Viallet",590,20230504000000,,,"Bon Etat","Bon Etat","45.191214112693565,5.72174573087379"
4210,"Vélos électriques et trotinettes en libre-service","17 Avenue Félix Viallet",590,20230504000000,,,"Bon Etat",,"45.19119256781772,5.721599180306477"
1365,"Dépose minute","5 Rue Roger Louis Lachat",,20120910000000,,,,,"45.18312350726779,5.739492895503736"
3860,PMR,"1 Rue Lamartine",617,20230405000000,,,"Bon Etat","Bon Etat","45.18820671796245,5.724648180469057"
3859,PMR,"1 Rue Lamartine",617,20230405000000,,,"Bon Etat","Bon Etat","45.18818393151339,5.724674040419086"
3858,Autopartage,"1 Rue Lamartine",617,20230405000000,,,"Bon Etat","Bon Etat","45.1881096698902,5.724758318471281"
3857,Autopartage,"1 Rue Lamartine",617,20230405000000,,,"Bon Etat","Bon Etat","45.188163652238536,5.724697054997195"
3856,Autopartage,"1 Rue Lamartine",617,20230405000000,,,"Bon Etat","Bon Etat","45.18814712062592,5.724715816405832"
3855,Autopartage,"1 Rue Lamartine",617,20230405000000,,,"Bon Etat","Bon Etat","45.188126919700316,5.724738742027795"
504,PMR,"1 Rue Lamartine",617,20230405000000,,,"Bon Etat","Bon Etat","45.18800086504134,5.7248817984252875"
3723,Livraison,"11 Rue Berthe de Boissieux",3030,20230328000000,,,Dégradé,"Bon Etat","45.184345731229996,5.724144708404579"
1727,Livraison,"11 Rue Berthe de Boissieux",3030,20120801000000,,,Dégradé,"Bon Etat","45.18437065992043,5.724218901244072"
3510,PMR,"67 Rue du Vercors",6366,20230308000000,,,"Bon Etat","Bon Etat","45.19217386786506,5.704705549315858"
3485,Livraison,"58 Rue Félix Esclangon",5566,20230228000000,,,Dégradé,"Bon Etat","45.19434246131207,5.71044565097146"
3490,Livraison,"62 Rue Félix Esclangon",6231,20230228000000,,,"Bon Etat","Bon Etat","45.19479828450506,5.7108187213109165"
3489,Livraison,"62 Rue Félix Esclangon",6231,20230228000000,,,"Bon Etat","Bon Etat","45.19485110607886,5.71082872573953"
3488,Livraison,"62 Rue Félix Esclangon",6231,20230228000000,,,"Bon Etat","Bon Etat","45.19495303136893,5.710848030485762"
3487,Livraison,"62 Rue Félix Esclangon",6231,20230228000000,,,"Bon Etat","Bon Etat","45.19498908752661,5.710854859572739"
3486,"Vélos électriques et trotinettes en libre-service","62 Rue Félix Esclangon",6230,20230228000000,,,"Bon Etat",,"45.19455074265532,5.710642999263518"
1487,"Dépose minute","62 Rue Félix Esclangon",6231,20140502000000,,,"Bon Etat","Bon Etat","45.19489880683473,5.710837760299078"
3850,"Vélos électriques et trotinettes en libre-service","40 Boulevard Maréchal Foch",728,20230405000000,,,"Bon Etat",,"45.18089816279792,5.722217682487248"
1284,"Transport de fond","55 Boulevard Joseph Vallier",293,20120418000000,,,"Bon Etat",Absent,"45.17996113589478,5.707262337843123"
87,PMR,"2 Rue Hébert",2802,20150529000000,,,"Bon Etat","Bon Etat","45.19069076999075,5.737461587884562"
3890,PMR,"10 Boulevard Agutte Sembat",6812,20230405000000,,,"Bon Etat","Bon Etat","45.18828517701466,5.726168955838791"
3889,PMR,"10 Boulevard Agutte Sembat",6812,20230405000000,,,"Bon Etat","Bon Etat","45.18824040867197,5.726218256491413"
3887,Livraison,"10 Boulevard Agutte Sembat",593,20230405000000,,,"Bon Etat","Bon Etat","45.18816178524237,5.726299692624458"
3886,Livraison,"10 Boulevard Agutte Sembat",593,20230405000000,,,"Bon Etat","Bon Etat","45.188122594064446,5.726342889153687"
4468,"Vélos électriques et trotinettes en libre-service","17 Avenue Rhin et Danube",5926,20230619000000,,,"Bon Etat",,"45.178060384212934,5.705245782195167"
2928,Livraison,"3 BIS Rue Élie Vernet",3321,20140509000000,,,Dégradé,"Bon Etat","45.19678143255401,5.713923490161657"
1054,PMR,"3 Rue des Bergers",3625,20111003000000,,,"Bon Etat","Bon Etat","45.18718837391839,5.719126304910158"
3776,"Vélos électriques et trotinettes en libre-service","2 Rue des Bergers",3624,20230403000000,,,"Bon Etat",,"45.187146201235755,5.7190880902188885"
300,PMR,"6 Rue Dupleix",,20080717000000,,,"Bon Etat","Bon Etat","45.178486770549824,5.74365600876345"
284,PMR,"181 Rue de Stalingrad",5798,20080717000000,,,"Bon Etat","Bon Etat","45.16694534355328,5.723872521133413"
2606,PMR,"24 Allée de la Sylphide",,20131219000000,,,"Bon Etat","Bon Etat","45.167284698394425,5.7253174730433765"
994,PMR,"24 Allée de la Sylphide",,20110928000000,,,"Bon Etat","Bon Etat","45.16727931147528,5.7250863379214705"
150,PMR,"3 Rue Marcel Deprez",7291,20080717000000,,,"Bon Etat","Bon Etat","45.192266762150616,5.722947471905268"
341,PMR,"3 Rue Marcel Deprez",649,20080717000000,,,"Bon Etat","Bon Etat","45.192210250664466,5.722962324064401"
164,PMR,"4 Rue Moidieu",584,20080717000000,,,"Bon Etat","Bon Etat","45.19229372822533,5.724706364382833"
1469,Taxi,"401 Avenue d'Innsbruck",,20121106000000,,,,,"45.15524189935268,5.733835918061187"
1488,Livraison,"71 Rue Nicolas Chorier",5233,20121109000000,,,"Bon Etat","Bon Etat","45.184103296165496,5.708806185324454"
673,PMR,"51 Rue Turgot",1603,,,,"Bon Etat","Bon Etat","45.16919787223005,5.735284064846349"
3721,Livraison,"23 Rue Hoche",4709,20230328000000,,,"Bon Etat","Bon Etat","45.185061642856006,5.726325845573004"
3720,Livraison,"23 Rue Hoche",4709,20230328000000,,,"Bon Etat","Bon Etat","45.18508016054168,5.726380591642919"
3579,Autopartage,"12 BIS Rue Joseph Chanrion",2789,20230315000000,,,"Bon Etat",Dégradé,"45.189358267382616,5.736888948138878"
4474,"Vélos électriques et trotinettes en libre-service","12 BIS Rue Élisée Reclus",7776,20230620000000,,,"Bon Etat",,"45.17997471862593,5.727299670979354"
2867,PMR,"50 Rue Docteur Hermite",7008,20140428000000,,,"Bon Etat","Bon Etat","45.18181240814254,5.707609067711267"
116,PMR,"5 Place Condorcet",5851,20080717000000,,,Dégradé,"Bon Etat","45.185191916547296,5.720541354819262"
3813,PMR,"1 Rue Augereau",868,20230404000000,,,"Bon Etat","Bon Etat","45.18337775022795,5.721188046553769"
3812,PMR,"1 Rue Augereau",868,20230404000000,,,"Bon Etat","Bon Etat","45.18338862819864,5.721244953271901"
3505,Livraison,"33 Rue Blanche Monier",2075,20230302000000,,,"Bon Etat","Bon Etat","45.19653461177937,5.738498106802269"
594,PMR,"4 Rue Guy de Maupassant",1516,,,,"Bon Etat","Bon Etat","45.16438080664371,5.720095807625577"
3789,Livraison,"44 Rue de Turenne",3564,20230403000000,,,"Bon Etat","Bon Etat","45.18304692112681,5.7186266680966575"
3788,Livraison,"44 Rue de Turenne",3564,20230403000000,,,"Bon Etat","Bon Etat","45.183033168524744,5.718502808080781"
900,Livraison,"44 Rue de Turenne",3564,20090202000000,,,"Bon Etat","Bon Etat","45.1830394783321,5.7185596359211885"
3558,PMR,"7 Rue Hébert",2785,20230314000000,,,"Bon Etat","Bon Etat","45.190115611826684,5.735851865934442"
591,PMR,"8 Rue Colonel Driant",4940,,,,Absent,"Bon Etat","45.182823083450224,5.735131033323493"
3031,"Bornes de recharge électrique","9 Place André Malraux",4898,20140923000000,,,"Bon Etat","Bon Etat","45.18553386848565,5.729529714195893"
3749,Livraison,"9 Place André Malraux",6680,20230331000000,,,"Bon Etat","Bon Etat","45.18506945331366,5.729655759655995"
3748,Livraison,"9 Place André Malraux",6679,20230331000000,,,"Bon Etat","Bon Etat","45.18528876829725,5.729710406887171"
3746,Autopartage,"9 Place André Malraux",4898,20230331000000,,,"Bon Etat","Bon Etat","45.185449633130524,5.7296114463821315"
3745,Autopartage,"9 Place André Malraux",4898,20230331000000,,,"Bon Etat","Bon Etat","45.185467917375796,5.729593705503691"
3744,Autopartage,"9 Place André Malraux",4898,20230331000000,,,"Bon Etat","Bon Etat","45.18549093228623,5.729571374524625"
3743,"Bornes de recharge électrique","9 Place André Malraux",4898,20230331000000,,,"Bon Etat","Bon Etat","45.185513987350724,5.729549004562496"
1093,Livraison,"9 Place André Malraux",6680,20111003000000,,,"Bon Etat","Bon Etat","45.185124526752936,5.729600390100429"
93,PMR,"9 Place André Malraux",4899,20080717000000,,,"Bon Etat","Bon Etat","45.185548577720155,5.729362583864601"
3747,PMR,"5 Place André Malraux",4903,20230331000000,,,"Bon Etat","Bon Etat","45.18477609364499,5.728988642225671"
439,PMR,"5 Place André Malraux",4903,20230331000000,,,"Bon Etat","Bon Etat","45.184751928444484,5.728976397735452"
4239,PMR,"3 Rue Charles Bertier",7259,20230509000000,,,"Bon Etat","Bon Etat","45.20086302826245,5.713520531309776"
1331,Livraison,"47 Boulevard Clemenceau",,20120910000000,,,,,"45.18338052605642,5.73822153076536"
301,PMR,"6 Rue Émile Romanet",1719,20080717000000,,,Absent,"Bon Etat","45.17569050780321,5.743546239240806"
647,PMR,"6 Rue Émile Romanet",4329,,,,Absent,"Bon Etat","45.17580595489801,5.74327958952402"
1082,PMR,"1 Boulevard de l'Esplanade",7362,20111003000000,,,Dégradé,"Bon Etat","45.19454677227982,5.718449670466588"
4300,PMR,"1 Boulevard de l'Esplanade",7362,20230512000000,,,Dégradé,"Bon Etat","45.194500181455446,5.718475329933851"
4299,PMR,"1 Boulevard de l'Esplanade",7362,20230512000000,,,Dégradé,"Bon Etat","45.19451972517278,5.718464566417141"
621,PMR,"111 Rue de Stalingrad",4506,,,,"Bon Etat","Bon Etat","45.171277258839794,5.724439567901031"
3027,Autopartage,"15 Rue Victor Lastella",3887,20140923000000,,,"Bon Etat","Bon Etat","45.1844061724051,5.704083251394468"
4043,"Bornes de recharge électrique","15 Rue Victor Lastella",3887,20230425000000,,,"Bon Etat","Bon Etat","45.184407390090165,5.704031675291921"
4042,"Bornes de recharge électrique","15 Rue Victor Lastella",3887,20230425000000,,,"Bon Etat","Bon Etat","45.18440671360134,5.704060328682465"
198,PMR,"16 Rue Albert Thomas",5088,20080717000000,,,"Bon Etat","Bon Etat","45.1697006578414,5.7024223712892725"
534,PMR,"31 Rue Albert Thomas",5188,,,,"Bon Etat","Bon Etat","45.16970685259041,5.70307327164911"
4428,Livraison,"33 Rue Colonel Bougault",5094,20230613000000,,,"Bon Etat","Bon Etat","45.18113937510123,5.730518966872839"
1432,Taxi,"33 Boulevard Clemenceau",,20121023000000,,,,,"45.18434202364479,5.7401675227599815"
145,PMR,"13 Rue Billerey",569,20140805000000,,,"Bon Etat","Bon Etat","45.18998485210722,5.720116750838438"
3577,Livraison,"4 Place Bir Hakeim",4590,20230315000000,,,Dégradé,Absent,"45.1889878389315,5.736693429616935"
1115,Livraison,"4 Place Bir Hakeim",4590,20111003000000,,,Dégradé,Absent,"45.188998735924194,5.736723249888458"
3967,Autopartage,"17 Rue du Dauphiné",5890,20230419000000,,,"Bon Etat","Bon Etat","45.18471573093269,5.715480945926009"
3966,Autopartage,"17 Rue du Dauphiné",5890,20230419000000,,,"Bon Etat","Bon Etat","45.18473295113884,5.715498525112122"
3559,PMR,"14 Rue Hébert",6501,20230314000000,,,"Bon Etat","Bon Etat","45.19004364222453,5.735346880820784"
138,PMR,"14 Rue Hébert",6501,20080717000000,,,"Bon Etat","Bon Etat","45.19005611007818,5.7353815697850035"
3868,Livraison,"5 Rue Vauban",607,20230405000000,,,Dégradé,"Bon Etat","45.18831912288613,5.723521515904036"
