plaspe_id,plaspe_type_nom,adresse,plaspe_barrette_id,plaspe_datecre,plaspe_peint_date,plaspe_arrete_num,plaspe_sign_horiz_etat,plaspe_sign_vert_etat,geo_point_2d
1616,PMR,"11 Rue Charles Bertier",7262,20130607000000,,,"Bon Etat","Bon Etat","45.200519388591836,5.711753701984497"
24,PMR,"4 TER Rue Boucher de Perthes",6101,20080717000000,,,Dégradé,Absent,"45.18405915778001,5.707825818177914"
245,PMR,"34 Chemin de l'Église",938,20080717000000,,,Absent,"Bon Etat","45.177338364946365,5.732122237285301"
2904,PMR,"12 Quai des Allobroges",7354,20140509000000,,,"Bon Etat","Bon Etat","45.19949583385323,5.733145048617303"
4119,"Vélos électriques et trotinettes en libre-service","9 Rue Billerey",7121,20230427000000,,,"Bon Etat",,"45.189824604361114,5.721050078861489"
3582,PMR,"7 Place Bir Hakeim",433,20230315000000,,,Dégradé,"Bon Etat","45.18857594402115,5.7365845254330186"
3581,Autopartage,"7 Place Bir Hakeim",433,20230315000000,,,"Bon Etat","Bon Etat","45.18854728215772,5.736501906141133"
2225,Autopartage,"7 Place Bir Hakeim",433,20130610000000,,,"Bon Etat","Bon Etat","45.188523643935575,5.736433767944957"
1114,Livraison,"7 Place Bir Hakeim",6545,20090202000000,,,"Bon Etat","Bon Etat","45.18867387679544,5.736862403580412"
1113,PMR,"7 Place Bir Hakeim",433,20111003000000,,,Dégradé,"Bon Etat","45.18859631729107,5.736643252583497"
123,PMR,"1 Rue Dolomieu",1995,20080717000000,,,Dégradé,"Bon Etat","45.18805328797406,5.7350522249210725"
3593,Autopartage,"4 Rue Dominique Villars",471,20230316000000,,,"Bon Etat","Bon Etat","45.1907549594672,5.733093424101836"
3592,Autopartage,"4 Rue Dominique Villars",471,20230316000000,,,"Bon Etat","Bon Etat","45.19080840479793,5.733051725829136"
3591,Livraison,"2 Rue Dominique Villars",471,20230316000000,,,"Bon Etat","Bon Etat","45.19085332337463,5.7330166800962665"
1069,Livraison,"2 Rue Dominique Villars",471,20111003000000,,,"Bon Etat","Bon Etat","45.19090289307682,5.732978005454387"
235,PMR,"16 Rue des Charmilles",2335,20080717000000,,,Dégradé,"Bon Etat","45.175377198461774,5.728337943362919"
3823,PMR,"6 Rue Commandant Gilot",706,20230404000000,,,"Bon Etat","Bon Etat","45.18127064483189,5.721583659168932"
3030,"Bornes de recharge électrique","4 Rue Commandant Gilot",,20140923000000,,,"Bon Etat","Bon Etat","45.181405847849696,5.721542326643448"
111,PMR,"5 Route de Clémencières",7346,20080717000000,,,"Bon Etat","Bon Etat","45.19720151800029,5.718901994075733"
3969,"Vélos électriques et trotinettes en libre-service","1 Rue Clément",3443,20230419000000,,,"Bon Etat",,"45.18529114975616,5.716733660147502"
4093,Livraison,"7 Rue Colbert",134,20230426000000,,,Dégradé,"Bon Etat","45.18711536634823,5.716591475678336"
776,Livraison,"7 Rue Colbert",134,20110502000000,,,Dégradé,"Bon Etat","45.187136628800815,5.716515225700166"
296,PMR,"2 Impasse Clément Ader",,20080717000000,,,Absent,"Bon Etat","45.176835745988974,5.750175218422616"
3460,"Vélos électriques et trotinettes en libre-service","1 Rue Aimé Berey",79,20230220000000,,,"Bon Etat",,"45.190894019227365,5.709658576629708"
3465,Livraison,"18 Rue Colonel Tanant",4576,20230221000000,,,"Bon Etat","Bon Etat","45.19095930468725,5.706786957277396"
3995,Autopartage,"27 Rue Docteur Hermite",3779,20230424000000,,,"Bon Etat","Bon Etat","45.18173045053399,5.708449796357433"
3994,Autopartage,"27 Rue Docteur Hermite",3779,20230424000000,,,"Bon Etat","Bon Etat","45.18173216381839,5.708374751617114"
4181,"Vélos électriques et trotinettes en libre-service","35 Rue Docteur Hermite",3762,20230502000000,,,"Bon Etat",,"45.18175591950604,5.707388212226837"
2844,Livraison,"40 Rue des Champs Elysées",1081,20140428000000,,,Dégradé,"Bon Etat","45.17924424378748,5.705599955672429"
208,PMR,"5 Rue Docteur Schweitzer",5885,20080717000000,,,"Bon Etat","Bon Etat","45.174286487532314,5.7083644450392335"
297,PMR,"13 Rue Condé",1751,20080717000000,,,"Bon Etat","Bon Etat","45.179166544881554,5.7428589168300235"
4453,PMR,"7 Rue des Champs Elysées",7669,20230615000000,,,Dégradé,"Bon Etat","45.17847986803592,5.709411112434856"
328,PMR,"50 Allée des Deux Mondes",1273,20080717000000,,,"Bon Etat","Bon Etat","45.16575100599818,5.7267246623631385"
684,PMR,"30 Rue Christophe Turc",5619,,,,"Bon Etat","Bon Etat","45.1611814524389,5.724618831382411"
4176,Livraison,"9 Quai Claude Bernard",7188,20230428000000,,,"Bon Etat","Bon Etat","45.192389949606785,5.719199698595182"
775,Livraison,"9 Quai Claude Bernard",7188,20230428000000,,,"Bon Etat","Bon Etat","45.192403389738,5.71912797402702"
4477,PMR,"37 Rue Émile Zola",7785,20230620000000,,,"Bon Etat","Bon Etat","45.17458158374007,5.728172417940223"
4478,"Vélos électriques et trotinettes en libre-service","31 Rue Émile Zola",2311,20230620000000,,,"Bon Etat",,"45.17440071964876,5.728877816469061"
1147,Livraison,"2 Rue Charles Péguy",3749,20111102000000,,,"Bon Etat","Bon Etat","45.17882778483674,5.715501733699905"
220,PMR,"2 Rue Charles Péguy",3749,20080717000000,,,"Bon Etat","Bon Etat","45.17882679877508,5.715434320942394"
1325,"Dépose minute","68 Rue des Eaux Claires",3701,20120910000000,,,,,"45.174153417537646,5.706992461039539"
2224,Autopartage,"9 Rue Hébert",6500,20130610000000,,,Absent,"Bon Etat","45.18991773193581,5.7352960227879635"
627,PMR,"6 BIS Boulevard Clemenceau",1846,,,,"Bon Etat","Bon Etat","45.18621770478255,5.743316652802594"
1230,"Transport de fond","11 Boulevard Clemenceau",1732,20120405000000,,,,,"45.185526346987224,5.742592215096809"
3929,Livraison,"43 Rue d'Alembert",6057,20230411000000,,,Dégradé,Dégradé,"45.1867268488846,5.710980293984386"
768,Livraison,"43 Rue d'Alembert",2155,20230407000000,,,Dégradé,Dégradé,"45.18677334600497,5.71098603065801"
1378,Livraison,"85 Rue d'Alembert",6074,20120910000000,,,Dégradé,"Bon Etat","45.18368044061448,5.710619249972123"
3434,"Vélos électriques et trotinettes en libre-service","71 Rue d'Alembert",6076,20230209000000,,,"Bon Etat",,"45.18458785133907,5.710735467133849"
384,PMR,"71 Rue d'Alembert",6076,20230209000000,,,"Bon Etat","Bon Etat","45.184611293912226,5.710737763198575"
144,PMR,"7 Rue Jay",568,20080717000000,,,Dégradé,"Bon Etat","45.18945220388214,5.721102124330922"
364,PMR,"22 Avenue de Constantine",4497,20140522000000,,,"Bon Etat","Bon Etat","45.160448956741874,5.7350552502849546"
648,PMR,"18 Rue Federico Garcia Lorca",5822,,,,"Bon Etat","Bon Etat","45.17147240335106,5.734082308977289"
371,PMR,"8 Allée des Frênes",1941,20140417000000,,,"Bon Etat","Bon Etat","45.161033387823565,5.73674486366864"
1010,PMR,"15 Rue Georges de Manteyer",,20110928000000,,,,,"45.17399938540625,5.742817455478921"
1008,PMR,"13 Rue Georges de Manteyer",,20110928000000,,,,,"45.17396270197358,5.743654018822336"
3600,Livraison,"8 Place Edmond Arnaud",6572,20230317000000,,,Dégradé,"Bon Etat","45.192193907246434,5.73482487902792"
511,PMR,"4 Place Gustave Rivet",737,20230405000000,,,"Bon Etat","Bon Etat","45.1823973076917,5.7278737886838025"
4249,PMR,"9 Quai Créqui",645,20230509000000,,,"Bon Etat","Bon Etat","45.19246907084006,5.722656270332046"
119,PMR,"9 Quai Créqui",645,20080717000000,,,"Bon Etat","Bon Etat","45.19247641128957,5.722732660337411"
3734,Livraison,"42 Boulevard Gambetta",6671,20230328000000,,,"Bon Etat","Bon Etat","45.18497443179783,5.725339163648901"
135,PMR,"42 Boulevard Gambetta",6671,20151030000000,,,"Bon Etat","Bon Etat","45.184952269441474,5.725355340852563"
4004,"Vélos électriques et trotinettes en libre-service","10 Rue Docteur Calmette",7020,20230424000000,,,"Bon Etat",,"45.18091512838074,5.709951248660065"
4003,Livraison,"10 Rue Docteur Calmette",7019,20230424000000,,,"Bon Etat","Bon Etat","45.18098828158703,5.709989757992971"
4002,Livraison,"10 Rue Docteur Calmette",7019,20230424000000,,,"Bon Etat","Bon Etat","45.18098074728156,5.709940271769011"
4001,"Dépose minute","10 Rue Docteur Calmette",7019,20230424000000,,,"Bon Etat",Dégradé,"45.180970179851016,5.709870863873298"
4000,"Dépose minute","10 Rue Docteur Calmette",7019,20230424000000,,,"Bon Etat",Dégradé,"45.18095942955521,5.709800255211224"
3996,"Dépose minute","130 Rue d'Alembert",3770,20230424000000,,,"Bon Etat",Dégradé,"45.18156429664932,5.710309903345733"
23,"Dépose minute","130 Rue d'Alembert",3770,20140922000000,,,"Bon Etat",Dégradé,"45.18159985651286,5.710313986706823"
199,PMR,"27 Rue Albert Thomas",5182,20080717000000,,,"Bon Etat","Bon Etat","45.16995788010317,5.702790483927595"
4302,"Vélos électriques et trotinettes en libre-service","20 Boulevard de l'Esplanade",1991,20230512000000,,,"Bon Etat",,"45.196026489984924,5.717743113620905"
4424,"Vélos électriques et trotinettes en libre-service","20 Avenue Albert 1er de Belgique",7584,20230613000000,,,"Bon Etat","Bon Etat","45.182028536210275,5.731292654621929"
4423,Livraison,"20 Avenue Albert 1er de Belgique",7584,20230613000000,,,"Bon Etat","Bon Etat","45.18202896332702,5.731325241668219"
906,Livraison,"20 Avenue Albert 1er de Belgique",7584,20230613000000,,,"Bon Etat","Bon Etat","45.18202945696591,5.731362904939204"
4038,Livraison,"21 Rue Gustave Eiffel",3880,20230425000000,,,"Bon Etat","Bon Etat","45.18500951796494,5.703473670215472"
137,PMR,"39 Chemin de Halage",390,20080717000000,,,Dégradé,"Bon Etat","45.199004121431706,5.74182574678683"
755,PMR,"19 Rue Henri Barbusse",1891,20110928000000,,,"Bon Etat","Bon Etat","45.1568339489263,5.735012583165002"
4480,"Vélos électriques et trotinettes en libre-service","37 Rue des Déportés du 11 Novembre 1943",4871,20230621000000,,,"Bon Etat",,"45.17696957212304,5.727073276154426"
1345,Livraison,"1 Boulevard des Diables Bleus",7610,20110101000000,,,"Bon Etat","Bon Etat","45.18333239849384,5.733322055365513"
527,PMR,"63 Rue Albert Reynier",4462,20090201000000,,,"Bon Etat","Bon Etat","45.16737833105257,5.704412589216302"
3762,Livraison,"28 Boulevard Gambetta",668,20230331000000,,,Dégradé,"Bon Etat","45.1864471766694,5.724349086783277"
3761,Livraison,"28 Boulevard Gambetta",668,20230331000000,,,Dégradé,"Bon Etat","45.186413482231195,5.724372140950181"
3760,Livraison,"28 Boulevard Gambetta",668,20230331000000,,,Dégradé,"Bon Etat","45.186381194335155,5.7243942327144"
3759,Livraison,"28 Boulevard Gambetta",668,20230331000000,,,Dégradé,"Bon Etat","45.18634686139512,5.724417723691406"
848,Livraison,"28 Boulevard Gambetta",668,20230331000000,,,Dégradé,"Bon Etat","45.186307769817375,5.724444470542499"
4444,Autopartage,"3 Boulevard des Diables Bleus",7611,20230614000000,,,"Bon Etat","Bon Etat","45.18337680743189,5.732873697725326"
4436,Autopartage,"3 Boulevard des Diables Bleus",7611,20230613000000,,,"Bon Etat","Bon Etat","45.183382757963294,5.732837638798958"
4435,Autopartage,"3 Boulevard des Diables Bleus",7611,20230613000000,,,"Bon Etat","Bon Etat","45.1833880718334,5.732805437836886"
4434,Autopartage,"3 Boulevard des Diables Bleus",7611,20230613000000,,,"Bon Etat","Bon Etat","45.18339357811918,5.7327720708109515"
4433,Autopartage,"3 Boulevard des Diables Bleus",7611,20230613000000,,,"Bon Etat","Bon Etat","45.18339911444421,5.73273852168753"
4432,Autopartage,"3 Boulevard des Diables Bleus",7611,20230613000000,,,"Bon Etat","Bon Etat","45.18340414359999,5.7327080458602495"
4482,"Vélos électriques et trotinettes en libre-service","28 Rue Gay Lussac",1417,20230622000000,,,"Bon Etat",,"45.17835191823813,5.731539794957717"
3560,Livraison,"11 Rue des Dauphins",6518,20230315000000,,,"Bon Etat","Bon Etat","45.18892553580217,5.73593234095015"
777,Livraison,"9 Rue Colonel Denfert Rochereau",7112,20140616000000,,,Dégradé,"Bon Etat","45.19026102775253,5.718281381097361"
424,PMR,"18 Rue Jean Prévost",5890,20140127000000,,,"Bon Etat","Bon Etat","45.18475396031145,5.7155197304863075"
4035,Livraison,"46 Rue Ampère",7057,20230425000000,,,"Bon Etat","Bon Etat","45.18072722294702,5.705341118598144"
4034,Livraison,"46 Rue Ampère",7057,20230425000000,,,"Bon Etat","Bon Etat","45.18077859493577,5.705344148699401"
32,PMR,"10 Rue Diderot",6260,20080717000000,,,"Bon Etat","Bon Etat","45.18952410914921,5.705538266483323"
48,PMR,"24 Rue Irvoy",840,20080717000000,,,"Bon Etat","Bon Etat","45.18097189900625,5.713603889503909"
197,PMR,"2 Rue Albert Reynier",4616,20080717000000,,,"Bon Etat",Absent,"45.16458355699558,5.710493865646264"
786,Livraison,"7 Rue Etienne Forest",7106,20090202000000,,,"Bon Etat",Absent,"45.18977819608983,5.718995006815851"
2165,Autopartage,"5 Rue Etienne Forest",7109,20130610000000,,,"Bon Etat","Bon Etat","45.19077084146053,5.71923797471528"
4102,Livraison,"5 Rue Etienne Forest",7107,20230426000000,,,Dégradé,"Bon Etat","45.19041771508223,5.719159183939555"
785,Livraison,"5 Rue Etienne Forest",7109,20090202000000,,,Dégradé,"Bon Etat","45.19071866960752,5.719225535675711"
307,PMR,"82 Avenue Jeanne d'Arc",1764,20080717000000,,,"Bon Etat","Bon Etat","45.179615745101835,5.745204092889965"
3598,Livraison,"1 Rue Général de Beylié",6568,20230317000000,,,"Bon Etat","Bon Etat","45.18997674605087,5.732292623062643"
3597,Livraison,"1 Rue Général de Beylié",6568,20230317000000,,,"Bon Etat","Bon Etat","45.189933576541044,5.732327432858657"
4154,Livraison,"8 Place de la Gare",7148,20230428000000,,,"Bon Etat","Bon Etat","45.190942907291124,5.715384051246233"
4153,Livraison,"8 Place de la Gare",7148,20230428000000,,,"Bon Etat","Bon Etat","45.1910011330623,5.715354596074914"
4152,Livraison,"8 Place de la Gare",7148,20230428000000,,,"Bon Etat","Bon Etat","45.19104862509849,5.715330570822806"
4087,Livraison,"99 Cours Jean Jaurès",7083,20230426000000,,,"Bon Etat",Dégradé,"45.18319334182459,5.717557198159388"
4086,Livraison,"99 Cours Jean Jaurès",7083,20230426000000,,,"Bon Etat",Dégradé,"45.18323534005444,5.717571442005134"
4085,Livraison,"99 Cours Jean Jaurès",7083,20230426000000,,,"Bon Etat",Dégradé,"45.18328999461727,5.717589978322618"
4375,Livraison,"50 Avenue Alsace Lorraine",7434,20230516000000,,,"Bon Etat","Bon Etat","45.190083324038675,5.71617614656285"
4374,Livraison,"50 Avenue Alsace Lorraine",7434,20230516000000,,,"Bon Etat","Bon Etat","45.1900708656793,5.7162548154605055"
874,Livraison,"6 Rue Kléber",806,20230328000000,,,Dégradé,"Bon Etat","45.18423527186427,5.721892828621675"
3849,Autopartage,"4 Boulevard Maréchal Foch",4381,20230405000000,,,"Bon Etat","Bon Etat","45.18188321054247,5.726649994647345"
3848,Autopartage,"4 Boulevard Maréchal Foch",4381,20230405000000,,,"Bon Etat","Bon Etat","45.18190984021831,5.7267184415761285"
330,PMR,"108 Avenue Jean Perrot",5474,20080717000000,,,"Bon Etat",Absent,"45.17197624098026,5.738844333630761"
4405,"Vélos électriques et trotinettes en libre-service","11 A Rue Général Mangin",5357,20230609000000,,,"Bon Etat",,"45.179016302370506,5.720264887803059"
4404,"Vélos électriques et trotinettes en libre-service","11 A Rue Général Mangin",5357,20230609000000,,,"Bon Etat",,"45.17908172064626,5.720566255309972"
259,PMR,"66 Rue Général Ferrié",7767,20080717000000,,,Dégradé,"Bon Etat","45.17590788099773,5.7247019133563395"
1022,Livraison,"34 Avenue Jeanne d'Arc",,20110928000000,,,,,"45.18329687674789,5.74390571389845"
3264,PMR,"36 Avenue La Bruyère",,20150722000000,,,"Bon Etat","Bon Etat","45.16711891860465,5.732906632768393"
705,PMR,"36 Avenue La Bruyère",5037,,,,"Bon Etat","Bon Etat","45.16713405381788,5.732632131736193"
949,Livraison,"113 Avenue Léon Blum",,20120910000000,,,,,"45.16218423961605,5.716147375901669"
3790,Autopartage,"11 Rue Marceau",807,20230403000000,,,"Bon Etat","Bon Etat","45.183635001054874,5.7214035618696535"
3026,Autopartage,"11 Rue Marceau",807,20140923000000,,,"Bon Etat","Bon Etat","45.18360673217754,5.721414756019626"
4400,Livraison,"51 Cours de la Libération et du Général de Gaulle",7508,20230608000000,,,"Bon Etat","Bon Etat","45.17592610234744,5.715203092024305"
339,PMR,"12 Place de Lavalette",6611,20080717000000,,,Dégradé,Dégradé,"45.194041893819794,5.731681366465573"
1304,"Transport de fond","28 Boulevard Joseph Vallier",295,20120418000000,,,"Bon Etat",Absent,"45.18026218834202,5.710990080428853"
4007,"Transport de fond","28 Boulevard Joseph Vallier",295,20230424000000,,,"Bon Etat",Absent,"45.18026144601609,5.710915389370391"
644,PMR,"32 Chemin de la Madeleine",1729,,,,"Bon Etat","Bon Etat","45.18446124115153,5.741129639590246"
217,PMR,"11 BIS Rue Joseph Bouchayer",7493,20080717000000,,,"Bon Etat","Bon Etat","45.17659575562268,5.7133276415572665"
3567,Autopartage,"2 Rue Malakoff",6528,20230315000000,,,"Bon Etat","Bon Etat","45.18900427922149,5.738658118254043"
3566,Autopartage,"2 Rue Malakoff",6528,20230315000000,,,"Bon Etat","Bon Etat","45.18900959576405,5.738722867709349"
1300,"Transport de fond","129 Avenue Jean Perrot",5834,20120418000000,,,,,"45.16984195309523,5.740412340290518"
4458,Livraison,"73 Rue Joseph Bouchayer",7709,20230616000000,,,Dégradé,"Bon Etat","45.177843405802136,5.705693480112132"
4457,Livraison,"73 Rue Joseph Bouchayer",7709,20230616000000,,,Dégradé,"Bon Etat","45.177850488055114,5.705597262918319"
4393,Livraison,"31 Rue Joseph Bouchayer",7472,20230608000000,,,"Bon Etat",Dégradé,"45.17701612428717,5.711048609195077"
1447,Livraison,"31 Rue Joseph Bouchayer",7472,20080502000000,,,"Bon Etat",Dégradé,"45.17703043769312,5.7109729352266365"
216,PMR,"31 Rue Joseph Bouchayer",7473,20080717000000,,,Dégradé,"Bon Etat","45.17697994750886,5.7112326658114245"
1074,Livraison,"32 Boulevard Maréchal Leclerc",6492,20111003000000,,,Dégradé,"Bon Etat","45.194038484187146,5.735551720000196"
230,PMR,"23 Avenue Albert 1er de Belgique",3020,20080717000000,,,"Bon Etat","Bon Etat","45.18186304630952,5.7304236427190505"
3456,PMR,"1 Traverse des Iles",6172,20230217000000,,,"Bon Etat","Bon Etat","45.18338723853466,5.707866968486474"
3949,Autopartage,"6 Rue Irvoy",6889,20230418000000,,,"Bon Etat","Bon Etat","45.18250925028974,5.716004251310219"
3948,Autopartage,"6 Rue Irvoy",6889,20230418000000,,,"Bon Etat","Bon Etat","45.182498712845145,5.715984289978358"
3947,Autopartage,"6 Rue Irvoy",6889,20230418000000,,,"Bon Etat","Bon Etat","45.18248551176383,5.715959282875963"
3946,Autopartage,"6 Rue Irvoy",6889,20230418000000,,,"Bon Etat","Bon Etat","45.182471695992035,5.715933111375205"
3945,Autopartage,"6 Rue Irvoy",6889,20230418000000,,,"Bon Etat","Bon Etat","45.182458597347,5.715908298364486"
1306,Livraison,"16 Boulevard Gambetta",7227,20120418000000,,,"Bon Etat","Bon Etat","45.18839374444829,5.723029385256487"
4196,"Transport de fond","16 Boulevard Gambetta",665,20230504000000,,,Absent,"Bon Etat","45.18828632864256,5.723106020949866"
4206,Livraison,"3 Boulevard Gambetta",2437,20230504000000,,,"Bon Etat","Bon Etat","45.19155726472032,5.721107405933845"
4205,Livraison,"3 Boulevard Gambetta",2437,20230504000000,,,"Bon Etat","Bon Etat","45.191528654778374,5.7211266470987985"
4204,Livraison,"3 Boulevard Gambetta",2437,20230504000000,,,"Bon Etat","Bon Etat","45.19150202550333,5.721144556178111"
1125,Livraison,"3 Boulevard Gambetta",2437,20111006000000,,,"Bon Etat","Bon Etat","45.19147509712489,5.721162666395489"
663,PMR,"9 Place Laurent Bonnevay",,,,,"Bon Etat","Bon Etat","45.178658614539756,5.7457098487577305"
1006,PMR,"118 Rue Léon Jouhaux",,20110928000000,,,,,"45.172613052565325,5.745548252907684"
664,PMR,"98 Rue Léon Jouhaux",4473,,,,Absent,"Bon Etat","45.17485915434066,5.744781784674914"
1027,Livraison,"15 BIS Chemin Joseph Brun",,20110928000000,,,,,"45.187209805952605,5.745290321367799"
4098,Livraison,"1 Rue Gabriel Péri",5110,20230426000000,,,Dégradé,"Bon Etat","45.18946832157507,5.718790629929199"
793,Livraison,"1 Rue Gabriel Péri",5110,20090202000000,,,Dégradé,"Bon Etat","45.18941756042165,5.718757174444329"
2044,"Transport de fond","2 Rue Lamartine",6806,20130610000000,,,Dégradé,"Bon Etat","45.188127570964404,5.724567034121574"
2686,Livraison,"29 Rue Ampère",3304,20120620000000,,,"Bon Etat","Bon Etat","45.185693334331354,5.705800836686991"
4028,Livraison,"29 Rue Ampère",3304,20230425000000,,,"Bon Etat","Bon Etat","45.18575481256871,5.705804161423177"
1007,PMR,"106 Rue Léon Jouhaux",,20110928000000,,,,,"45.17350128699513,5.745465269005996"
1077,PMR,"36 Rue Lachmann",5412,20111003000000,,,Dégradé,"Bon Etat","45.19844289207449,5.736593506243547"
4395,Autopartage,"8 Cours de la Libération et du Général de Gaulle",7495,20230608000000,,,"Bon Etat","Bon Etat","45.17948361652315,5.715926485737909"
1046,PMR,"8 Rue Lieutenant Colonel Trocard",6762,20111003000000,,,"Bon Etat","Bon Etat","45.18139025164052,5.72014278438748"
1290,"Transport de fond","65 Boulevard Joseph Vallier",4788,20120418000000,,,Dégradé,Absent,"45.1799492602512,5.705874407288988"
550,PMR,"65 Boulevard Joseph Vallier",4788,20110502000000,,,Dégradé,"Bon Etat","45.17995399455042,5.706175374522524"
611,PMR,"2 Boulevard Maréchal Joffre",2361,20230405000000,,,"Bon Etat","Bon Etat","45.18427513794637,5.7324554093302735"
613,PMR,"4 Boulevard Maréchal Joffre",2361,20230405000000,,,"Bon Etat","Bon Etat","45.18407740950029,5.731975614061514"
430,PMR,"42 Boulevard Joseph Vallier",294,20230424000000,,,"Bon Etat","Bon Etat","45.18024861918218,5.70883102792361"
1183,Livraison,"30 Boulevard Joseph Vallier",295,20120403000000,,,Dégradé,"Bon Etat","45.18025970145969,5.71073987557974"
797,Livraison,"30 Boulevard Joseph Vallier",295,20230424000000,,,Dégradé,"Bon Etat","45.18026060507644,5.71083078196319"
3698,Livraison,"39 Rue Lesdiguières",788,20230323000000,,,"Bon Etat","Bon Etat","45.185831724450104,5.724020919367611"
1052,PMR,"39 Rue Lesdiguières",788,20111003000000,,,"Bon Etat","Bon Etat","45.18584880284032,5.724067966360175"
3696,Livraison,"35 Rue Lesdiguières",6639,20230323000000,,,"Bon Etat","Bon Etat","45.1859570122829,5.724372169499074"
1159,PMR,"10 Rue Marbeuf",7733,20111102000000,,,Dégradé,"Bon Etat","45.17918041625264,5.7077784417471955"
595,PMR,"46 BIS Avenue Jean Perrot",,,,,"Bon Etat","Bon Etat","45.17827240156884,5.736024709614611"
1176,"Transport de fond","125 Avenue Jean Perrot",5834,20120403000000,,,,,"45.169951248838835,5.740359336717956"
3942,PMR,"1 Rue Pierre Dupont",6869,20230416000000,,,"Bon Etat","Bon Etat","45.18136249939259,5.716352450321105"
3989,PMR,"34 Rue Joseph Rey",3480,20230424000000,,,"Bon Etat","Bon Etat","45.18765231182423,5.716161531524226"
3988,Livraison,"34 Rue Joseph Rey",3480,20230424000000,,,Dégradé,"Bon Etat","45.187951902497,5.7160258294799"
1145,Livraison,"25 BIS Rue Anatole France",5909,20111102000000,,,,,"45.17257633188755,5.709318218915653"
201,PMR,"25 BIS Rue Anatole France",5910,20080717000000,,,"Bon Etat","Bon Etat","45.17259954278005,5.709409717924577"
869,PMR,"1 Place André Malraux",6676,20140731000000,,,"Bon Etat","Bon Etat","45.185640001148194,5.729025204154402"
1442,PMR,"80 Cours de la Libération et du Général de Gaulle",1187,,,,,,"45.17203573924438,5.713427860039624"
4407,Livraison,"29 Rue Le Brix",7536,20230609000000,,,"Bon Etat","Bon Etat","45.17948305797022,5.720847640672827"
1354,Livraison,"29 Rue Le Brix",7536,20120910000000,,,Dégradé,"Bon Etat","45.179447158453954,5.720943514881816"
1166,Livraison,"19 Avenue Alsace Lorraine",7223,20120403000000,,,"Bon Etat","Bon Etat","45.18917948586172,5.7212327124263345"
1228,Livraison,"8 Avenue Alsace Lorraine",7427,20120405000000,,,"Bon Etat","Bon Etat","45.189144412771995,5.722192598056161"
880,Livraison,"14 Avenue Maréchal Randon",6482,20230310000000,,,Dégradé,"Bon Etat","45.19819477833433,5.737879513286963"
182,PMR,"5 Rue des Minimes",6574,20150728000000,,,"Bon Etat","Bon Etat","45.19285323885861,5.733879192922655"
4057,Livraison,"4 Avenue Doyen Louis Weil",7069,20230425000000,,,"Bon Etat","Bon Etat","45.1919940021675,5.712703072582752"
784,Livraison,"4 Avenue Doyen Louis Weil",7069,20230425000000,,,"Bon Etat","Bon Etat","45.191940569485915,5.712727517042872"
4448,Livraison,"21 Avenue Rochambeau",1167,20230614000000,,,"Bon Etat","Bon Etat","45.17760048014691,5.7159164570833445"
2944,"Vélos électriques et trotinettes en libre-service","53 Rue Abbé Grégoire",2160,20140522000000,,,"Bon Etat",,"45.184114300801035,5.7118406914064375"
712,PMR,"116 Avenue La Bruyère",1254,,,,"Bon Etat","Bon Etat","45.166503452440644,5.724642181463137"
893,PMR,"14 Rue de la République",6593,20230320000000,,,"Bon Etat","Bon Etat","45.190467975902294,5.7301508729708015"
605,PMR,"13 Rue Marcel Peretto",4573,20080502000000,,,"Bon Etat","Bon Etat","45.17759848163719,5.730827044798321"
3854,Autopartage,"2 Place Pasteur",2360,20230405000000,,,"Bon Etat","Bon Etat","45.1840323465316,5.732014480194452"
604,PMR,"53 Rue Mallifaud",5361,,,,"Bon Etat","Bon Etat","45.180796190974874,5.728640994059468"
597,PMR,"8 BIS Rue Mallifaud",1538,,,,"Bon Etat","Bon Etat","45.18060005440359,5.734016855706446"
4234,Livraison,"25 Rue Roger Josserand",3786,20230509000000,,,Dégradé,"Bon Etat","45.19847498169343,5.711406372987605"
4177,"Bornes de recharge électrique","7 Rue de la Scierie",3332,20230428000000,,,"Bon Etat","Bon Etat","45.196096790379265,5.712861333412163"
3973,Livraison,"31 BIS Rue Nicolas Chorier",5945,20230419000000,,,"Bon Etat","Bon Etat","45.18579070168672,5.713014707878889"
3972,Livraison,"31 BIS Rue Nicolas Chorier",5945,20230419000000,,,"Bon Etat","Bon Etat","45.185778115020035,5.712940400668958"
65,PMR,"31 BIS Rue Nicolas Chorier",5945,20080717000000,,,"Bon Etat","Bon Etat","45.18576289237756,5.7128505320176854"
3983,Livraison,"60 Rue Abbé Grégoire",6986,20230420000000,,,Dégradé,"Bon Etat","45.18547404466465,5.712093639009887"
3553,"Vélos électriques et trotinettes en libre-service","22 Rue Saint Ferjus",6489,20230313000000,,,"Bon Etat",,"45.19166315607133,5.739251990609118"
3557,PMR,"4 Rue Saint Ferjus",6495,20230314000000,,,"Bon Etat","Bon Etat","45.19173272733978,5.740865384725205"
4292,"Vélos électriques et trotinettes en libre-service","6 Quai Mounier",304,20230511000000,,,"Bon Etat",,"45.19509305918322,5.729293364785869"
1012,PMR,"7 Rue Paul Claudel",,20110928000000,,,,,"45.17222651818638,5.736062908090581"
68,PMR,"7 Rue Pierre Ruibet",845,20080717000000,,,"Bon Etat","Bon Etat","45.1805275456612,5.71223414787268"
1005,PMR,"8 Avenue Paul Cocat",,20110928000000,,,,,"45.172047586174564,5.743732940375506"
