barrette_id,barrette_place_nb_total,voie,barrette_type_nom,barrette_secteur_controle,barrette_zone_tarif,barrette_datecre,barrette_controle,barrette_sign_horiz_nom,barrette_peint_date,barrette_place_nb_active,geo_shape,geo_point_2d
1021,5.0,Rue Antoine Polotti,Long,64.0,vert,20080717000000.0,1,Dégradé,,5.0,"{""type"":""LineString"",""coordinates"":[[5.7050077,45.1900326],[5.7046868,45.1900017]]}","45.19001714676512,5.704847241124164"
4737,,Avenue Washington,Épis,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7470043,45.1794201],[5.7469709,45.1795442]]}","45.179482178340805,5.746987569876042"
4739,,Chemin des Alpins,Mixte,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7227813,45.1717353],[5.7223001,45.171711]]}","45.17172315050881,5.722540672121134"
4740,,Chemin des Alpins,Mixte,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7228417,45.1716914],[5.7228046,45.1716378]]}","45.17166460583198,5.72282315808566"
4741,,Chemin des Alpins,Mixte,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7229395,45.1715913],[5.7230114,45.1716944]]}","45.17164284996166,5.722975432726069"
4742,,Chemin des Alpins,Mixte,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7230223,45.1717514],[5.7234524,45.1717296],[5.7240309,45.1714729]]}","45.17165129111886,5.72350185273386"
4743,,Allée de la Sylphide,Long,66.0,globale,20131220000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7251307,45.1672794],[5.7252616,45.167282]]}","45.16728070742538,5.725196133097503"
898,7.0,Rue Élisée Chatin,Long,44.0,vert,20080717000000.0,1,Bon Etat,,7.0,"{""type"":""LineString"",""coordinates"":[[5.7233279,45.1790032],[5.7237371,45.1788222]]}","45.17891274194433,5.723532483845242"
899,7.0,Rue de Stalingrad,Long,66.0,globale,20080717000000.0,0,,,7.0,"{""type"":""LineString"",""coordinates"":[[5.7253506,45.1743456],[5.7252313,45.1740497]]}","45.17419767640084,5.725290956163977"
900,5.0,Rue de Stalingrad,Long,66.0,globale,20080717000000.0,1,Dégradé,,5.0,"{""type"":""LineString"",""coordinates"":[[5.7263641,45.1764415],[5.7262497,45.1762197]]}","45.17633059730784,5.726306892930406"
903,2.0,Chemin de la Capuche,Long,66.0,globale,20080717000000.0,1,Dégradé,,2.0,"{""type"":""LineString"",""coordinates"":[[5.7250022,45.180926],[5.7249672,45.1810079]]}","45.18096695006244,5.7249847107651455"
4744,,Allée de la Sylphide,Long,66.0,globale,20131220000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7248898,45.1672722],[5.72495,45.1672736]]}","45.16727288789811,5.72491986530083"
906,14.0,Rue Marcel Peretto,Long,66.0,globale,20080717000000.0,0,,,14.0,"{""type"":""LineString"",""coordinates"":[[5.7307096,45.1775443],[5.7313127,45.1768308]]}","45.17718756433764,5.731011159438724"
907,6.0,Rue Saint Exupéry,Long,44.0,vert,20080717000000.0,1,Bon Etat,,6.0,"{""type"":""LineString"",""coordinates"":[[5.7229732,45.1787704],[5.7231386,45.1789845],[5.723153,45.178991],[5.723168,45.1789934],[5.7231949,45.1789983]]}","45.178947522025766,5.723125555115045"
908,5.0,Rue du Mont Aiguille,Épis,66.0,globale,20080717000000.0,0,,,4.0,"{""type"":""LineString"",""coordinates"":[[5.7194845,45.1612056],[5.719559,45.1612293],[5.7196301,45.1612247],[5.7196939,45.1612143]]}","45.16121846330776,5.719591838180987"
909,7.0,Rue du Mont Aiguille,Épis,66.0,globale,20080717000000.0,0,,,6.0,"{""type"":""LineString"",""coordinates"":[[5.7193503,45.1610531],[5.7191797,45.1609644]]}","45.161008737487286,5.719264994924746"
910,17.0,Rue de Stalingrad,Épis,66.0,globale,20080717000000.0,0,,,15.0,"{""type"":""LineString"",""coordinates"":[[5.7239594,45.1652926],[5.7240196,45.1647944]]}","45.16504348754813,5.723989514440089"
911,26.0,Rue de Stalingrad,Épis,66.0,globale,20080717000000.0,0,,,24.0,"{""type"":""LineString"",""coordinates"":[[5.7238103,45.1662562],[5.7238789,45.1660354],[5.7239387,45.165525]]}","45.16593886016469,5.723875971672187"
912,2.0,Rue Jacquard,Long,66.0,globale,20080717000000.0,0,,,2.0,"{""type"":""LineString"",""coordinates"":[[5.7179035,45.1758],[5.7177121,45.1758307]]}","45.17581533410059,5.717807797162178"
913,4.0,Rue Jacquard,Long,66.0,globale,20080717000000.0,0,,,4.0,"{""type"":""LineString"",""coordinates"":[[5.7177385,45.1758996],[5.7179207,45.1758701]]}","45.17588486605609,5.717829573645041"
4746,16.0,Rue Le Brix,Long,44.0,vert,20080717000000.0,1,Dégradé,,15.0,"{""type"":""LineString"",""coordinates"":[[5.7205192,45.1796852],[5.7214459,45.1793221]]}","45.179503653881426,5.720982558377633"
915,2.0,Avenue Jean Perrot,Long,66.0,globale,20080717000000.0,0,,,2.0,"{""type"":""LineString"",""coordinates"":[[5.7354747,45.1797426],[5.7355188,45.1796466]]}","45.179694584744404,5.735496703344105"
4747,7.0,Rue Le Brix,Long,44.0,vert,20080717000000.0,1,Dégradé,,7.0,"{""type"":""LineString"",""coordinates"":[[5.7218212,45.1791725],[5.7222478,45.179008]]}","45.17909022180385,5.722034532474604"
4748,1.0,Rue des Eaux Claires,Long,62.0,vert,20080717000000.0,1,Bon Etat,,0.0,"{""type"":""LineString"",""coordinates"":[[5.710836,45.1787741],[5.7108038,45.1787381]]}","45.17875611222435,5.710819898977938"
4749,3.0,Rue des Eaux Claires,Long,62.0,vert,20080717000000.0,1,Bon Etat,,2.0,"{""type"":""LineString"",""coordinates"":[[5.7105279,45.1784022],[5.7106387,45.1785502]]}","45.1784761954619,5.710583306229045"
4754,,Rue Jacquard,Épis,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.724319,45.1746762],[5.7243653,45.1745624]]}","45.17461929927411,5.724342152601425"
931,8.0,Avenue Jean Perrot,Long,66.0,globale,20080717000000.0,0,,,8.0,"{""type"":""LineString"",""coordinates"":[[5.7354102,45.1799174],[5.7352284,45.1802881]]}","45.1801027724555,5.735319274584355"
4755,,Rue Jacquard,Épis,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7246789,45.1746395],[5.7248871,45.1746059]]}","45.17462270239298,5.724782969808958"
933,11.0,Rue de la Moselle,Long,66.0,globale,20080717000000.0,0,,,11.0,"{""type"":""LineString"",""coordinates"":[[5.7377099,45.1805183],[5.73768,45.1798242]]}","45.1801712516705,5.737694961255558"
934,14.0,Chemin du Rhin,Long,66.0,globale,20080717000000.0,0,,,14.0,"{""type"":""LineString"",""coordinates"":[[5.7360187,45.1798444],[5.7376179,45.1798147]]}","45.17982953249387,5.736818279655145"
4756,4.0,Rue Victor Lastella,Long,40.0,vert,20131128000000.0,1,Bon Etat,,3.0,"{""type"":""LineString"",""coordinates"":[[5.7046771,45.1843112],[5.7049652,45.1843044]]}","45.18430782964554,5.704821170600461"
936,30.0,Rue Moyrand,Long,66.0,globale,20080717000000.0,0,,,29.0,"{""type"":""LineString"",""coordinates"":[[5.7352235,45.1805834],[5.7376244,45.18058]]}","45.180581687021466,5.736423948109946"
937,12.0,Rue Germain,Long,66.0,globale,20080717000000.0,0,,,12.0,"{""type"":""LineString"",""coordinates"":[[5.7320028,45.1792177],[5.732743,45.1792047]]}","45.17921119883868,5.732372908157648"
938,7.0,Chemin de l'Église,Épis,66.0,globale,20080717000000.0,0,,,6.0,"{""type"":""LineString"",""coordinates"":[[5.7321033,45.1773405],[5.7324021,45.1773074]]}","45.177323953134035,5.732252712773159"
943,24.0,Rue de l'Alma,Mixte,20.0,vert,20080717000000.0,1,Absent,,23.0,"{""type"":""LineString"",""coordinates"":[[5.734511,45.1917148],[5.7341341,45.1911602],[5.7340715,45.1910682],[5.7340715,45.1910682]]}","45.19125287643859,5.7341969973616465"
4757,2.0,Rue Victor Lastella,Long,40.0,vert,20131128000000.0,1,Bon Etat,,1.0,"{""type"":""LineString"",""coordinates"":[[5.7053074,45.1842939],[5.7054594,45.1842901]]}","45.184291998398976,5.705383398652357"
945,5.0,Rue Très-Cloîtres,Long,20.0,vert,20080717000000.0,1,Dégradé,,4.0,"{""type"":""LineString"",""coordinates"":[[5.7340359,45.1922873],[5.7343912,45.1921802]]}","45.19223374230771,5.734213514540183"
946,1.0,Rue Très-Cloîtres,Long,20.0,vert,20080717000000.0,1,Dégradé,,0.0,"{""type"":""LineString"",""coordinates"":[[5.7336571,45.1924039],[5.7337643,45.1923701]]}","45.19238702563295,5.7337106726941975"
4759,25.0,Boulevard de l'Esplanade,Long,25.0,vert,20080717000000.0,1,Bon Etat,,24.0,"{""type"":""LineString"",""coordinates"":[[5.7179347,45.1955332],[5.7185572,45.194494]]}","45.19501359108081,5.7182459730496165"
4760,,Place André Charpin,Long,66.0,globale,,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7461602,45.17953],[5.7461069,45.1795244]]}","45.179527164672194,5.746133521659032"
4761,,Place André Charpin,Long,66.0,globale,,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7460359,45.1795193],[5.7459724,45.1795123]]}","45.17951578630965,5.746004176557571"
951,7.0,Rue Sainte Ursule,Mixte,20.0,vert,20150728000000.0,1,Dégradé,,6.0,"{""type"":""LineString"",""coordinates"":[[5.7349576,45.192788],[5.7346981,45.1927683]]}","45.19277813161024,5.734827825345872"
4762,15.0,Rue Lieutenant de Quinsonas,Long,42.0,vert,20090303000000.0,1,Dégradé,,15.0,"{""type"":""LineString"",""coordinates"":[[5.7178752,45.1817045],[5.717838,45.1823759]]}","45.182040237158176,5.71785656837607"
4764,19.0,Rue Félix Esclangon,Bataille,66.0,globale,20080717000000.0,1,Absent,,17.0,"{""type"":""LineString"",""coordinates"":[[5.710166,45.193918],[5.7106192,45.1936239]]}","45.19377098127269,5.710392610086371"
4766,5.0,Rue Sidi-Brahim,Long,66.0,globale,20080717000000.0,1,Bon Etat,,5.0,"{""type"":""LineString"",""coordinates"":[[5.7160319,45.1744654],[5.7161132,45.1747036]]}","45.174584470248845,5.716072535225818"
4767,5.0,Rue Sidi-Brahim,Long,66.0,globale,20080717000000.0,1,Dégradé,,5.0,"{""type"":""LineString"",""coordinates"":[[5.7169864,45.1773401],[5.7169055,45.177092]]}","45.17721607735765,5.716945933745008"
4768,9.0,Rue Alphonse Terray,Bataille,66.0,globale,20120928090502.0,1,Dégradé,,9.0,"{""type"":""LineString"",""coordinates"":[[5.7127386,45.1850315],[5.7130877,45.1850086]]}","45.18502001104456,5.712913163236539"
4769,16.0,Rue Alphonse Terray,Bataille,,,20120928090502.0,1,Dégradé,,11.0,"{""type"":""LineString"",""coordinates"":[[5.7135172,45.1849832],[5.7139593,45.1849575]]}","45.184970324332035,5.713738252369579"
4770,,Rue Albert Thomas,Mixte,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.702335,45.1727005],[5.702328,45.1725342]]}","45.17261732154318,5.702331491867387"
4772,,Rue Albert Thomas,Mixte,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7023431,45.1724846],[5.7023395,45.1724422],[5.7023818,45.1724105],[5.7024509,45.1724085]]}","45.17243644250401,5.702378803874078"
4773,,Rue Élie Cartan,Long,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.743517,45.181046],[5.7438753,45.1805141]]}","45.18078005549578,5.743696178156505"
4774,,Rue Élie Cartan,Long,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.743966,45.1803831],[5.7444353,45.1796822]]}","45.18003262502737,5.744200635752135"
4775,7.0,Rue de Mortillet,Long,66.0,globale,20080717000000.0,1,Absent,,7.0,"{""type"":""LineString"",""coordinates"":[[5.7374114,45.1985399],[5.7376353,45.1985892],[5.7378483,45.1985956]]}","45.19857492981612,5.737631665878897"
4776,5.0,Rue de Mortillet,Bataille,66.0,globale,20080717000000.0,1,Bon Etat,,5.0,"{""type"":""LineString"",""coordinates"":[[5.7378115,45.1986191],[5.7378039,45.1987163]]}","45.198667682104315,5.7378076692624"
4778,4.0,Rue de Mortillet,Bataille,66.0,globale,20080717000000.0,1,Bon Etat,,4.0,"{""type"":""LineString"",""coordinates"":[[5.7379932,45.1986297],[5.7379869,45.1987099]]}","45.198669792164736,5.737990071004417"
4779,5.0,Rue Vendre,Épis,66.0,globale,20080717000000.0,1,Bon Etat,,4.0,"{""type"":""LineString"",""coordinates"":[[5.7387713,45.1994815],[5.7389476,45.1994775]]}","45.19947949411535,5.738859435461949"
4780,5.0,Rue Vendre,Long,66.0,globale,20080717000000.0,1,Bon Etat,,5.0,"{""type"":""LineString"",""coordinates"":[[5.7390453,45.1994826],[5.7394215,45.1994723]]}","45.19947741072859,5.739233402420108"
4788,5.0,Boulevard Joseph Vallier,Long,49.0,vert,20080717000000.0,1,Dégradé,,3.0,"{""type"":""LineString"",""coordinates"":[[5.7058358,45.1799487],[5.706038,45.1799516],[5.7062044,45.1799545]]}","45.17995160618337,5.706026095714255"
4789,2.0,Boulevard Joseph Vallier,Long,49.0,vert,20080717000000.0,1,Dégradé,,2.0,"{""type"":""LineString"",""coordinates"":[[5.7064073,45.179932],[5.7066208,45.1799342]]}","45.17993310319582,5.706514038636428"
962,15.0,Chemin de Ronde,Long,66.0,globale,20080717000000.0,1,Dégradé,,15.0,"{""type"":""LineString"",""coordinates"":[[5.7374445,45.1933033],[5.7374193,45.1932643],[5.737439,45.1932096],[5.7374974,45.193161],[5.7377078,45.193007],[5.7378949,45.1928813],[5.737986,45.1928197],[5.738017,45.1927969]]}","45.193055406885996,5.737675761092559"
697,2.0,Rue Mallifaud,Long,44.0,vert,20080717000000.0,1,Erroné,,0.0,"{""type"":""LineString"",""coordinates"":[[5.7262479,45.1812018],[5.7264116,45.1811989]]}","45.181200348492396,5.726329746335808"
698,5.0,Rue Général Ferrié,Long,44.0,vert,20080717000000.0,1,Dégradé,,5.0,"{""type"":""LineString"",""coordinates"":[[5.723715,45.1797161],[5.7237861,45.1794865]]}","45.179601306562375,5.723750544396644"
699,13.0,Rue Général Ferrié,Long,44.0,vert,20080717000000.0,1,Bon Etat,,12.0,"{""type"":""LineString"",""coordinates"":[[5.7234704,45.1799477],[5.7236526,45.1793522]]}","45.17964993908005,5.723561509107331"
700,8.0,Rue Élisée Chatin,Long,44.0,vert,20080717000000.0,1,Dégradé,,8.0,"{""type"":""LineString"",""coordinates"":[[5.7229001,45.1800955],[5.7229995,45.1797327]]}","45.17991410436497,5.722949804084385"
701,4.0,Rue Élisée Chatin,Long,44.0,vert,20080717000000.0,1,Dégradé,,4.0,"{""type"":""LineString"",""coordinates"":[[5.7226832,45.180569],[5.7227408,45.1803767]]}","45.18047284554976,5.722712001504943"
702,7.0,Rue Général Mangin,Long,44.0,vert,20080717000000.0,1,Dégradé,,7.0,"{""type"":""LineString"",""coordinates"":[[5.7206816,45.1800713],[5.7209699,45.1803408]]}","45.18020607891057,5.720825748713335"
703,3.0,Rue Général Mangin,Long,44.0,vert,20080717000000.0,1,Dégradé,,3.0,"{""type"":""LineString"",""coordinates"":[[5.7210407,45.1802932],[5.7211582,45.1804034]]}","45.18034827323279,5.721099426065141"
704,7.0,Rue Général Mangin,Long,44.0,vert,20080717000000.0,1,Bon Etat,,7.0,"{""type"":""LineString"",""coordinates"":[[5.7204808,45.179766],[5.7207645,45.1800282]]}","45.17989708783689,5.720622668150221"
706,2.0,Rue Commandant Gilot,Long,50.0,vert,20080717000000.0,1,Bon Etat,,1.0,"{""type"":""LineString"",""coordinates"":[[5.7215524,45.1812884],[5.7216336,45.1812423],[5.7216483,45.1812022]]}","45.18124430861034,5.721611419940176"
4792,2.0,Rue Diderot,Long,64.0,vert,20080717000000.0,1,Bon Etat,,2.0,"{""type"":""LineString"",""coordinates"":[[5.7054161,45.189735],[5.7054699,45.189639]]}","45.18968702959374,5.705442992492443"
711,4.0,Rue Lakanal,Long,26.0,orange,20080717000000.0,1,Bon Etat,,0.0,"{""type"":""LineString"",""coordinates"":[[5.7233209,45.1862687],[5.7234835,45.186403]]}","45.18633586325883,5.723402232796229"
712,8.0,Rue Lakanal,Long,26.0,orange,20080717000000.0,1,Bon Etat,,4.0,"{""type"":""LineString"",""coordinates"":[[5.7227874,45.1859193],[5.7231406,45.1862072]]}","45.18606322478463,5.722963965555266"
713,4.0,Rue Lakanal,Long,26.0,orange,20080717000000.0,1,Bon Etat,,2.0,"{""type"":""LineString"",""coordinates"":[[5.7232426,45.1862988],[5.7234213,45.1864504]]}","45.18637460214006,5.723331961973811"
714,8.0,Rue Lakanal,Long,26.0,orange,20080717000000.0,1,Bon Etat,,1.0,"{""type"":""LineString"",""coordinates"":[[5.7235477,45.1865503],[5.723888,45.1868347]]}","45.18669251627183,5.72371784731782"
715,8.0,Rue Lakanal,Long,26.0,orange,20080717000000.0,1,Bon Etat,,6.0,"{""type"":""LineString"",""coordinates"":[[5.723608,45.1865091],[5.7239522,45.1867957]]}","45.18665242531104,5.723780078645061"
716,5.0,Cours Berriat,Long,,,20080717000000.0,1,Bon Etat,,4.0,"{""type"":""LineString"",""coordinates"":[[5.7228601,45.1878437],[5.7232603,45.1878204]]}","45.18783203598004,5.723060172489085"
4793,5.0,Rue Diderot,Long,64.0,vert,20080717000000.0,1,Bon Etat,,2.0,"{""type"":""LineString"",""coordinates"":[[5.7056456,45.1893459],[5.7057942,45.1891104]]}","45.18922818298116,5.705719894600486"
4794,,Chemin des Arts,Mixte,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7436873,45.1843449],[5.7437655,45.1843556]]}","45.18435025229324,5.743726389661051"
4795,,Chemin des Arts,Mixte,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7445566,45.1844163],[5.744139,45.1843716]]}","45.184393937924625,5.744347809529042"
4797,,Avenue Jeanne d'Arc,Long,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7433257,45.1846422],[5.7431968,45.1849133]]}","45.18477777720981,5.743261290641128"
4798,2.0,Cours Jean Jaurès,Long,43.0,violet,20140805000000.0,1,,,0.0,"{""type"":""LineString"",""coordinates"":[[5.7192659,45.1882336],[5.719296,45.188321]]}","45.18827729061145,5.719280951488483"
718,4.0,Cours Berriat,Long,27.0,orange,20080717000000.0,1,Bon Etat,,2.0,"{""type"":""LineString"",""coordinates"":[[5.7210645,45.1879499],[5.7214163,45.1879327]]}","45.18794125713745,5.721240390461683"
720,5.0,Rue des Bons Enfants,Long,27.0,orange,20080717000000.0,1,Dégradé,,3.0,"{""type"":""LineString"",""coordinates"":[[5.7227827,45.1874452],[5.72298,45.187641]]}","45.18754311433341,5.722881343579878"
721,8.0,Rue Thiers,Long,27.0,orange,20080717000000.0,1,Bon Etat,,7.0,"{""type"":""LineString"",""coordinates"":[[5.7222205,45.1885348],[5.7225176,45.18883]]}","45.1886824218999,5.722369070504435"
722,21.0,Rue Thiers,Long,27.0,orange,20080717000000.0,1,Dégradé,,18.0,"{""type"":""LineString"",""coordinates"":[[5.722585,45.1887966],[5.7217761,45.1879926]]}","45.18839458749346,5.7221805302676465"
723,4.0,Rue Thiers,Long,27.0,orange,20080717000000.0,1,Dégradé,,1.0,"{""type"":""LineString"",""coordinates"":[[5.721157,45.1872632],[5.7210344,45.1870721]]}","45.18716765151237,5.721095658448428"
724,9.0,Rue Abbé Grégoire,Long,31.0,orange,20080717000000.0,1,Bon Etat,,9.0,"{""type"":""LineString"",""coordinates"":[[5.7125392,45.1877523],[5.7126309,45.1881793]]}","45.187965774793625,5.71258507591448"
725,3.0,Rue Abbé Grégoire,Long,31.0,orange,20080717000000.0,1,Bon Etat,,3.0,"{""type"":""LineString"",""coordinates"":[[5.7127018,45.1882641],[5.712678,45.1881313]]}","45.188197674734496,5.712689880360104"
726,7.0,Boulevard Maréchal Foch,Long,12.0,violet,20080717000000.0,1,Dégradé,,3.0,"{""type"":""LineString"",""coordinates"":[[5.7209533,45.1807817],[5.7214154,45.1808152]]}","45.18079847400874,5.721184316774746"
727,14.0,Boulevard Maréchal Foch,Long,12.0,violet,20080717000000.0,1,Dégradé,,13.0,"{""type"":""LineString"",""coordinates"":[[5.719947,45.1804613],[5.7208353,45.1805204]]}","45.180490882944916,5.720391130252112"
728,4.0,Boulevard Maréchal Foch,Long,12.0,violet,20080717000000.0,1,Dégradé,,2.0,"{""type"":""LineString"",""coordinates"":[[5.7221949,45.1808951],[5.7224874,45.1809338]]}","45.18091449214509,5.722341166802107"
4799,2.0,Cours Jean Jaurès,Long,43.0,violet,20140805000000.0,1,,,0.0,"{""type"":""LineString"",""coordinates"":[[5.7193449,45.1884643],[5.7193757,45.1885678]]}","45.188516061001636,5.719360278604206"
730,1.0,Boulevard Maréchal Foch,Long,12.0,violet,20080717000000.0,1,Absent,,1.0,"{""type"":""LineString"",""coordinates"":[[5.7227912,45.1807022],[5.7228509,45.180713]]}","45.180707630967476,5.7228210655351965"
731,9.0,Boulevard Maréchal Foch,Long,12.0,violet,20080717000000.0,1,Bon Etat,,8.0,"{""type"":""LineString"",""coordinates"":[[5.7242537,45.1812406],[5.724823,45.1813589]]}","45.18129975076263,5.724538385423292"
732,13.0,Boulevard Maréchal Foch,Long,12.0,violet,20080717000000.0,1,Dégradé,,11.0,"{""type"":""LineString"",""coordinates"":[[5.723784,45.1808817],[5.7246228,45.181048]]}","45.180964869187164,5.7242033943693915"
733,5.0,Boulevard Maréchal Foch,Long,12.0,violet,20080717000000.0,1,Dégradé,,5.0,"{""type"":""LineString"",""coordinates"":[[5.7252784,45.1812012],[5.7255837,45.1812757]]}","45.18123847148189,5.725431048869497"
734,6.0,Boulevard Maréchal Foch,Long,12.0,violet,20080717000000.0,1,Dégradé,,6.0,"{""type"":""LineString"",""coordinates"":[[5.7261642,45.1814093],[5.7265229,45.1815129]]}","45.18146110010217,5.7263435404001415"
4800,,Rue Auguste Ravier,Long,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7381076,45.1832106],[5.7382431,45.1830406]]}","45.18312558527258,5.738175361687661"
736,5.0,Boulevard Maréchal Foch,Long,12.0,violet,20080717000000.0,1,Dégradé,,3.0,"{""type"":""LineString"",""coordinates"":[[5.7269572,45.1816389],[5.7272629,45.1817256]]}","45.18168223540194,5.727110051130326"
737,5.0,Place Gustave Rivet,Long,22.0,violet,20080717000000.0,1,Dégradé,,2.0,"{""type"":""LineString"",""coordinates"":[[5.7278387,45.1823819],[5.7281447,45.1825163]]}","45.18244910735563,5.727991677915206"
4801,,Rue Auguste Ravier,Long,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7382964,45.1829635],[5.7383552,45.1828912]]}","45.18292734115131,5.7383257834518835"
740,8.0,Boulevard Maréchal Joffre,Long,22.0,violet,20080717000000.0,1,Absent,,2.0,"{""type"":""LineString"",""coordinates"":[[5.7321423,45.1839176],[5.7326005,45.184113]]}","45.184015328726716,5.732371394482863"
741,12.0,Place Paul Mistral,Long,22.0,violet,20080717000000.0,1,Dégradé,,10.0,"{""type"":""LineString"",""coordinates"":[[5.732305,45.1851038],[5.732719,45.1846247]]}","45.184864231957164,5.732511997171227"
742,10.0,Boulevard Gambetta,Épis,,,20080717000000.0,1,Dégradé,,8.0,"{""type"":""LineString"",""coordinates"":[[5.7269331,45.1824968],[5.727106,45.1822519]]}","45.182374373868214,5.727019567228607"
743,8.0,Boulevard Gambetta,Épis,22.0,violet,20080717000000.0,1,Dégradé,,8.0,"{""type"":""LineString"",""coordinates"":[[5.7273486,45.1823568],[5.7272345,45.1825156]]}","45.18243617872045,5.72729155835267"
744,6.0,Rue Nestor Cornier,Long,22.0,violet,20080717000000.0,1,,,0.0,"{""type"":""LineString"",""coordinates"":[[5.7276896,45.181568],[5.7279299,45.1812511]]}","45.18140957859895,5.727809776437239"
745,4.0,Cours Jean Jaurès,Long,24.0,violet,20140805000000.0,1,Bon Etat,,2.0,"{""type"":""LineString"",""coordinates"":[[5.7170007,45.1813546],[5.716936,45.181158]]}","45.18125630775506,5.716968386415078"
746,3.0,Boulevard Maréchal Foch,Long,24.0,violet,20080717000000.0,1,Dégradé,,3.0,"{""type"":""LineString"",""coordinates"":[[5.7173779,45.1805665],[5.7175878,45.180579]]}","45.18057274419684,5.717482850452225"
4943,43.0,Rue Joseph Rey,Épis,32.0,vert,20080717000000.0,1,Dégradé,,43.0,"{""type"":""LineString"",""coordinates"":[[5.7173997,45.1845123],[5.7168055,45.1857927]]}","45.18515254031369,5.717102592784494"
4944,43.0,Rue Joseph Rey,Épis,32.0,vert,20080717000000.0,1,Bon Etat,,43.0,"{""type"":""LineString"",""coordinates"":[[5.7167677,45.1857838],[5.7173661,45.1845049]]}","45.18514434004419,5.717066904535427"
4946,,Rue de Kaunas,Long,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7427967,45.1717222],[5.7426691,45.1719731]]}","45.17184769127917,5.742732879417261"
4947,,Rue André Sibellas,Mixte,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7029597,45.1744131],[5.7047507,45.1744121]]}","45.17441259070671,5.703855206776588"
4948,,Rue André Sibellas,Mixte,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7047743,45.1743871],[5.7049557,45.1743885]]}","45.17438778899777,5.704864990756098"
4949,13.0,Rue Gallice,Bataille,66.0,globale,20080717000000.0,1,Dégradé,,11.0,"{""type"":""LineString"",""coordinates"":[[5.715534,45.1755148],[5.7151645,45.1755785]]}","45.17554661934422,5.715349252474807"
4950,9.0,Rue Gallice,Long,66.0,globale,20080717000000.0,1,Bon Etat,,8.0,"{""type"":""LineString"",""coordinates"":[[5.7162038,45.1753686],[5.7156201,45.1754668]]}","45.17541768887326,5.715911967311163"
783,4.0,Place Saint Bruno,Bataille,15.0,vert,20080717000000.0,1,Absent,,1.0,"{""type"":""LineString"",""coordinates"":[[5.71365,45.1861133],[5.7136391,45.1860337]]}","45.186073525900696,5.713644529150852"
784,17.0,Place Saint Bruno,Bataille,15.0,vert,20080717000000.0,1,Bon Etat,,16.0,"{""type"":""LineString"",""coordinates"":[[5.7140032,45.1864824],[5.7139648,45.186131]]}","45.1863066882223,5.713984024714927"
4954,,Rue Paul Claudel,Épis,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7326852,45.1717453],[5.7336368,45.1717664]]}","45.1717558335869,5.733160993904306"
4955,2.0,Rue Irvoy,Long,60.0,vert,20121004115601.0,1,Dégradé,,2.0,"{""type"":""LineString"",""coordinates"":[[5.7139556,45.1812255],[5.7140439,45.1812889]]}","45.18125720336073,5.713999782263306"
4956,4.0,Rue Irvoy,Long,60.0,vert,20121004115601.0,1,Dégradé,,3.0,"{""type"":""LineString"",""coordinates"":[[5.7141769,45.181392],[5.7143571,45.1815248]]}","45.181458430673146,5.7142669970754145"
4961,,Rue John Kennedy,Mixte,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7186091,45.1756334],[5.718558,45.1754782]]}","45.17555581571851,5.718583504485871"
4580,,Rue Alfred de Musset,Épis,66.0,globale,20080717000000.0,0,,,,"{""type"":""LineString"",""coordinates"":[[5.7276424,45.1647186],[5.7277646,45.1647221]]}","45.16472033321117,5.727703499288846"
